id,combined_Languages,preferred_Languages,combined_Frameworks,preferred_Frameworks,combined_Libraries,preferred_Libraries,combined_Tools,preferred_Tools,combined_analyzed,preferredExperience_analyzed
259109,없음,없음,"['Django', 'Spring']",없음,없음,없음,없음,"['Docker', 'AWS', 'Azure', 'Kubernetes']","['백', '이상', '경험', '소프트웨어 아키텍처', '강화', 'Django', 'API', '역량', '효과', '코드', '설계', '개발', '팀', '워크', '실무', '이해', '최적화', 'Spring', '서비스', 'RESTful', '품질', '엔드', '통합', '개선', '아키텍처', '보수', '리뷰', '성능', '비전', '설정', '프레임', '멘토링', '시스템', '이용', '유지', '기술']","['관리', '백', '경험', '기반', 'CD', '활용', '개발', 'Azure', '이해', '컨테이너', '클라우드', '서비스', '배포', 'Docker', 'NET', '엔드', 'AWS', 'Kubernetes', '스택', '파이프라인', 'CI', '운영', '구축', '기술']"
260594,['Python'],없음,['TensorFlow'],['Spark'],['TensorFlow'],없음,['Jupyter'],없음,"['경험', '취득', '애플리케이션', '리드', '협력', '포함', '변환', '수집', '설계', '개발', '프로젝트', '성공', 'Pytorch', '공학', '엔드', '시각', '러닝', '볼륨', '엔지니어링', '리뷰', '해석', 'Notebook', '분야', '엔지니어', 'TensorFlow', '데이터 과학', '관련', '이상', 'API', '도출', '향상', '학위', '모델링', '전략', '팀', '스킬', '커스', '구현', '데이터', '알고리즘', 'Jupyter', '컴퓨터', '지속', '기여', 'SQL', '예측', '기능', '기술', '개념', '부합', '범위', '머신', '사용', '공유', '모델', '전반', '요구', '품질', '지식', '지정', '텀', '구축', '참여', '비즈니스', '값', '역량', '사항', '구조', '코드', '누적', '정형', '사이언티스트', '정제', '분석', '양', '여', '업무', '배포', '보유', '보장', '언어', '학사', 'Python', '증가', '시스템', '실력']","['비즈니스', '툴', '경험', '전문', '랭글링', 'NoSQL', '마', '이닝', 'Postgres', '영어', '포함', '머신', 'Kafka', '사용', '설계', '데이터베이스', '세분', 'Wrangling', '워크', 'HBASE', '실무', '레벨', '데이터', '필요', '모델', '능력', '빅데이터', '보유', '러닝', 'Data', '커뮤니케이션', '프레임', 'Hadoop', 'Spark', 'Apache', 'Cassandra', 'SQL', '관계', '기술']"
213384,없음,없음,없음,없음,없음,없음,['MySQL'],['Docker'],"['확장', '이상', '경험', 'API', '기반', 'NodeJs', '서버', '회사', 'RDBMS', '하나', '고려', '설계', '아파트', '개발', '멘털', '분', '실무', '이해', '성장', '서비스', 'RESTful', '개선', '백엔드 개발', '지속', '경력', '성능', '운영', '본인', 'MySQL']","['S', '경험', '사용자', '네트워크', '구조', '사용', '사고', 'CS', '가능', '이해', '알고리즘', '운영체제', 'Nestjs', 'Docker', '자료', '중심', 'K', 'Typescript', '관심', '논리']"
253557,없음,없음,없음,없음,없음,없음,없음,없음,"['책임감', '협력', '방법', '설계', '활용', '개발', '휴톰', '프로젝트', 'classification', '기초', '능력', '딥 러닝', '친절', '러닝', 'AI', '가설', 'Hutom', '문제', 'segmentation', '현재', 'representation', '출판', '엔지니어', '의사소통', '구조물', '복원', '변수', 'ML', '바탕', 'PM', '협업', '특징', '중시', '이해', '데이터', '알고리즘', '이론', '유관', 'centric', '의료진', '적용', 'learning', '검증', '설정', '프로덕션', 'detection', '임상', '예측', '논문', '기술', '과정', '부합', '수술', '특허', '결과', '머신', '니즈', '부서', '자세', '예', 'processing', '요구', '수행', '지식', 'image', 'MRI', '열정', 'CT', '구두', '3D', '미래', '환경', '태도', '기반', '사항', '서면', '실무', '제기', '예후', '분석', '서비스', '의료 영상', '해부학', '추출', 'Medical', '원활', 'D', '연구', '시스템', '통계학', 'data', '소프트웨어']","['석사', '저자', '경험', '이상', '발표', '작문', '역량', '영어', '소지자', '학회', '학위', '제품', '우수', '실무', '학과', '보유자', '개선', '출시', '보수', '상급', '의사소통', '논문', '유지', '관련', '능력']"
261021,없음,['Java'],없음,['Spring'],없음,없음,"['MySQL', 'PostgreSQL']",없음,"['RDBMS', '근무', 'Web', '사용', 'Application', '솔루션 개발', '개발', '경험', '지역', 'MySQL', 'JAVA', '가능', 'PostgreSQL', '대전', 'Linux', '웹 개발']","['자격', '직무', '경험', '전공', 'Network', 'Programming', '프로젝트', 'Spring', 'Java', '사항', '우대', '관련', 'Boot', 'IT']"
260906,"['Kotlin', 'Java']",없음,"['Spring', 'Spring Boot']",없음,없음,없음,['AWS'],없음,"['DB', '액티비티', '백', '경험', '이상', '전공', '전문', '협업', '환경', 'API', '역량', '상품', 'Java', '구조', 'Naver', '호텔', '도전', '해결', '인원', '개발', '합류', 'Kotlin', '분', '실무', '마케팅', '필요', 'Cloud', 'Spring', '서비스', '분석', '거부감', '업무', '대졸', 'Spring Boot', '엔드', '수행', 'MySql', 'AWS', '경력', 'UI', 'UX', '항공', '논리', '카테고리', 'DevOps', '문제', '커뮤니케이션', '학력', '운영', '철도', '버스', '다양', '구축', 'Webflux', '이용', '렌터카', '관련', 'Boot', '기술']","['이상', '경험', '철도', '분', '출장', '프로젝트', '실무', '소통', '가능', '시스템', '경력', '항공', '렌터카', '영어', '여행', '서비스', '호텔']"
253817,['TypeScript'],없음,없음,없음,없음,없음,"['Redis', 'AWS', 'Grafana', 'GCP', 'Slack', 'MongoDB']","['Docker', 'Kubernetes']","['팔', '관리', '영역', '경험', '내용', 'WebSocket', '회사', '직무', '설계', '요구사항', '개발', 'or', 'GCP', 'Node.js', 'CloudWatch', 'AWS', 'Node', '스택', '커뮤니케이션', '성능', 'IT', '메디팔', 'MongoDB', 'Notion', '제공', '조율', '이용', '실시간', '관련', '분배', 'TypeScript', '인프라', '기존', 'Redis', '이상', '협업', '합류', '소속', '이해', '데이터', '성장', '신규', '개선', '경력', '포지션', '운영', '일정', '기여', '문서', '다양', '기획', '전달', '기능', '기술', '메디', '경우', '개인', '사용', '채용', 'Koa', '자', '수행', '주요', '정', '의료', '긍정', '동료', '환경', '사용자', '어플리케이션', '혁신', '서버', '제품', '실무', '증원', '분석', '작성', '서비스', '업무', '언어', '최적', '백엔드 개발', 'Slack', '가치', 'Grafana', '솔루션', 'Github', '본부', 'Socket', '부분']","['경험', '환경', 'NoSQL', '국가', '외부', '보호', '연동', '대상자', '상호', '사용', '개발', '처리', 'Mongoose', '워크', '이해', '장애인', '서비스', '법령', 'Docker', '영상', 'MSA', '개선', 'Kubernetes', '분리', '모니터링', '커뮤니케이션', 'Nest.js', '우대', 'ORM', '운영', '프레임', '망', '구축', '음성', '시스템', '유공자', '관계', '취업', '기술']"
157781,['Python'],없음,없음,없음,['PyTorch'],없음,없음,없음,"['기타', '경험', '이상', 'mesh', '이미지', 'fine', '기반', '석', '생성', '기쁨', '목적', '프롬프트', '학위', '사용', '활용', '개발', '고도', 'shape', '효율', '추정', '프로젝트', 'Parametric', 'Stable', 'CAD', '경량', '모델', '아바타', 'model', '서비스', '딥 러닝', '그래픽스', '발전', 'pose', 'Deep Learning', '업계', 'polygon', '거대', 'tune', 'PyTorch', '비디오', '연구', '작업', '비전', '입력', 'Generative', 'Python', '분야', '소지', '증대', '다양', 'Vision', '박사', 'Diffusion', '3D']","['경험', 'device', 'Rendering', 'on', 'Geometry', 'API', '생성', '어플리케이션', '활용', '개발', 'or', '분', '프로젝트', '모델', 'Mesh', '서비스', '딥 러닝', '보유', 'dockerize', '지식', '기본', 'Graph', 'C', 'StyleGAN', 'Graphics', 'Physically', 'Based', 'Processing', 'Computer', 'onnx', 'Diffusion', '관련']"
258249,없음,없음,없음,없음,없음,없음,없음,없음,"['과정', 'S', '관리', '기타', '경험', '이상', '지원', '국내', '고객', '전자', '계획', '요청', '비용', '예산', '직무', '졸업', '전략', '효율', '보고서', '고객사', '데이터', '지출', 'IT 운영', '최적화', '작성', '전사', '업무', '전', '보유', '문의', '수행', 'KPI', '최대', '당사자', '대행', 'IT', '일부', '기업', '수립', '대응', '신속', '집계', '협의', '기획', '경영', '기업인', '과제', '다음', '관련', '성과', '대학']","['관리', 'S', '지원자', '경험', 'PMO', '지원', '일', '마인드', '국내', '오피스', '전자', '권역', '수행자', '요청', 'MS', '도전', '마음', '사내', '퇴근', '사용', '자발', '셔틀버스', '실무', '가능', '경기도', '필요', '성장', '보유자', '지역', '커리어', '영통', '수행', '그룹사', '원활', '최대', '우대', '서울', 'IT', '엑셀', '근무', '숙소', '적극', '기획', '협의', 'ITO', '출', '기업인', '수원']"
256365,없음,없음,없음,없음,없음,없음,없음,없음,"['관리', 'Buyer', '정보', '경험', '이상', '미션', '웹', '스팬딧', '고객', '경비', '바탕', '사랑', '데이터 분석', '협업', '앱', 'PM', '도출', 'Market', '사용자', '사항', '팀원', '조직', '혁신', '반영', '직군', '기반', '고민', 'Product', '해결', '수집', '세일즈', '최신', '공감', '개발', '제품', '인재', 'PO', '방향', '이해', '마케팅', '필요', '데이터', '성장', '서비스', '보유', '인사이트', '피드백', '방책', '노력', '개선', 'Manager', '최선', '원활', '유저', '소통', '실행력', '문제', '의사', '습득', '비전', '솔루션', '제공', '수립', '결정', '인터뷰', '역량', '정의', '다양', 'Fit', 'User', 'PMF', '분석력', '기술']","['B', '경험', '스타트업', '제품', '처리', 'SaaS', '서비스', '경비', '조직', '성장', '관련', 'ERP', '업무']"
206494,['Java'],없음,['Spring'],없음,없음,없음,"['MySQL', 'Git']",['AWS'],"['관리', '이상', '경험', 'Git', 'REST API', '협업', '정산', '기반', 'Java', '구조', '활용', '개발', '데이터베이스', 'JPA', '가능', '데이터', 'Spring', '우선순위', '결제', '서비스', '신사', '업무', '지식', '경력', '기본', '운영', 'MySQL', '계열사', '이용', '백로그', '소프트웨어']","['스트리밍', '운영', 'Kafka', '경험', '이벤트', '개발', '플랫폼', 'MSA', '사용', 'Test', '의미', '환경', '활용', 'AWS', 'case', '기반', '클라우드', '서비스']"
260893,없음,없음,없음,없음,없음,없음,없음,"['GCP', 'Azure', 'AWS']","['관리', '핵심', '경험', 'RAG', 'Embedding', '실제', '수집', '품질 관리', '설계', '활용', '개발', '안정', '발굴', '링', '러닝', 'AI', '음식', '파이프라인', '성능', 'Counting', 'Prescription', 'B', '엔지니어', 'Interaction', '정확도', '다음', '관련', 'REST API', '구체', '책임', '데이터 보안', 'Engineering', '향상', '복약', '경고', '처방전', '이해', '데이터', '필요', '알림', '테스트', '신규', '작용', '개선', '적용', '지속', '필', 'Fine', '프로덕트', '운영', 'Pill', '프로덕션', '전처리', '예측', '기능', 'Retrieval', 'Pillo', '규모', '기술', '머신', '상호', 'A', '라벨', '데이터베이스', '효율', '자동', '모델', '건강', '수행', '모니터링', '약물', '가공', '구축', 'Generation', 'Drug', '기타', '속도', '정보', '환경', '역량', '기반', 'Food', '사용자', '혁신', 'Prompt', 'tuning', '최신', 'OCR', '실무', '정제', '서비스', '업무', '배포', '평가', '언어', '학습', '최적', '백엔드 개발', '연구', 'LLM', 'Augmented', '입력', '로깅', '헬스케어', '시스템', '유지', '능력']","['경험', '앱', '모바일', '쿼리', '수집', '활용', '개발', 'Azure', '팀워크', 'GCP', '구현', '데이터', '경량', '도메인', '모델', '최적화', '클라우드', '서비스', '배포', 'AWS', 'AI', '전체', '커뮤니케이션', 'LLM', '근무', '운영', '플랫폼', '스타트업', '관심', '헬스케어', '프로세스', '능력']"
258850,['Python'],없음,없음,없음,없음,없음,없음,없음,"['Jetson', '기술', '소프트웨어 개발', '지원', '기반', 'Hailo', '경험자', '내부', '사용', '개발', '제품', '하드웨어', 'NPU', '가능', 'Linux', '유', '자', '데비안', 'Pyhton', 'NVIDIA', 'AI', '우분투', 'C', '우대', 'Python', '프로그램', '소프트웨어']",[]
227956,['Java'],없음,['Spring Boot'],없음,없음,없음,['MySQL'],"['Docker', 'GCP', 'Kubernetes', 'AWS']","['기존', '경험', '이상', '고객', 'API', '역량', 'Java', 'Unix', '설계', '활용', '개발', '부채', '데이터베이스', '고도', 'JPA', 'Linux', '능력', '서비스', 'RESTful', '명령어', '보유', '신규', 'Spring Boot', '개선', '보수', '백엔드 개발', 'MariaDB', '기본', '점진', 'ORM', '제공', '식별', 'Querydsl', 'MySQL', '이용', '유지', '관계', '기술']","['용량', 'RabbitMQ', '브로커', '경험', 'ML', 'MVP', '환경', '메세지', '애', '기반', 'Viable', '큐', '자일', 'Product', 'CD', '반복', '설계', 'DL', 'CRM', '개발', '활용', '구성', '물류', 'Kafka', '워크', '효율', '프로젝트', '이해', 'GCP', '자동', 'JUnit', '데이터', '도메인', 'Cloud', '작성', '테스트', '서비스', 'AL', '품질', 'Container', 'Docker', 'Minimum', '업무', '수행', 'AWS', '언어', '최적', '유닛', '개선', '아키텍처', '프로그래밍', 'Kubernetes', 'Cluster', 'Scrum', '성능', '점진', '파이프라인', 'ERP', 'Infra', 'Microservice', '프레임', '운영', 'CI', '벤치마킹', '리팩터링', '구축', 'NodeJS', '전환', '프로세스', '레거시']"
254653,['Java'],없음,"['Spring', 'Spring Boot']",없음,없음,없음,"['GCP', 'PostgreSQL', 'Grafana']","['GCP', 'AWS']","['관리', 'Loki', '경험', '강화', '역할', '계획', '리드', '해결', '실행', '설계', '품질 관리', '개발', '안정', 'j', '프로젝트', 'GCP', '발굴', 'Spring', 'GitHub', '확립', '엔드', '스택', '리뷰', '생산', '문제', '성능', '리스크', 'MyBatis', '주도', '조율', '의사소통', '프로세스', '이상', '지원', '팀원', 'VC', '협업', 'CR', '책임', '연계', '향상', '인재', '팀', '전략', '사고', 'Swagger', '스킬', '이해', '보안', '필요', '성장', '플라이', 'Framework', '코어', 'MSA', '개선', '아키텍처', '적용', 'PostgreSQL', '경력', '의사', '운영', 'k', '수립', '일정', '리더십', '이해관계자', '기획', 'Backend', 'springdoc', '규모', '리딩', '기술', '과정', 'Infrastructure', '범위', '프론트', 'Java', '채용', 'JPA', 'JUnit', '부서', '리소스', '컴', '요구', 'Spring Boot', '충족', '표준화', 'Google Cloud Platform', 's', '도구', '모니터링', '주요', '로드맵', 'ERP', 'CI', '판단력', '구축', 'Database', 'Actions', '레거시', '비즈니스', '백', '확장', 'kubernetes', 'Monitoring', 'Prometheus', '환경', '원스', '역량', '기반', '효과', '사항', '코드', 'CD', '부채', 'Hibernate', '업무', '평가', '트렌드', '최적', '백엔드 개발', 'DevOps', '확보', 'Grafana', '멘토링', 'Library', '결정', 'ArgoCD', '시스템', '설득', 'Log', 'QA', '성과', '능력']","['인프라', '경험', '금융', '발표', '환경', '블로그', '오픈', '조직', '설계', '개발', '프로젝트', 'GCP', '도메인', '성장', '클라우드', '세미나', 'AWS', '투자', 'DevOps', '운영', '기여', '형성', '구축', '소스', '문화', '기술']"
254114,"['JavaScript', 'TypeScript']",없음,없음,['Spark'],없음,없음,"['AWS', 'Slack', 'MySQL']","['Docker', 'AWS', 'Redis', 'MongoDB']","['도입', '웹 기술', '관리', '이상', '멀티', '경험', '숙련자', '전문', '협업', '구인', '라이브러리', '공통', '의료인', '사례', 'RDBMS', '리워드', '커뮤니티', '사용', '개발', '채용', '워크', 'CMS', '효율', '실무', '이해', '필요', '대상', '선행', '디자인', '서비스', '전반', 'Confluence', '평판', '작성', '에디터', '자체', '수행', 'AWS', '통합', 'Node', 'AI', '보수', '구직', '도구', 'Slack', '커뮤니케이션', '연구', '기능', 'Oracle', '운영', '플랫폼', '프레임', '이력서', 'MySQL', '문서', 'Jira', '다양', '구축', '기획', '위지윅', '시스템', 'JavaScript', '테라포밍', '유지', '기술 개발', '첨삭', 'TypeScript', '기술']","['DB', '서버리스', '용량', 'Redis', '지원', '방식', '고객', 'SNS', 'ES', '책임', '지향', '직군', '이벤트', '해결', 'DynamoDB', '스트리밍', '사용', 'ECS', '설계', '개발', '튜닝', '처리', 'Kafka', '공통점', '투명', '분', '팀', '사고', '집중', '구현', '데이터', '자세', '표기', '성장', 'Docker', '엔진', '대화', '편안', 'Lambda', 'AWS', '적응', '중심', 'MQ', 'Kinesis', '커뮤니케이션', '내부', '문제', '파이프라인', 'docker', '산업', 'MongoDB', '기준', '운영', 'Fargate', 'VoC', '이력서', '분야', '본인', '반응', 'Spark', '공감', '공동체', '다양', '전문연구요원', '자율', '필수', 'SQS', 'compose', '기능', '요원', '검색', '기술']"
240930,없음,없음,없음,없음,없음,없음,"['MySQL', 'Azure', 'AWS', 'GCP', 'PostgreSQL']",없음,"['인프라', '백', '확장', '관리', '이상', '경험', '지원', '지연', '환경', '대비', 'API 개발', 'NoSQL', '기반', '사용자', '시간', '현상', '서버', '해결', '설계', '사용', '고려', '개발', '합류', '처리', '데이터베이스', '권한', '분', '인터페이스', '효율', '실무', 'Azure', '이해', '최소', '업데이트', 'GCP', '데이터', '보안', '알고리즘', '분석', '베이스', '접근성', '전반', '클라우드', '업무', '병목', '변화', '접속', '자체', '엔드', 'AWS', '최적', '아키텍처', '트래픽', 'PostgreSQL', '모니터링', '주요', '인증', '성능', '문제', 'LLM', '사전', '플랫폼', '동시', '식별', 'MySQL', '대응', '엔지니어', '시스템', '예측', '조회', '발휘', '구동', '유지', '리스', '규모', '능력']","['OAuth', '확장', '관리', '경험', '가슴', '방식', '위', '마음', 'CD', '데이터베이스', '전략', '권한', '프로젝트', '이해', '자동', '보안', '데이터', '요건', '배포', '소개', '후회', '해당', '도구', '인증', '파이프라인', 'CI', 'JWT', '캐시', '연락', '접근']"
260027,없음,없음,없음,없음,없음,없음,없음,없음,"['관리', '정보', '이상', '경험', 'PM', '체계', '분당', '역량', '보호', '근무지', 'ISMS', '대책', '설계', '최신', '활용', '품질 관리', '침해', '사고', '고도', '수도', '포렌식', '경기도', '기사', '보안', '고객사', 'PIA', '분석', '사', 'Cloud', 'OT', '업무', '자격', '보유', '유관', '수행', 'SK그룹', '최적', '아키텍처', 'AI', '멤버', '위험', 'P', '인증', 'IT', '서울', '컨설팅', '운영', '수립', '솔루션', '분야', '대응', '다양', '구축', '심사', '시스템', '관제', 'ISO 27001', '프로세스', '기술']","['경험', '기반', 'PLC', '설계', '최신', '보안', '발굴', 'OT', '클라우드', '서비스', '제어', 'DCS', '설비', '보유', '아키텍처', '산업', '컨설팅', '운영', '구축', '기획', '네이티브', '시스템', '기술']"
196325,없음,없음,없음,없음,없음,없음,없음,없음,"['형상', '관리', '회화', 'SDK', '전문', '고객', '환경', '3D', 'API', '사항', '외부', '영어', 'OS', '네비웍스', '우수자', '경험자', '연동', '활용', '개발', '제작', '가능', '메타', 'UMG', '유', '최적화', '클라우드', '서비스', '요구', '자', '엔진', 'IoT', '리얼', '그래픽스', 'AI', '도구', '메타버스', 'C', '공간', '공공', '플랫폼', '기업', '분야', '버스', '다양', '구축', '클라이언트 개발', '서드파티', '국방', '기능', '관련', '기술']","['소프트웨어 공학', '경험', '주도', '분야', 'AR', '개발', 'VR', '전산학', '이해', 'XR', '커뮤니케이션', '관련', '전공자']"
256242,없음,['Python'],"['Vue.js', 'React']",없음,없음,없음,없음,없음,"['이상', '웹', '앱', 'Web Socket', '협업', '프론트', '역량', 'CD', '사용', '개발', '윈도우', '사이버', '워크', 'React', '이해', '보안', 'CSS', 'Vue.js', '전반', '테스트', '엔드', '소통', '도구', '경력', '의사', '프레임', 'CI', '운영', '솔루션', 'Jira', '네이티브', '준', 'git', 'Windows']","['이상', '앱', 'Pipeline', '전공', '모바일', 'CD', '설계', '개발', 'WPF 개발', '이해', '보안', '전반', '컴퓨터', '과학', '공학', '경력', 'C', '학사', 'Python', 'CI', '관련']"
260915,없음,없음,없음,없음,없음,없음,없음,없음,"['장비', '설비', '자', '개발', '처리', '채용', '직', 'SW', '가능', '경력', '데이터', 'Operation', 'C', '관련', '프로그램', '가능자']","['장비', '경험자', '전지', '분야', '디스플레이', '개발', '해외', '출장', '가능', '반도체']"
250400,['TypeScript'],없음,['React'],없음,없음,없음,"['Docker', 'Jenkins']",없음,"['관리', '경험', '책임감', '아키텍처와', 'Test', '방법', '해결', '직무', '내부', '아래', '고려', '개발', '끈기', '프로그래머', '프로젝트', '거부감', '발전', 'Node.js', '디자이너', '엔드', 'Styling', '소통', '생산', '리뷰', '커뮤니케이션', '문제', '원', 'framework', '제공', 'Storybook', 'CICD', '의사소통', '프로세스', 'TypeScript', '리팩토링', '일', '이상', '팀원', '바탕', 'PM', '협업', '목표', '향상', 'Testing', '경청', '팀', '분', '구현', '기획자', '성장', '디자인', '테스트', 'Docker', '노력', '개선', '운영', '다양', 'FE', '기술', '상태', '최고', '오피스', '코더', '프론트', '라이브러리', 'MobX', '정착', '가능', '자세', '마이뮤직테', '애자', '자', '수행', '지식', '직면', '실현', 'Core', 'styled', '비즈니스', '백', '확장', 'components', '사용자', 'Next.js', '코드', 'MSW', '제품', 'React', '스페셜리스트', '이스트', '작성', '서비스', '업무', '피드백', '백엔드 개발', '원활', '유저', '안', '제시', '연구', '중요', '플랫폼', 'Library', 'Jest', 'Jenkins', '대응', 'Frontend', '적극', '시스템', 'QA', '끝', 'Github Action', '문화', '완수']","['경험', '진행', '웹', '테스트 자동화', 'Monorepo', '구조', '개발', '대량', '프로젝트', '측정', '작성', '테스트', '서비스', '완료', '발생', '최적', '트래픽', '성능', '프로덕션', '웹사이트']"
261051,"['Kotlin', 'Java']",없음,없음,없음,없음,없음,없음,없음,"['도입', '이상', '앱', 'API', 'Java', '구조', 'JetPack', '스크린', '리워드', '개발', 'Kotlin', '락', '고도', '가능', 'MVVM', '통신', '서비스', 'RESTful', 'Android', '유관', '신규', '보유', '언어', '개선', '보수', '최적', '경력', '이해도', '성능', '플랫폼', '안드로이드', '안드로이드 개발', '유지', '기술']","['근본', '경험', '앱', '단위', '고민', '스크린', '리워드', '해결', '락', '개발', '측정', '플레이', '능력', '테스트', '보유', '노력', '출시', '지식', 'UX', 'UI', '이해도', '열정', '문제', '성능', '본질', '안드로이드', '해결책', '구글', '엔지니어', '의사소통', '스토어', '기술']"
246633,['Python'],없음,없음,없음,['PyTorch'],없음,없음,"['GCP', 'Azure', 'AWS']","['Tensorflow', '특성', 'ML', '화합물', '경험', '이상', '데이터 분석', 'Engineering', '구조', '가이드라인', '약리학', '방법론', '코드', '필수', '학위', '수집', '설계', '상호', '타겟', '개발', '활용', '질량', '고도', '워크', '이해', '통계', '데이터', '모델', '최적화', '분석', '디자인', '테스트', 'ADMET', '딥 러닝', '컴퓨터', 'Agile', '과학', '작용', 'DTI', '결성', 'AI', '최적', '유닛', '프로그래밍', '제시', '리뷰', 'PyTorch', '약물', '연구', '단백질', 'Python', '프레임', '수립', '데이터 과학', '예측', '계산과학', '관련', '표적']","['경험', 'NLP', '환경', '약', '기반', 'Computing', 'science', 'competition', '개발', 'Azure', 'Bio', 'GCP', '데이터', 'Cloud', '입상', 'AWS', 'High', 'Performance', 'Data', '프로그래밍', 'Vision', 'HPC', 'Computer', '관련']"
224912,"['Go', 'Python', 'Java']",['Go'],없음,없음,없음,없음,없음,"['AWS', 'Kubernetes']","['도입', '확장', '프로토타입', '시', '이상', '경험', '엔드투', '고객', '방식', '제안', '목표', '환경', 'API', '상황', '기반', 'Java', '사항', '반영', '수준', '설계', '온프레미스', '안정', '개발', '팀', '전략', '출장', '프로젝트', '공유', '가능', '이해', '데이터', '필요', '모델', '클라우드', '목소리', '작성', '요구', 'Container', 'orchestration', '능력', '보유', '조정', '영상', '엔드', '평가', '통합', '언어', 'AI', '최적', '엔지니어링', '도구', '경력', '깊이', 'Python', '파일럿', '운영', '솔루션', '분야', '초거대', '기여', '프로덕션', '문서', 'Go', '컨셉', 'Typescript', '트웰브랩스의', '의사소통', '맞춤', '소프트웨어']","['경험', '환경', '애플리케이션', 'Services', '기반', '사용', '최신', '온프레미스', '안정', '실무', '이해', '보안', 'Cloud', '서비스', '보유', 'AWS', '언어', 'Kubernetes', 'AI', '프로그래밍', 'DevOps', '중요', 'Go', '다양', '구축', '유지']"
220739,['Python'],없음,없음,없음,없음,없음,없음,없음,"['용량', '백', '경험', 'Golang', '웹', '협업', '환경', '애플리케이션', '프론트', '효과', '역량', '사례', '코드', '방향성', '매니지먼트', '개발', '판단', '팀', '처리', '활용', '스플리팅', '제품', '방향', '관리자', '최소', '대시', '이해', '데이터', '최적화', '능력', '자', '디자이너', '신규', '엔드', '최적', '백엔드 개발', '중심', '보드', '경력', '모범', '스택', '리뷰', '제시', '커뮤니케이션', '성능', '런칭', '프로덕트', '구성원', 'Python', '운영', '솔루션', '문서', '다양', '구축', '과제', '프로세스', '규모', '기술']","['파악', '근본', '경험', '상황', '기반', '영어', '오픈', '처리', 'Micro', '가능', '이해', '구현', '데이터', 'Cloud', 'Native', 'Architecture', '문제점', 'MSA', '주도', '논의', '다양', '기획', '관심', 'Service', '기능', '소스', '규모', '능력']"
260195,없음,없음,없음,없음,없음,없음,없음,없음,"['관리', '경험', '최종', '리드', 'PMS', '와이어', '해결', '설계', '활용', '개발', '프로젝트', '서', '시각', 'AI', '전체', '문제', 'UI 디자인', '검수', '주도', 'Notion', '엔지니어', '의사소통', '프로세스', '이상', '정의', '협업', '목표', '영어', '매니지먼트', '분', 'Excel', '구현', '성장', '디자인', '변화', '화면', '경력', '조사', '팔레타이징', '프로덕트', '수립', '시장', '문서', 'Jira', '기획', '기능', '기술', '완성', '고객', '프론트', '추구', '니즈', '방향', '효율', '요구', '자', '도구', 'UX', '주요', 'Robotics', '글로벌', '반', '비즈니스', '론칭', '환경', '기반', '사항', '구조', '제품', 'Figma', '분석', '명세서', '시안', '백엔드 개발', '원활', '프레임', '창의', '능력']","['애자일', '툴', '경험', '협업', 'Trello', '해결', '사용', '물류', '이해', '자동', '프로젝트 관리', 'Agile', '원활', '팔레타이징', '문제', '분야', 'Jira', '이해관계자', '관련', '능력']"
259980,없음,없음,없음,없음,없음,없음,없음,없음,"['풀', '관리', '일', '이상', '경험', '협업', '환경', '구체', 'sveltekit', '사례', '비트버니', '발견', '해결', '개발', '부채', '성공', 'FE', '구현', '필요', '서비스', 'BE', 'supabase', '스택', '제시', '문제', '주도', '분야', '해결책', '제공', 'flutter', '부분', '기능', '참여', '기술']","['도입', '신규', '자신', '노력', '처음', '선정', '지속', '역량', '필요', '스택', '향상', '서비스', '기술']"
238729,없음,없음,없음,없음,없음,없음,없음,없음,"['형상', '얼굴', '관리', 'Tensorflow', '이상', '관련', 'RGB', '알고리즘 개발', '기반', '연계', '기관', '변형', '오픈', '사항', '코드', '끈기', '개발', '처리', '분', '워크', '전산학', '인공 지능', '이해', '알고리즘', '데이터', '텍스', '모델', '분석', 'Pytorch', '요구', '딥 러닝', '그래픽스', '컴퓨터', '공학', '영상', '실험', '충족', '처', '개선', '사진', 'AI', 'RGBD', '학사', '프레임', '피부', '플랫폼', '분야', '의료', '전환', '기획', '논문', '실시간', '소스', '3D', '복원', '기술']","['이상', '경험', '전문', '협업', '기반', '석', '기관', '학회', '머신', '학위', '국제', '실무', '알고리즘', '데이터', '딥 러닝', '러닝', 'AI', '경력', '연구', '피부', '분야', '의료', '소지', '인체', '박사', '임상', '논문', '게재', '관련']"
159402,"['Kotlin', 'Java']",없음,없음,['Flutter'],없음,없음,없음,['Git'],"['비즈니스', '이상', 'SDK', 'Studio', '정의', '협업', '환경', '모바일', 'Java', '어플리케이션', 'Shoplive', '직군', 'LivePlayer', '코드', '해결', '능동', '끈기', '개발', '경력자', 'Kotlin', '분', '사고', '디자인', 'Android', '변화', 'form', 'Short', '언어', '원활', 'C', '커뮤니케이션', '문제', '제출', 'B', 'Github', '참고', '기획', '대처']","['코드', '리팩토링', '경험', '활용', '개발', 'Git', '본인', 'line', '단위', 'Flutter', '가능', '관심', 'flow', '리뷰', '아키텍쳐', '클린코드', '설명']"
