id,combined_analyzed_json,preferredExperience_analyzed_json
256240,"[""devops"", ""ci"", ""cd"", ""pipeline"", ""rest"", ""api"", ""grpc"", ""rdbms"", ""c"", ""c++"", ""c#"", ""python"", ""java"", ""git"", ""jira""]","[""golang"", ""rust"", ""javascript"", ""nosql"", ""oauth"", ""websocket"", ""reflection"", ""elk"", ""docker"", ""devops"", ""h"", ""w"", ""virtualization""]"
255620,"[""pos"", ""java"", ""spring"", ""boot"", ""git"", ""mysql"", ""aws"", ""aurora"", ""db""]","[""linux"", ""aws"", ""spring"", ""data"", ""jpa"", ""orm""]"
254228,"[""qa""]","[""it"", ""pm"", ""pl"", ""dx"", ""or"", ""ax""]"
261297,"[""rule"", ""based"", ""motion"", ""software"", ""c"", ""c++"", ""python"", ""opencv""]","[""image"", ""processing"", ""computer"", ""vision""]"
259291,"[""what"", ""you"", ""ll"", ""do"", ""build"", ""a"", ""world"", ""class"", ""all"", ""in"", ""one"", ""mental"", ""wellness"", ""platform"", ""house"", ""analytics"", ""crm"", ""systems"", ""and"", ""supporting"", ""tools."", ""lead"", ""the"", ""design"", ""development"", ""release"", ""of"", ""scalable"", ""highly"", ""available"", ""ser"", ""vices."", ""collaborate"", ""with"", ""cross"", ""functional"", ""teams"", ""both"", ""internal"", ""external"", ""to"", ""create"", ""best"", ""health"", ""pro"", ""ducts."", ""evaluate"", ""analyze"", ""business"", ""requirements"", ""propose"", ""effective"", ""technical"", ""solu"", ""tions."", ""proactively"", ""identify"", ""address"", ""challen"", ""ges."", ""basic"", ""qualifications"", ""years"", ""experience"", ""full"", ""stack"", ""or"", ""backend"", ""engine"", ""ering."", ""bachelor"", ""s"", ""degree"", ""higher"", ""computer"", ""science"", ""equivalent"", ""field"", ""exper"", ""ience."", ""mentoring"", ""leading"", ""engineers"", ""at"", ""various"", ""l"", ""evels."", ""strong"", ""expertise"", ""least"", ""programming"", ""lan"", ""guage."", ""excellent"", ""verbal"", ""written"", ""communication"", ""kills."", ""proficiency"", ""korean"", ""english"", ""spoken""]","[""preferred"", ""qualifications"", ""experience"", ""in"", ""golang"", ""server"", ""develo"", ""pment."", ""knowledge"", ""of"", ""flutter"", ""mobile"", ""proficiency"", ""web"", ""development"", ""with"", ""javascript"", ""es"", ""css"", ""html"", ""and"", ""restful"", ""ser"", ""vices."", ""managing"", ""high"", ""traffic"", ""volume"", ""expertise"", ""building"", ""cloud"", ""based"", ""architectures"", ""using"", ""microservices"", ""msa"", ""patterns"", ""developing"", ""real"", ""time"", ""communication"", ""systems"", ""for"", ""gaming"", ""applica"", ""tions."", ""interest"", ""or"", ""the"", ""mental"", ""health"", ""domain"", ""service"", ""opera""]"
247679,"[""on"", ""device"", ""ai"", ""tensorrt"", ""tensorflow"", ""lite"", ""onnx"", ""deep"", ""learning"", ""compiler"", ""tflite"", ""tvm"", ""dl"", ""graph"", ""optimization"", ""generative"", ""large"", ""language"", ""model"", ""stable"", ""diffusion"", ""computer"", ""vision"", ""classification"", ""object"", ""detection"", ""segmentation"", ""engineering"", ""electrical"", ""pytorch"", ""framework""]","[""pruning"", ""quantization"", ""knowledge"", ""distillation"", ""tensorrt"", ""tensorflow"", ""lite"", ""onnx"", ""armnn"", ""optimization"", ""on"", ""device"", ""ai"", ""llm"", ""lvm"", ""tex"", ""to"", ""image"", ""generative"", ""embedded"", ""low"", ""precision"", ""deep"", ""learning"", ""model"", ""porting""]"
258689,"[""ai"", ""statistics"", ""visualization"", ""actionable"", ""insight"", ""computer"", ""science"", ""engineering"", ""data"", ""machine"", ""learning"", ""deep"", ""python"", ""r"", ""c"", ""pytorch"", ""numpy"", ""cnn"", ""rnn"", ""transformers"", ""object"", ""detection"", ""aggregation"", ""model"", ""validation"", ""sampling"", ""and""]","[""ai"", ""vision"", ""model"", ""mlops""]"
260915,"[""operation"", ""sw"", ""c++"", ""c#""]",[]
261312,"[""android"", ""sdk"", ""buzzbenefit"", ""native"", ""next.js"", ""hybrid"", ""kotlin"", ""java"", ""gradle"", ""react"", ""jira"", ""confluence"", ""slack"", ""github"", ""approve"", ""circle ci"", ""sentry"", ""firebase""]","[""android"", ""sdk"", ""clean"", ""architecture"", ""ddd""]"
228215,"[""api"", ""sw"", ""python"", ""rdbms"", ""nosql"", ""agile""]","[""aws"", ""cqrs"", ""ci"", ""cd""]"
261488,"[""isms"", ""p"", ""iso"", ""it""]","[""kisa"", ""pre"", ""test"", ""notion"", ""pdf""]"
253416,"[""saas"", ""ai"", ""model"", ""d"", ""backend"", ""golang"", ""python"", ""frontend"", ""typescript"", ""react"", ""rest"", ""grpc""]","[""gis"", ""aws"", ""leaflet"", ""openlayers"", ""react"", ""typescript"", ""golang"", ""grpc""]"
261219,"[""drrip"", ""python"", ""django"", ""framework"", ""aws"", ""eb"", ""ci"", ""cd"", ""front"", ""end"", ""be"", ""rest"", ""amazon"", ""s"", ""elasticbeanstalk"", ""rds"", ""postgresql"", ""github"", ""fe"", ""react"", ""next.js"", ""typescript"", ""context"", ""api"", ""query"", ""chakra"", ""ui"", ""react native"", ""vercel"", ""server""]","[""turn"", ""key"", ""aws"", ""front"", ""end"", ""fullstack""]"
260926,"[""llm"", ""gpt"", ""transformer"", ""fine"", ""tuning"", ""nlp"", ""poc"", ""proof"", ""of"", ""concept"", ""clipo"", ""ml"", ""ops"", ""ai"", ""bert"", ""pytorch"", ""tensorflow"", ""tokenization"", ""a"", ""b"", ""bleu"", ""rouge"", ""edtech""]","[""edtech"", ""ml"", ""lms"", ""docker"", ""kubernetes"", ""aws"", ""gcp"", ""airflow"", ""llm"", ""prompt"", ""engineering"", ""rag"", ""quantization"", ""pruning"", ""reinforcement"", ""learning"", ""with"", ""human"", ""feedback"", ""rlhf"", ""acl"", ""neurips"", ""icml"", ""iclr"", ""ai""]"
261544,"[""flutter"", ""react"", ""on"", ""next.js"", ""docker"", ""github"", ""actions"", ""aws"", ""ec"", ""ecr"", ""slack"", ""notion"", ""google"", ""workspace"", ""jira"", ""confluence"", ""pilleye"", ""webview"", ""poucheye""]",[]
255370,"[""mvp"", ""llm"", ""ai"", ""transformer"", ""architecture"", ""business"", ""process"", ""python"", ""pytorch"", ""tensorflow"", ""aws"", ""gcp""]","[""ml"", ""engineer"", ""ai"", ""acm"", ""icpc"", ""google"", ""codejam"", ""facebook"", ""hackercup"", ""or"", ""topcoder"", ""problem"", ""solving"", ""llm"", ""deep"", ""learning"", ""reinforcement"", ""natural"", ""language"", ""processing"", ""pre"", ""training"", ""fine"", ""tuning"", ""rhlf"", ""foundational"", ""rag"", ""real"", ""world"", ""large"", ""scale"", ""research"", ""project"", ""process"", ""flow"", ""to"", ""for"", ""suggest"", ""alternate"", ""maximize"", ""minimize"", ""kpi"", ""waiting"", ""time"", ""rework"", ""etc.""]"
261357,"[""nlp"", ""llm"", ""ai"", ""python"", ""r"", ""tensorflow"", ""pytorch""]","[""llm"", ""ai"", ""aws"", ""gcp"", ""spark"", ""kaggle""]"
261542,"[""tts"", ""onnx"", ""tensorrt"", ""python"", ""pytorch"", ""reproduction"", ""c++""]",[]
258249,"[""s"", ""it"", ""kpi""]","[""ito"", ""pmo"", ""it"", ""s"", ""ms""]"
255556,"[""fingerprint"", ""solution"", ""qulity"", ""enhancement"", ""algorithm"", ""minutiae"", ""extraction"", ""and"", ""matching"", ""optimization"", ""simd"", ""neon"", ""embedded"", ""sw"", ""anti"", ""spoof"", ""ocr"", ""image"", ""object"", ""detection"", ""text"", ""recognition"", ""model"", ""fake"", ""id"", ""processing"", ""pattern"", ""computer"", ""vision"", ""deep"", ""learning"", ""tensorflow"", ""python"", ""pytorch"", ""c"", ""c++""]","[""image"", ""processing"", ""pattern"", ""recognition"", ""computer"", ""vision"", ""challenge"", ""competition""]"
252100,"[""llm"", ""ai"", ""gpt"", ""llama"", ""phi""]","[""stt"", ""llm"", ""tts"", ""agent"", ""on"", ""device""]"
255463,"[""asp.net"", ""net"", ""core"", ""javascript"", ""web"", ""front"", ""end"", ""back"", ""ms"", ""sql"", ""rdbms"", ""c#""]","[""git"", ""svn"", ""public"", ""cloud"", ""aws"", ""azure"", ""android"", ""ios"", ""vue"", ""react"", ""spa""]"
59566,"[""web"", ""application"", ""github"", ""css"", ""html""]","[""rest"", ""api"", ""typescript"", ""jsx"", ""tsx"", ""react"", ""angular"", ""vue"", ""nextjs"", ""node"", ""express"", ""koa"", ""nest"", ""ui"", ""production"", ""level""]"
157781,"[""d"", ""polygon"", ""mesh"", ""parametric"", ""cad"", ""model"", ""pose"", ""shape"", ""stable"", ""diffusion"", ""fine"", ""tune"", ""vision"", ""deep"", ""learning"", ""generative"", ""python"", ""pytorch""]","[""mesh"", ""or"", ""graph"", ""diffusion"", ""stylegan"", ""computer"", ""graphics"", ""geometry"", ""processing"", ""physically"", ""based"", ""rendering"", ""c++"", ""dockerize"", ""api"", ""onnx"", ""on"", ""device""]"
254964,"[""pos"", ""kiosk"", ""van"", ""power"", ""builder"", ""c++"", ""c#""]","[""pos"", ""system"", ""restapi""]"
255716,"[""mmting"", ""api"", ""commerce"", ""event"", ""shop"", ""back"", ""office"", ""language"", ""python"", ""framework"", ""fastapi"", ""database"", ""mysql"", ""dynamodb"", ""elasticsearch"", ""redis"", ""ci"", ""cd"", ""git"", ""github"", ""actions"", ""infra"", ""aws"", ""gcp""]","[""msa"", ""serverless"", ""e"", ""commerce"", ""app"", ""backend""]"
261460,"[""ai"", ""dataplay"", ""back"", ""end"", ""java"", ""spring"", ""boot"", ""mybatis"", ""ms"", ""sql"", ""mysql"", ""mariadb"", ""rdbms"", ""thymeleaf""]","[""c#"", ""plc"", ""jpa"", ""jooq"", ""aws""]"
250872,"[""ba"", ""ckend.ai"", ""voc"", ""linux""]","[""linux"", ""python""]"
259437,"[""react"", ""native"", ""mvp"", ""po"", ""product"", ""designer"", ""frontend"", ""typescript"", ""recoil"", ""query"", ""ui"", ""ux"", ""it""]","[""frontend"", ""ui"", ""react native"", ""ios"", ""android"", ""app""]"
260181,"[""growth"", ""feature"", ""commerce"", ""platform"", ""frontend"", ""ux"", ""html"", ""css"", ""typescript"", ""javascript"", ""react"", ""vue"", ""angular"", ""react native"", ""api"", ""graphql"", ""relay"", ""react query"", ""aws"", ""ec"", ""s"", ""lambda"", ""route"", ""cloudfront"", ""ci"", ""cd"", ""github"", ""actions"", ""argo cd"", ""git"", ""mobx"", ""zustand"", ""datadog"", ""sentry"", ""slack"", ""jira""]",[]
217825,"[""language"", ""javascript"", ""typescript"", ""framework"", ""react"", ""ui"", ""storybook"", ""linux"", ""windows"", ""git"", ""notion"", ""frontend"", ""pm"", ""backend"", ""product"", ""designer"", ""qa"", ""vision"", ""fe"", ""saige"", ""cpo"", ""manager"", ""pd"", ""html"", ""css"", ""spa""]","[""b"", ""webpack"", ""rollup"", ""vite"", ""html"", ""canvas"", ""api"", ""f"", ""abric.js"", ""konva.js"", ""webrtc"", ""echarts""]"
260140,"[""it"", ""erp"", ""spring"", ""boot"", ""x"", ""mybatis"", ""jpa"", ""querydsl"", ""docker"", ""aws""]","[""aws"", ""vue.js"", ""vuex"", ""react"", ""it"", ""itil"", ""pmp""]"
259418,"[""bi"", ""saas"", ""transaction"", ""tpo"", ""r"", ""python"", ""django"", ""google"", ""slack"", ""rd"", ""party"", ""api"", ""ci"", ""cd""]","[""aws"", ""ncloud"", ""airflow"", ""dag"", ""tdd"", ""tech"", ""specs"", ""python"", ""celery"", ""django"", ""unittest"", ""pytest""]"
215576,"[""be"", ""language"", ""go"", ""java"", ""framework"", ""gin"", ""cloud"", ""service"", ""aws"", ""vcs"", ""github"", ""storage"", ""engine"", ""mysql"", ""devops"", ""docker"", ""kubernetes"", ""rancher"", ""xroo"", ""performance"", ""optimize"", ""trouble"", ""shooting"", ""restful"", ""api"", ""poc"", ""r"", ""d"", ""c"", ""c++""]","[""docker"", ""kubernetes"", ""github"", ""jsfiddle"", ""stackoverflow""]"
254691,"[""reactjs"", ""tms"", ""admin"", ""front"", ""end"", ""vue.js"", ""html"", ""css"", ""es"", ""redux"", ""webpack"", ""babel"", ""restful"", ""api"", ""git"", ""spa"", ""ssr"", ""ui"", ""ux""]","[""e"", ""seo""]"
259705,"[""api"", ""spark"", ""kafka"", ""airflow"", ""kubernetes"", ""terraform"", ""iac"", ""ci"", ""cd"", ""github action"", ""python"", ""scala"", ""go""]","[""hadoop"", ""spark"", ""kafka"", ""hive"", ""aws"", ""terrraform"", ""iac"", ""ai""]"
253557,"[""ct"", ""mri"", ""d"", ""segmentation"", ""hutom"", ""pm"", ""medical"", ""ai"", ""detection"", ""classification"", ""representation"", ""learning"", ""data"", ""centric"", ""image"", ""processing"", ""ml""]",[]
230817,"[""ai"", ""llm"", ""computer"", ""science"", ""engineering"", ""fine"", ""tuning"", ""evaluation"", ""lora"", ""merge"", ""nlp""]","[""char"", ""acter.ai"", ""prompt"", ""engineering"", ""llm"", ""python"", ""rag"", ""retrieval"", ""augmented"", ""generation"", ""retriever"", ""reranker"", ""hybrid"", ""search"", ""agent"", ""generative"", ""data"", ""augmentation"", ""sentiment"", ""analysis""]"
253417,"[""r"", ""d"", ""ms"", ""office"", ""excel"", ""powerpoint"", ""notion""]","[""ai""]"
257087,"[""edr"", ""dlp"", ""nac"", ""itgc"", ""it""]","[""cissp"", ""cisa"", ""ceh"", ""aws"", ""azure"", ""itgc"", ""iso"", ""gdpr""]"
262087,"[""etl"", ""delivery"", ""data"", ""engineer"", ""spark"", ""presto"", ""hive"", ""streaming"", ""flink"", ""druid"", ""scala"", ""java"", ""python"", ""jira"", ""confluence"", ""git""]","[""data"", ""product"", ""application"", ""aws"", ""cdc""]"
262298,"[""web"", ""frontend"", ""typescript"", ""javascript"", ""html"", ""css"", ""react"", ""zustand"", ""redux"", ""react query"", ""tanstack"", ""next.js"", ""tailwindcss""]","[""github"", ""jira"", ""confluence"", ""figma"", ""slack"", ""jenkins"", ""ci"", ""cd""]"
261043,"[""linux"", ""os"", ""ip"", ""network"", ""layer"", ""tcp"", ""udp"", ""c"", ""c++"", ""go"", ""python"", ""multi"", ""thread"", ""muti"", ""process"", ""core""]","[""linux"", ""kernel"", ""l"", ""dpdk"", ""ebpf"", ""xdp"", ""vpn"", ""wireguard"", ""ipsec"", ""ssl""]"
257543,"[""next.js"", ""aws"", ""javascript"", ""typescript"", ""react.js"", ""git"", ""restful"", ""api"", ""graphql"", ""html"", ""css""]","[""next.js""]"
255190,"[""our"", ""job"", ""expectation"", ""node.js"", ""backend"", ""cloud"", ""server"", ""restful"", ""api"", ""postgresql"", ""rdb"", ""mongdb"", ""nosql"", ""nestjs"", ""framework"", ""fcm""]","[""our"", ""team"", ""cctv""]"
256685,"[""ai"", ""openai"", ""anthropic"", ""google"", ""api"", ""opensource"", ""ml"", ""fastapi"", ""rest"", ""mysql"", ""postgresql"", ""langchain"", ""llm""]","[""llm"", ""rag"", ""container"", ""aws"", ""ncp""]"
261311,"[""voc"", ""vop"", ""po"", ""pm"", ""qa"", ""stakeholder""]","[""jira"", ""confluence""]"
253817,"[""it"", ""typescript"", ""node.js"", ""koa"", ""websocket"", ""aws"", ""gcp"", ""mongodb"", ""redis"", ""cloudwatch"", ""grafana"", ""github"", ""slack"", ""notion"", ""node"", ""or"", ""socket""]","[""msa"", ""docker"", ""kubernetes"", ""mongoose"", ""orm"", ""nosql"", ""nest.js""]"
260713,"[""design"", ""develop"", ""and"", ""manage"", ""data"", ""pipelines"", ""from"", ""various"", ""so"", ""urces."", ""conduct"", ""visualization"", ""tasks"", ""that"", ""enable"", ""tracking"", ""analysis"", ""of"", ""data."", ""the"", ""quality"", ""cost"", ""efficiency"", ""security"", ""wareh"", ""ouses."", ""etl"", ""implement"", ""processes"", ""provide"", ""business"", ""ins"", ""ights."", ""bachelor"", ""s"", ""degree"", ""or"", ""higher"", ""in"", ""a"", ""computer"", ""related"", ""field."", ""to"", ""years"", ""experience"", ""engine"", ""ering."", ""sql"", ""rdbms"", ""proficiency"", ""with"", ""rdbms."", ""python"", ""java"", ""scala"", ""one"", ""more"", ""programming"", ""languages"", ""such"", ""as"", ""scala."", ""bigquery"", ""redshift"", ""dw"", ""solutions"", ""like"", ""red"", ""shift."", ""looker"", ""knowledge"", ""tools"", ""effectively"", ""visualize"", ""understanding"", ""pipeline"", ""archite"", ""cture.""]","[""hadoop"", ""spark"", ""experience"", ""with"", ""big"", ""data"", ""tools"", ""and"", ""technologies"", ""like"", ""or"", ""spark."", ""aws"", ""gcp"", ""deploying"", ""solutions"", ""on"", ""cloud"", ""platforms"", ""gcp."", ""docker"", ""kubernetes"", ""understanding"", ""of"", ""containerization"", ""orchestration"", ""kuber"", ""netes.""]"
224510,"[""product"", ""manager"", ""designer"", ""task"", ""vpe"", ""tech"", ""spec"", ""nodejs"", ""typescript"", ""nestjs"", ""java"", ""spring"", ""google"", ""guice"", ""mysql"", ""dynamodb"", ""mongodb"", ""kafka"", ""redis"", ""opensearch"", ""kubernetes"", ""gitops"", ""argocd"", ""argowf"", ""datadog"", ""grafana"", ""prometheus"", ""aws"", ""ncp""]","[""cross"", ""functional"", ""team"", ""mongodb"", ""dynamodb"", ""nosql"", ""ddd"", ""domain"", ""driven"", ""design"", ""event"", ""architecture""]"
249518,"[""bi"", ""data"", ""driven"", ""voc"", ""sql"", ""python"", ""jira"", ""confluence""]","[""bi"", ""tool"", ""tableau"", ""quicksight"", ""aws"", ""adobe"", ""analytics"", ""google"", ""bigquery""]"
260379,"[""edr"", ""xdr"", ""email"", ""apt"", ""dlp"", ""splunk"", ""siem"", ""endpoint""]","[""powershell"", ""python"", ""windows"", ""macos"", ""linux"", ""microsoft"", ""azure""]"
165550,[],[]
232917,"[""ai"", ""logging"", ""caching"", ""sdk"", ""fastapi"", ""celery"", ""tritonserver"", ""postgres"", ""redis"", ""aws"", ""services"", ""s"", ""sqs"", ""rds"", ""eks"", ""ecs"", ""kubernetes"", ""docker"", ""helm"", ""git"", ""action"", ""langchain"", ""langfuse"", ""server"", ""engineer"", ""cs"", ""discussion"", ""python"", ""ci"", ""cd""]","[""ai"", ""kubernetes"", ""cs""]"
251265,"[""java"", ""springboot"", ""spring"", ""rdb"", ""nosql"", ""api""]","[""ci"", ""cd"", ""github""]"
252262,"[""cv"", ""ml"", ""dl"", ""etl"", ""eda"", ""data"", ""platform"", ""pipeline"", ""rest"", ""api"", ""grpc"", ""cs"", ""structure"", ""algorithm"", ""os"", ""opencv"", ""pil"", ""pytorch"", ""tensorflow"", ""docker"", ""hdf""]","[""rdbms"", ""nosql"", ""pytorch"", ""lightning"", ""deepspeed"", ""data"", ""centric"", ""ai"", ""aws"", ""gcp"", ""azure"", ""ml"", ""ci"", ""cd"", ""jenkins"", ""gitlab"", ""kubernetes"", ""mlflow"", ""weights"", ""biases"", ""nvidia"", ""triton"", ""inference"", ""server"", ""streamlit""]"
253196,"[""ai"", ""pm"", ""osmu"", ""ml"", ""computer"", ""vision"", ""speech"", ""recognition"", ""synthesis"", ""tensorflow"", ""pytorch"", ""it""]",[]
246462,"[""front"", ""end""]","[""cms"", ""elasticsearch"", ""mongodb"", ""redis"", ""rest"", ""api"", ""git"", ""docker""]"
259926,"[""mvp"", ""api"", ""python"", ""django"", ""mysql"", ""amazon"", ""dynamodb"", ""athena"", ""kubernetes"", ""redis"", ""airflow"", ""github action"", ""spinnaker"", ""jira"", ""confluence"", ""slack"", ""github"", ""datadog"", ""grafana"", ""prometheus"", ""loki"", ""sentry""]","[""python"", ""mysql"", ""dynamodb"", ""redis"", ""aws"", ""kubernetes""]"
248030,"[""fe"", ""ui"", ""html"", ""css"", ""js"", ""react"", ""next.js"", ""typescript"", ""spa"", ""ssr"", ""zustand"", ""redux"", ""react query""]","[""fe"", ""chakra"", ""ui"", ""lib"", ""react"", ""hook"", ""form"", ""seo"", ""be"", ""git"", ""notion"", ""figma"", ""ci"", ""cd""]"
262162,"[""upstage"", ""golang"", ""python"", ""typescript"", ""java"", ""c"", ""c++"", ""aws"", ""gcp"", ""rdbms"", ""mariadb"", ""postgresql"", ""nosql"", ""cv"", ""pdf""]","[""python"", ""golang"", ""full"", ""stack"", ""engineer"", ""kaggle"", ""ai"", ""competition"", ""acm"", ""icpc"", ""google"", ""codejam"", ""facebook"", ""hackercup"", ""or"", ""topcoder"", ""problem"", ""solving"", ""real"", ""world"", ""large"", ""scale""]"
214489,"[""restful"", ""api"", ""aws"", ""devops"", ""node.js"", ""git"", ""sw"", ""nosql""]","[""mysql"", ""postgresql"", ""rdb"", ""dynamodb"", ""mongodb"", ""nosql"", ""aws"", ""devops""]"
260073,"[""ios"", ""app"", ""swift"", ""objective"", ""c"", ""sdk"", ""restful"", ""api"", ""json"", ""git""]","[""app""]"
247998,"[""ai"", ""ml"", ""nlp"", ""transformer"", ""bert"", ""gpt"", ""rag"", ""tensorflow"", ""pytorch"", ""hugging"", ""face"", ""aws"", ""gcp"", ""azure""]","[""mlops"", ""rag"", ""retrieval"", ""augmented"", ""generation"", ""ai""]"
226657,"[""db"", ""it""]","[""docker"", ""kubernetes"", ""web"", ""was"", ""db"", ""java"", ""etl""]"
248360,"[""web"", ""product"", ""service"", ""es"", ""javascript"", ""html"", ""css"", ""canvas"", ""webgl"", ""react"", ""vue"", ""spa"", ""restful"", ""api"", ""git""]","[""d"", ""react"", ""javascript"", ""three.js"", ""webgl"", ""jira"", ""confluence""]"
227956,"[""java"", ""spring"", ""boot"", ""jpa"", ""querydsl"", ""orm"", ""mysql"", ""mariadb"", ""restful"", ""api"", ""linux"", ""unix""]","[""erp"", ""crm"", ""nodejs"", ""junit"", ""aws"", ""gcp"", ""cloud"", ""infra"", ""ci"", ""cd"", ""al"", ""ml"", ""dl"", ""microservice"", ""docker"", ""kubernetes"", ""container"", ""cluster"", ""kafka"", ""rabbitmq"", ""scrum"", ""mvp"", ""minimum"", ""viable"", ""product""]"
261655,"[""java"", ""gradle"", ""data"", ""binding"", ""mvvm"", ""rxjava"", ""realm"", ""room"", ""offline"", ""first"", ""app"", ""android"", ""ios"", ""web"", ""ui"", ""application"", ""legacy""]","[""ar"", ""vr"", ""machine"", ""learning"", ""deep"", ""ios"", ""frontend""]"
231593,"[""java"", ""or"", ""kotlin"", ""ai"", ""llm"", ""lmm"", ""mlops"", ""service"", ""kubernetes"", ""ci"", ""cd"", ""spring"", ""boot"", ""kafka"", ""orm"", ""hibernate"", ""kubernets""]","[""llm"", ""kotlin"", ""cassandra"", ""mongodb"", ""nosql"", ""ci"", ""cd""]"
254304,"[""d"", ""unrealengine"", ""c++"", ""sketchup"", ""blender""]",[]
183943,"[""model"", ""compression"", ""neural"", ""architecture"", ""search"", ""nas"", ""quantization"", ""aware"", ""training"", ""qat"", ""post"", ""ptq"", ""knowledge"", ""distillation"", ""kd"", ""tensorflow"", ""pytorch"", ""dl""]","[""sci"", ""scie"", ""e.g."", ""gpus"", ""tpus"", ""fpgas"", ""dl"", ""ml"", ""tensorflow"", ""serving"", ""onnx"", ""runtime""]"
243469,"[""admin"", ""mvc"", ""php"", ""laravel""]","[""f"", ""e"", ""html"", ""css"", ""javascript"", ""vue.js"", ""rdbms"", ""nosql"", ""restful"", ""api"", ""aws""]"
244440,"[""next.js"", ""redux"", ""typescript"", ""jest"", ""cypress"", ""po""]","[""next.js"", ""typescript"", ""jest"", ""cypress"", ""react"", ""code"", ""splitting"", ""dynamic"", ""import""]"
238718,"[""system"", ""integration"", ""pm"", ""pl"", ""frontend"", ""git"", ""gitlab"", ""ci"", ""cd""]","[""html"", ""css"", ""javascript"", ""typescript"", ""react"", ""vue"", ""spa"", ""library"", ""framework"", ""fe""]"
248140,"[""amazon"", ""aws"", ""graphql"", ""mongodb"", ""typescript"", ""redis"", ""nestjs"", ""qa"", ""docker"", ""kubernetes"", ""ecs"", ""node.js"", ""nosql""]",[]
233556,"[""mbxswap"", ""dapp"", ""mbxnft"", ""nft"", ""mbxstation"", ""sdk"", ""wallet"", ""html"", ""css"", ""javascript"", ""es"", ""typescript"", ""react"", ""next.js"", ""ssr"", ""seo"", ""figma"", ""git""]","[""react"", ""vue"", ""svelte"", ""mono"", ""repository"", ""web"", ""js"", ""e"", ""hters.js"", ""walletconnect"", ""blockchain"", ""sdk"", ""jira"", ""confluence"", ""back"", ""end"", ""ui"", ""ux""]"
256434,"[""ai"", ""ir"", ""on"", ""the"", ""fly"", ""constructor"", ""gpu"", ""npu"", ""rdma"", ""roce"", ""verbs"", ""ucx"", ""pytorch"", ""tensorflow"", ""triton"", ""inference"", ""server"", ""c++"", ""python""]","[""gpu"", ""npu"", ""pytorch"", ""tensorflow"", ""triton"", ""inference"", ""server"", ""mpi"", ""nccl"", ""python"", ""opencl"", ""cuda"", ""asplos"", ""hpdc"", ""isca"", ""micro"", ""pact"", ""pldi"", ""ppopp"", ""sc""]"
247712,"[""ai"", ""spring"", ""framework"", ""rest"", ""api"", ""aws"", ""mysql"", ""redis"", ""websocket""]","[""ai"", ""vod"", ""saas"", ""spring"", ""framework"", ""kotlin"", ""python"", ""django"", ""fastapi"", ""node"", ""nest.js"", ""jira"", ""confluence""]"
259725,"[""java"", ""c++"", ""python"", ""linux"", ""unix"", ""sql""]","[""aws"", ""azure"", ""devops"", ""ci"", ""cd""]"
256490,"[""saas"", ""iot"", ""back"", ""end"", ""node.js"", ""typescript"", ""express"", ""db"", ""my"", ""sql"", ""dev"", ""ops"", ""aws""]",[]
255638,"[""be"", ""languages"", ""kotlin"", ""typescript"", ""swift"", ""frameworks"", ""spring"", ""boot"", ""next.js"", ""infrastructure"", ""aws"", ""mysql"", ""tools"", ""jira"", ""notion"", ""slack"", ""figma"", ""rest"", ""api"", ""back"", ""end""]","[""mvp"", ""aws"", ""etl""]"
261960,"[""cmp"", ""vmware"", ""openstack"", ""openshift"", ""api"", ""aws"", ""gcp"", ""azure"", ""ncp"", ""ai"", ""java"", ""spring"", ""boot""]","[""msa""]"
188007,"[""c#"", ""net"", ""api"", ""db""]","[""api"", ""mssql""]"
203589,"[""ui"", ""ux"", ""a"", ""b"", ""react native"", ""ios"", ""android""]","[""native"", ""app"", ""android"", ""ios""]"
261313,"[""android"", ""sdk"", ""buzzbenefit"", ""native"", ""next.js"", ""hybrid"", ""kotlin"", ""java"", ""gradle"", ""react"", ""jira"", ""confluence"", ""slack"", ""github"", ""approve"", ""circle ci"", ""sentry"", ""firebase"", ""coroutine"", ""rxjava""]","[""android"", ""sdk"", ""clean"", ""architecture"", ""ddd""]"
261146,"[""frontend"", ""ui"", ""ux"", ""api"", ""ci"", ""cd"", ""react native"", ""ios"", ""android"", ""react"", ""backend"", ""git""]","[""frontend"", ""web"", ""ui"", ""ux"", ""php""]"
262106,"[""about"", ""the"", ""role"", ""vessl"", ""ai"", ""forward"", ""deployed"", ""engineer"", ""mlops"", ""llmops"", ""ml"", ""rag"", ""fine"", ""tuning"", ""agentic"", ""workflow"", ""what"", ""you"", ""will"", ""do"", ""pre"", ""sales"", ""software"", ""solutions"", ""architect"", ""support"", ""technical"", ""account"", ""manager"", ""llm"", ""diffusion"", ""model"", ""agent"", ""python"", ""node.js"", ""kubernetes"", ""container"", ""orchestration""]","[""rag"", ""agent"", ""quantitative"", ""evaluation"", ""b""]"
136783,"[""human"", ""motion"", ""generation"", ""python"", ""tensorflow"", ""pytorch""]","[""ai"", ""ml"", ""iccv"", ""eccv"", ""cvpr"", ""siggraph"", ""blender"", ""maya"", ""d""]"
253072,"[""c++"", ""java"", ""python""]","[""s"", ""w"", ""linux"", ""android"", ""qt""]"
235887,"[""backend"", ""java"", ""spring"", ""boot"", ""web"", ""mvc"", ""aws"", ""cloud""]","[""nosql"", ""docker"", ""orm"", ""jpa"", ""hibernate""]"
