id,combined_Languages,preferred_Languages,combined_Frameworks,preferred_Frameworks,combined_Libraries,preferred_Libraries,combined_Tools,preferred_Tools
229469,"['JavaScript', 'Java']",없음,"['Spring', 'React']","['Angular', 'React']",없음,없음,"['MySQL', 'Git']","['AWS', 'Grafana']"
261393,['Java'],없음,['Spring Boot'],없음,없음,없음,"['AWS', 'MySQL', 'Git']","['Docker', 'Kubernetes']"
255905,없음,없음,없음,없음,없음,없음,"['AWS', 'PostgreSQL', 'Git']",없음
233013,"['JavaScript', 'TypeScript']",없음,['React'],없음,없음,없음,없음,없음
260181,"['JavaScript', 'TypeScript']",없음,"['Angular', 'React']",없음,없음,없음,"['AWS', 'Slack', 'Git']",없음
256909,없음,없음,없음,없음,없음,없음,없음,없음
251806,['Python'],['Python'],없음,없음,없음,['PyTorch'],없음,"['AWS', 'Git']"
260691,"['Python', 'PHP']",없음,없음,없음,없음,없음,['PostgreSQL'],없음
252063,['Python'],없음,['Keras'],없음,"['Keras', 'PyTorch']",없음,없음,없음
260335,['Python'],없음,없음,없음,없음,없음,"['GCP', 'Tableau', 'AWS']",없음
260655,없음,없음,없음,없음,없음,없음,없음,"['Docker', 'ElasticSearch', 'Redis']"
253537,"['JavaScript', 'TypeScript']",없음,['React'],['React'],없음,없음,없음,없음
259886,없음,없음,없음,없음,없음,없음,없음,없음
236379,"['Kotlin', 'Java']",없음,없음,없음,없음,없음,"['AWS', 'Redis', 'MongoDB']",없음
261163,없음,없음,없음,없음,없음,없음,없음,없음
258581,['TypeScript'],없음,['React'],없음,없음,없음,없음,없음
217825,"['JavaScript', 'TypeScript']",없음,['React'],없음,없음,없음,['Git'],없음
245126,없음,없음,없음,['Spark'],없음,없음,없음,['AWS']
259269,없음,없음,없음,없음,없음,없음,없음,없음
229084,['JavaScript'],없음,없음,없음,없음,없음,없음,없음
253786,없음,['Java'],"['Spring', 'Spring Boot', 'React']",['Spring'],없음,없음,"['Docker', 'MongoDB']",없음
215576,"['C++', 'Go', 'R']",없음,없음,없음,없음,없음,"['Docker', 'AWS', 'Kubernetes', 'MySQL']","['Docker', 'Kubernetes']"
253196,없음,없음,['TensorFlow'],없음,"['TensorFlow', 'PyTorch']",없음,없음,없음
59566,없음,없음,없음,"['Angular', 'React']",없음,없음,없음,없음
260372,['Python'],없음,없음,없음,없음,없음,없음,"['AWS', 'Azure']"
165550,없음,없음,없음,없음,없음,없음,없음,없음
258776,없음,없음,없음,없음,없음,없음,없음,['Kubernetes']
257222,['Java'],없음,"['ASP.NET', 'Spring Boot']",없음,없음,없음,없음,없음
242889,['Python'],없음,['FastAPI'],없음,없음,없음,"['Docker', 'Git', 'AWS', 'MySQL', 'GCP']",없음
225274,['TypeScript'],없음,['React'],없음,없음,없음,['Git'],"['Slack', 'Git']"
260309,['Java'],없음,['Spring'],없음,없음,없음,"['MySQL', 'PostgreSQL']",없음
260383,['Python'],없음,['TensorFlow'],없음,"['TensorFlow', 'PyTorch']",없음,없음,없음
157412,없음,없음,없음,없음,없음,없음,['Git'],없음
260026,"['Python', 'Java']",없음,"['Django', 'Spring']",없음,없음,없음,['PostgreSQL'],['Docker']
255593,없음,없음,없음,없음,없음,없음,없음,없음
253587,없음,없음,없음,없음,없음,없음,없음,없음
250096,"['JavaScript', 'PHP']","['Go', 'Python', 'Java']",없음,['React'],없음,없음,['Git'],"['Docker', 'AWS', 'Azure', 'MySQL', 'Kubernetes', 'ElasticSearch', 'GCP', 'PostgreSQL']"
260287,없음,없음,['React'],없음,없음,없음,없음,없음
249206,없음,없음,없음,없음,없음,없음,없음,없음
260699,없음,없음,없음,없음,없음,없음,"['JIRA', 'Git']",없음
252366,없음,없음,없음,없음,없음,없음,['Git'],없음
256407,['PHP'],없음,없음,없음,['jQuery'],없음,없음,['Docker']
222784,"['JavaScript', 'TypeScript']",없음,없음,없음,없음,없음,"['MySQL', 'Redis', 'Git']","['AWS', 'Kubernetes']"
258995,"['Java', 'PHP']",없음,['Spring Boot'],없음,없음,없음,['AWS'],없음
225016,없음,없음,없음,없음,없음,없음,없음,없음
248560,['Python'],없음,['TensorFlow'],없음,"['TensorFlow', 'PyTorch']",없음,없음,없음
256217,없음,없음,['Spring'],없음,없음,없음,없음,없음
261586,['Python'],없음,없음,없음,없음,없음,없음,없음
249514,"['R', 'Python']",없음,없음,없음,없음,없음,['Tableau'],['Tableau']
250872,없음,['Python'],없음,없음,없음,없음,없음,없음
259036,없음,없음,['TensorFlow'],없음,"['TensorFlow', 'PyTorch']",없음,없음,없음
255370,['Python'],없음,없음,없음,['PyTorch'],없음,"['GCP', 'AWS']",없음
258158,['TypeScript'],없음,['React'],없음,없음,없음,"['Jenkins', 'AWS', 'Kubernetes']",['Kubernetes']
261219,"['Python', 'TypeScript']",없음,"['Django', 'React']",없음,없음,없음,"['AWS', 'PostgreSQL']",['AWS']
261224,"['Python', 'TypeScript']",없음,"['Django', 'React']",없음,없음,없음,"['AWS', 'PostgreSQL']",['AWS']
248140,['TypeScript'],없음,없음,없음,없음,없음,"['Docker', 'Redis', 'AWS', 'Kubernetes', 'MongoDB']",없음
214637,없음,없음,없음,없음,없음,없음,없음,없음
247679,없음,없음,['TensorFlow'],['TensorFlow'],"['TensorFlow', 'PyTorch']",['TensorFlow'],없음,없음
246462,없음,없음,없음,없음,없음,없음,없음,"['Elasticsearch', 'Docker', 'Redis', 'Git', 'MongoDB']"
258865,['JavaScript'],['JavaScript'],['React'],없음,없음,없음,"['AWS', 'MongoDB', 'Git']",없음
251951,['Python'],없음,없음,없음,없음,없음,없음,없음
261376,없음,없음,없음,없음,없음,없음,없음,['AWS']
248996,"['Python', 'Java']",없음,없음,없음,없음,없음,"['JIRA', 'GCP', 'Git']",없음
259507,없음,없음,['ASP.NET'],없음,없음,없음,없음,없음
260140,없음,없음,['Spring Boot'],['React'],없음,없음,"['Docker', 'AWS']",['AWS']
126370,없음,['Python'],없음,없음,없음,없음,"['JIRA', 'Git']","['JIRA', 'Jenkins', 'Git']"
259968,없음,없음,없음,없음,없음,없음,['Tableau'],['Tableau']
249396,없음,없음,없음,없음,없음,없음,없음,없음
249518,['Python'],없음,없음,없음,없음,없음,없음,"['Tableau', 'AWS']"
233436,['Python'],없음,없음,없음,없음,없음,없음,없음
257543,"['JavaScript', 'TypeScript']",없음,없음,없음,없음,없음,"['AWS', 'Git']",없음
169419,없음,없음,['React'],없음,없음,없음,"['AWS', 'MySQL']",없음
259965,['Python'],없음,"['Angular', 'React']",없음,없음,없음,없음,['AWS']
249337,없음,"['Go', 'Python']",없음,없음,없음,없음,"['Docker', 'Ansible', 'AWS', 'Azure', 'Terraform', 'Kubernetes', 'GCP']","['MySQL', 'MongoDB']"
257698,없음,없음,없음,없음,없음,없음,없음,없음
255463,['JavaScript'],없음,['ASP.NET'],['React'],없음,없음,없음,"['AWS', 'Azure', 'Git']"
260716,없음,없음,['Spring Boot'],없음,없음,없음,"['Redis', 'Git', 'AWS', 'MySQL', 'ElasticSearch', 'MongoDB']",['Terraform']
254691,없음,없음,없음,없음,없음,없음,['Git'],없음
260895,없음,없음,없음,없음,없음,없음,없음,없음
261312,"['Kotlin', 'Java']",없음,['React'],없음,없음,없음,['Slack'],없음
216934,없음,없음,없음,없음,['PyTorch'],없음,없음,없음
260473,없음,없음,없음,없음,없음,없음,없음,없음
258898,없음,없음,없음,없음,없음,없음,['JIRA'],없음
252862,['Python'],없음,없음,없음,없음,없음,['Git'],['Git']
253072,"['Python', 'Java']",없음,없음,없음,없음,없음,없음,없음
252615,없음,없음,['Keras'],없음,"['Keras', 'PyTorch']",없음,없음,없음
245339,없음,없음,['React'],없음,없음,없음,"['AWS', 'PostgreSQL', 'MongoDB']",없음
255007,['Kotlin'],없음,['Spring'],없음,없음,없음,"['AWS', 'MySQL']",['MongoDB']
260558,['Go'],없음,['Vue.js'],없음,없음,['gRPC'],"['GCP', 'Azure', 'Kubernetes', 'AWS']",['Elasticsearch']
259535,"['Kotlin', 'Python', 'Java']",없음,"['Spring', 'Flask']",없음,없음,없음,"['Redis', 'Git', 'AWS', 'MySQL', 'Grafana']",없음
253906,['Python'],없음,없음,없음,없음,없음,['AWS'],없음
203589,없음,없음,['React'],없음,없음,없음,없음,없음
261202,없음,없음,없음,없음,없음,없음,없음,없음
225801,"['Python', 'Java']",없음,"['Vue.js', 'Spring']",['Spring'],없음,없음,"['Jenkins', 'MySQL', 'Slack', 'Redis']",없음
261078,"['Kotlin', 'Go']","['Kotlin', 'Go']",없음,없음,없음,없음,['Kubernetes'],"['Docker', 'AWS', 'Azure', 'Kubernetes', 'GCP']"
245064,없음,없음,없음,없음,없음,없음,없음,['MySQL']
259073,['TypeScript'],없음,['Spring'],['Spring'],없음,없음,"['AWS', 'MySQL', 'Git']",['AWS']
250110,"['R', 'Python']",없음,없음,없음,['PyTorch'],없음,"['Docker', 'Git', 'AWS', 'ElasticSearch', 'GCP', 'MongoDB']",없음
261266,없음,없음,없음,없음,없음,없음,없음,없음
247649,['TypeScript'],없음,['React'],없음,없음,없음,['Git'],"['GCP', 'Azure', 'AWS']"
261335,없음,"['Java', 'TypeScript']",없음,['Spring Boot'],없음,없음,"['GCP', 'AWS', 'MySQL']",없음
254881,['Python'],없음,['TensorFlow'],없음,"['TensorFlow', 'PyTorch']",없음,['Git'],없음
225076,없음,없음,없음,없음,없음,없음,"['ElasticSearch', 'AWS', 'Redis']","['Docker', 'Kubernetes']"
136818,['Python'],없음,없음,없음,없음,없음,없음,없음
185538,"['C++', 'Python']","['Kotlin', 'Swift']",없음,없음,없음,없음,없음,없음
139895,없음,없음,없음,없음,없음,없음,['AWS'],['AWS']
252434,없음,없음,없음,없음,없음,없음,없음,없음
261244,"['JavaScript', 'TypeScript']",없음,"['Vue.js', 'Angular', 'React']",없음,없음,['gRPC'],"['Slack', 'Grafana']",없음
253121,없음,없음,없음,없음,없음,없음,없음,없음
230871,없음,없음,없음,없음,없음,없음,없음,없음
256813,['Kotlin'],없음,['Spring'],없음,없음,없음,"['Docker', 'AWS', 'Redis', 'MongoDB']",없음
261588,없음,"['Python', 'Ruby', 'Perl']",없음,없음,없음,없음,"['AWS', 'Jenkins']",없음
260073,['Swift'],없음,없음,없음,없음,없음,['Git'],없음
236866,없음,없음,없음,없음,없음,없음,없음,없음
248906,['Java'],없음,"['Spring', 'Spring Boot']",없음,없음,없음,['Git'],['AWS']
246991,없음,없음,없음,없음,없음,없음,없음,없음
202517,없음,없음,없음,없음,없음,없음,['AWS'],없음
243135,['Python'],없음,없음,없음,없음,없음,없음,"['PostgreSQL', 'MongoDB']"
256070,없음,없음,없음,없음,없음,없음,"['IntelliJ', 'Redis', 'AWS', 'MySQL', 'ElasticSearch', 'Slack', 'MongoDB']","['Docker', 'JIRA', 'Slack']"
257888,없음,"['Kotlin', 'Java']",없음,없음,없음,없음,없음,없음
260781,없음,없음,['React'],없음,없음,없음,"['Jenkins', 'Git', 'AWS', 'Kubernetes', 'Slack']",없음
252262,없음,없음,['TensorFlow'],없음,"['TensorFlow', 'gRPC', 'PyTorch']",['PyTorch'],['Docker'],"['Jenkins', 'AWS', 'Azure', 'Kubernetes', 'GCP']"
259879,없음,없음,없음,없음,없음,없음,없음,없음
258197,없음,없음,없음,없음,없음,없음,"['PostgreSQL', 'Terraform', 'Redis']","['Docker', 'GCP', 'Terraform']"
256369,없음,없음,"['Django', 'FastAPI']",없음,없음,없음,"['Docker', 'AWS', 'PostgreSQL', 'Kubernetes']",없음
245712,없음,['Python'],없음,없음,없음,없음,없음,없음
257796,['Python'],없음,['TensorFlow'],없음,"['TensorFlow', 'PyTorch']",없음,없음,없음
254546,['JavaScript'],없음,"['Vue.js', 'Spring', 'React']",없음,없음,없음,['Git'],없음
261212,['Java'],없음,없음,없음,없음,없음,없음,['AWS']
261100,"['Kotlin', 'Java']",없음,['Spring'],없음,없음,없음,"['MySQL', 'Redis']",없음
244812,['Python'],"['Python', 'Java']",없음,없음,없음,없음,없음,"['Docker', 'AWS', 'Azure', 'Kubernetes', 'GCP']"
246620,"['Python', 'Java']",없음,없음,없음,없음,없음,"['Docker', 'Terraform', 'Ansible', 'Kubernetes']","['GCP', 'Azure', 'AWS']"
242157,없음,없음,['React'],없음,없음,없음,['AWS'],없음
214489,없음,없음,없음,없음,없음,없음,"['AWS', 'Git']","['AWS', 'PostgreSQL', 'MongoDB']"
230103,['Java'],없음,['Spring'],없음,없음,없음,없음,['AWS']
260316,없음,없음,없음,없음,없음,없음,없음,없음
254016,없음,없음,['TensorFlow'],없음,"['TensorFlow', 'PyTorch']",없음,없음,"['GCP', 'Azure', 'AWS']"
258288,['Python'],없음,없음,없음,없음,없음,없음,없음
254698,"['Kotlin', 'Java']",['Kotlin'],없음,없음,없음,없음,['AWS'],없음
197139,['Java'],없음,['React'],없음,없음,없음,없음,없음
261217,"['Python', 'TypeScript']",없음,"['Django', 'React']",없음,없음,['Three.js'],"['AWS', 'PostgreSQL']",['AWS']
261478,['Java'],없음,['Spring Boot'],['React'],없음,없음,['MySQL'],"['Docker', 'Redis']"
237402,없음,없음,없음,없음,없음,없음,없음,없음
238718,없음,"['JavaScript', 'TypeScript']",없음,['React'],없음,없음,['Git'],없음
260434,없음,없음,없음,없음,없음,없음,['Azure'],없음
261535,['Java'],없음,없음,없음,없음,없음,없음,없음
252273,['TypeScript'],없음,['React'],없음,없음,없음,없음,없음
231627,"['JavaScript', 'Java']",없음,"['Spring', 'React']","['Angular', 'React']",없음,없음,"['MySQL', 'Git']","['AWS', 'Grafana']"
256662,['Python'],없음,없음,없음,없음,없음,['Docker'],없음
259291,없음,['JavaScript'],없음,['Flutter'],없음,없음,없음,없음
255914,"['Python', 'TypeScript']",없음,없음,없음,없음,없음,"['Redis', 'AWS', 'GCP', 'Slack', 'MongoDB']",없음
245117,['Python'],없음,없음,없음,없음,없음,"['AWS', 'Azure']","['AWS', 'Azure']"
169285,['Python'],없음,없음,['Django'],없음,없음,"['AWS', 'Git']",없음
258935,"['JavaScript', 'Java']",없음,"['Spring', 'Spring Boot']",['Spring'],없음,없음,없음,['AWS']
252156,없음,없음,['React'],없음,없음,없음,없음,['AWS']
257472,"['JavaScript', 'Python', 'TypeScript']",없음,없음,없음,없음,없음,없음,없음
253318,없음,없음,없음,없음,없음,없음,없음,없음
229114,['Python'],"['Python', 'Java']",없음,없음,없음,없음,"['Docker', 'Ansible', 'Jenkins', 'Git', 'AWS', 'Azure', 'Terraform', 'Kubernetes', 'GCP', 'Grafana']","['MySQL', 'PostgreSQL', 'MongoDB']"
259725,"['C++', 'Python', 'Java']",없음,없음,없음,없음,없음,없음,"['AWS', 'Azure']"
259098,없음,없음,없음,없음,없음,없음,없음,없음
85836,없음,없음,없음,없음,없음,없음,"['Elasticsearch', 'AWS', 'PostgreSQL', 'MySQL']",없음
253428,없음,없음,없음,없음,없음,없음,없음,없음
261071,['Kotlin'],없음,없음,없음,없음,없음,없음,없음
257629,없음,없음,없음,없음,없음,없음,없음,['Git']
240091,"['Rust', 'Go', 'Java']",없음,없음,없음,없음,없음,없음,['Redis']
255931,없음,없음,없음,없음,없음,없음,없음,['Azure']
259904,없음,없음,없음,없음,없음,없음,없음,없음
242590,없음,없음,['React'],없음,없음,없음,없음,없음
259805,['TypeScript'],없음,['React'],없음,없음,없음,없음,없음
239238,['Python'],없음,없음,없음,없음,없음,없음,['AWS']
250923,['Python'],없음,"['Django', 'FastAPI', 'Spring Boot']",없음,없음,없음,['Git'],"['Docker', 'Redis', 'AWS', 'Azure', 'Kubernetes', 'GCP']"
150575,없음,없음,"['Flutter', 'React']",['React'],없음,없음,['Git'],없음
249211,"['Kotlin', 'Java']",없음,['Spring'],없음,없음,없음,"['MySQL', 'PostgreSQL']",없음
247617,"['JavaScript', 'TypeScript']",['TypeScript'],['Vue.js'],"['Vue.js', 'Angular']",없음,없음,"['IntelliJ', 'Kubernetes', 'Git']","['GCP', 'Kubernetes', 'AWS']"
261505,없음,없음,없음,없음,없음,없음,없음,없음
260179,없음,"['Kotlin', 'Java']",없음,['Spring Boot'],없음,없음,['Postman'],"['GCP', 'AWS']"
259306,['Python'],없음,"['Django', 'TensorFlow', 'FastAPI', 'Flask']",없음,"['TensorFlow', 'PyTorch']",없음,['Git'],"['GCP', 'Azure', 'AWS']"
251607,['TypeScript'],없음,['React'],없음,없음,없음,없음,없음
257298,"['C++', 'Python']",없음,['TensorFlow'],없음,['TensorFlow'],없음,없음,없음
256907,['Python'],없음,없음,없음,없음,없음,없음,없음
261096,['Kotlin'],없음,['React'],없음,없음,없음,없음,없음
253325,['Python'],없음,없음,없음,없음,없음,없음,없음
257252,"['JavaScript', 'TypeScript']",없음,['React'],없음,없음,없음,['Git'],['MongoDB']
260176,없음,없음,없음,['React'],없음,없음,['AWS'],"['Docker', 'Redis', 'Git', 'AWS', 'MySQL', 'GCP', 'PostgreSQL', 'MongoDB']"
261157,['Python'],없음,없음,없음,없음,없음,없음,"['Tableau', 'Jupyter']"
259049,없음,없음,없음,없음,없음,없음,없음,없음
220424,"['Kotlin', 'Java']",없음,없음,없음,없음,없음,없음,없음
260791,없음,없음,없음,없음,없음,없음,"['AWS', 'Redis', 'MySQL']",['Slack']
233033,없음,없음,없음,없음,없음,없음,없음,없음
260437,없음,없음,없음,없음,없음,없음,없음,"['Terraform', 'Ansible', 'Grafana']"
237526,"['JavaScript', 'TypeScript']",없음,['React'],없음,없음,없음,"['Slack', 'Git']",['Slack']
254246,없음,없음,없음,없음,없음,없음,없음,없음
154609,없음,"['C++', 'Python']",없음,없음,없음,없음,['Git'],없음
253583,['Python'],['Python'],['Django'],['Django'],없음,없음,"['PostgreSQL', 'Redis', 'Git']",['AWS']
203273,없음,없음,없음,없음,없음,없음,"['Docker', 'Redis', 'Jenkins', 'AWS', 'MySQL', 'Terraform', 'Kubernetes', 'GCP', 'PostgreSQL', 'MongoDB']",없음
257460,없음,['Python'],없음,없음,없음,없음,"['GCP', 'Kubernetes', 'AWS']","['Terraform', 'Ansible']"
198559,['Python'],없음,없음,없음,['PyTorch'],없음,없음,없음
258979,없음,없음,없음,없음,없음,없음,없음,없음
233519,['Python'],"['Python', 'Java']",없음,없음,없음,없음,없음,없음
257202,['Java'],없음,['Spring Boot'],['Spring Boot'],없음,없음,['Docker'],['AWS']
246217,없음,['Kotlin'],없음,"['Ruby on Rails', 'Spring']",없음,없음,['Redis'],"['GCP', 'AWS']"
260379,없음,['Python'],없음,없음,없음,없음,없음,['Azure']
181960,"['Go', 'Python']",없음,['Spring'],없음,없음,없음,"['Redis', 'Git']",['AWS']
229595,"['C++', 'Java']",['Java'],없음,없음,없음,없음,없음,없음
247590,['Python'],없음,없음,없음,없음,없음,"['Slack', 'Jenkins', 'Git']",['Git']
257299,['Python'],없음,없음,없음,없음,없음,없음,없음
261101,['Swift'],없음,없음,없음,없음,없음,없음,없음
259437,['TypeScript'],없음,['React'],없음,없음,없음,없음,없음
136783,['Python'],없음,['TensorFlow'],없음,"['TensorFlow', 'PyTorch']",없음,없음,없음
253162,없음,없음,없음,없음,없음,없음,없음,없음
215978,['Python'],없음,['TensorFlow'],없음,"['TensorFlow', 'PyTorch']",없음,없음,"['Docker', 'Kubernetes']"
243804,['Python'],없음,"['TensorFlow', 'Keras']",없음,"['TensorFlow', 'Keras']",없음,"['GCP', 'AWS']",없음
245214,"['R', 'Python']",없음,['TensorFlow'],없음,"['TensorFlow', 'PyTorch']",없음,없음,없음
255516,['Java'],없음,"['Spring', 'React']","['Vue.js', 'React']",없음,없음,['Git'],"['AWS', 'GCP']"
261107,없음,없음,없음,없음,없음,없음,"['AWS', 'Azure']",['Jenkins']
255787,['TypeScript'],없음,['React'],없음,없음,없음,없음,없음
260067,['JavaScript'],없음,['React'],없음,없음,없음,없음,없음
258715,"['Kotlin', 'JavaScript', 'Java', 'TypeScript']",없음,"['Vue.js', 'Spring']",없음,없음,없음,"['Docker', 'AWS', 'MySQL', 'Kubernetes', 'GCP', 'PostgreSQL']",없음
259250,없음,없음,없음,없음,없음,없음,없음,없음
259953,없음,없음,"['Flutter', 'React']",없음,없음,없음,"['Jenkins', 'Postman', 'Slack', 'AWS']",없음
94542,없음,없음,없음,없음,['PyTorch'],없음,"['Elasticsearch', 'Docker', 'MongoDB']","['Elasticsearch', 'Docker', 'AWS', 'Kubernetes', 'GCP']"
261557,없음,없음,없음,없음,없음,없음,['Kubernetes'],['Kubernetes']
226146,['Python'],없음,없음,없음,없음,없음,없음,"['Docker', 'AWS', 'Azure']"
260844,없음,없음,['React'],['React'],없음,없음,없음,['AWS']
253070,['TypeScript'],없음,['React'],없음,없음,없음,['Git'],없음
198604,['Python'],없음,없음,없음,없음,없음,"['GCP', 'Azure', 'AWS']","['AWS', 'Azure', 'GCP']"
168259,없음,없음,['Flutter'],['Flutter'],없음,없음,없음,없음
257552,없음,없음,없음,없음,없음,없음,없음,없음
261076,없음,없음,없음,없음,없음,없음,['Slack'],없음
166475,없음,없음,없음,없음,없음,없음,"['Grafana', 'Kubernetes', 'Git']","['Azure', 'Terraform']"
245152,없음,없음,없음,없음,없음,없음,없음,없음
231628,"['JavaScript', 'Java']",없음,"['Angular', 'React']",없음,없음,없음,['Git'],없음
256685,없음,없음,['FastAPI'],없음,없음,없음,"['MySQL', 'PostgreSQL']",['AWS']
251274,없음,없음,없음,없음,없음,없음,"['Jenkins', 'Kubernetes']",없음
216316,['Java'],['Java'],없음,없음,없음,없음,없음,없음
261507,없음,없음,없음,없음,없음,없음,없음,없음
242291,없음,없음,없음,없음,없음,없음,없음,없음
232917,['Python'],없음,['FastAPI'],없음,없음,없음,"['Docker', 'Redis', 'Git', 'AWS', 'Kubernetes']",['Kubernetes']
159950,['Java'],['Java'],없음,없음,없음,없음,없음,없음
245623,없음,없음,['TensorFlow'],없음,['TensorFlow'],없음,없음,['Slack']
253194,없음,없음,없음,없음,없음,없음,"['GCP', 'AWS']",없음
252276,없음,없음,없음,없음,없음,없음,없음,없음
253444,['JavaScript'],없음,['React'],없음,없음,없음,없음,없음
257517,없음,없음,없음,['Angular'],없음,없음,없음,없음
259927,없음,없음,없음,없음,없음,없음,"['JIRA', 'Git']",['Docker']
230665,"['C++', 'Python']",없음,없음,없음,없음,없음,없음,없음
85633,['Swift'],없음,없음,['Flutter'],없음,없음,없음,['Git']
255983,없음,없음,없음,없음,없음,없음,없음,없음
253671,없음,없음,['Django'],없음,없음,없음,['Git'],없음
259857,['Python'],['Rust'],없음,없음,없음,없음,['Slack'],['AWS']
241773,['C#'],없음,없음,없음,없음,없음,['Git'],없음
197730,없음,없음,없음,없음,없음,없음,['AWS'],없음
220519,['Java'],없음,['Spring'],없음,없음,없음,없음,없음
242708,"['Go', 'Python']",없음,"['Django', 'FastAPI', 'Flask']",없음,없음,없음,"['Docker', 'AWS', 'MySQL', 'Kubernetes', 'PostgreSQL', 'Grafana']","['AWS', 'Kubernetes']"
250772,없음,없음,없음,없음,없음,없음,없음,없음
253417,['R'],없음,없음,없음,없음,없음,없음,없음
261313,"['Kotlin', 'Java']",없음,['React'],없음,없음,없음,['Slack'],없음
220622,"['JavaScript', 'TypeScript']",없음,['React'],없음,없음,없음,"['JIRA', 'Redis', 'MySQL', 'AWS', 'MongoDB']",없음
257752,없음,['Python'],없음,없음,없음,없음,없음,없음
261564,['TypeScript'],없음,없음,없음,없음,없음,['PostgreSQL'],없음
247712,없음,"['Kotlin', 'Python']",없음,"['Django', 'FastAPI']",없음,없음,"['AWS', 'Redis', 'MySQL']",없음
257204,없음,없음,없음,없음,없음,없음,없음,없음
247998,없음,없음,['TensorFlow'],없음,"['TensorFlow', 'PyTorch']",없음,"['GCP', 'Azure', 'AWS']",없음
110126,['Python'],없음,['Keras'],없음,['Keras'],없음,없음,없음
225840,"['Kotlin', 'Java']",없음,['Spring'],없음,없음,없음,"['Docker', 'Jenkins', 'Git', 'AWS', 'Terraform', 'Slack', 'Grafana']","['AWS', 'Git']"
252925,없음,없음,없음,없음,없음,없음,"['Docker', 'AWS', 'Azure', 'Kubernetes', 'GCP']",없음
260251,"['Kotlin', 'Go', 'Python', 'Java']",없음,없음,없음,['gRPC'],없음,"['AWS', 'Kubernetes', 'MySQL']",['Kubernetes']
226657,없음,['Java'],없음,없음,없음,없음,없음,"['Docker', 'Kubernetes']"
223117,['TypeScript'],없음,['React'],['React'],없음,없음,없음,없음
256314,['Python'],없음,['Spark'],없음,없음,없음,없음,['Tableau']
260111,없음,없음,['React'],없음,없음,['Three.js'],['Git'],없음
257454,['Python'],없음,['TensorFlow'],없음,"['TensorFlow', 'PyTorch']",없음,"['Docker', 'Kubernetes']","['GCP', 'Azure', 'AWS']"
260445,없음,없음,없음,없음,없음,없음,"['AWS', 'Azure']",['Docker']
211570,없음,없음,없음,없음,없음,없음,"['AWS', 'Slack']",['AWS']
255146,없음,없음,['Spring'],없음,없음,없음,['AWS'],"['AWS', 'PostgreSQL', 'Jenkins']"
157782,['Python'],없음,없음,없음,['PyTorch'],없음,없음,없음
254513,['TypeScript'],없음,"['Vue.js', 'React']",없음,['jQuery'],없음,"['AWS', 'Slack', 'Git']",없음
259455,없음,없음,없음,없음,없음,없음,['AWS'],"['Docker', 'Kubernetes']"
260270,없음,없음,없음,없음,없음,없음,없음,없음
243841,없음,"['Python', 'Java']",없음,없음,없음,없음,['Postman'],없음
261541,"['Kotlin', 'Swift']",없음,['React'],없음,없음,없음,['Git'],['GCP']
227361,"['JavaScript', 'Java']",['TypeScript'],['React'],없음,없음,없음,['Git'],없음
252698,없음,없음,없음,없음,없음,없음,"['Azure', 'Ansible']","['AWS', 'Azure']"
249858,['PHP'],['PHP'],없음,없음,없음,없음,없음,없음
139191,"['Kotlin', 'Python', 'C++', 'TypeScript']",없음,"['Django', 'Spring', 'FastAPI', 'React']",['React'],없음,없음,"['Docker', 'Git', 'AWS', 'MySQL', 'Slack']",없음
248658,['Python'],없음,없음,없음,없음,없음,['GCP'],없음
255209,없음,없음,없음,없음,없음,없음,"['Jenkins', 'AWS', 'Redis', 'MySQL']",없음
212676,"['JavaScript', 'TypeScript']",['TypeScript'],['Vue.js'],['Vue.js'],없음,없음,"['IntelliJ', 'Git']",['Kubernetes']
259727,['Java'],없음,['Spring'],없음,없음,없음,없음,없음
253604,없음,없음,없음,없음,없음,없음,없음,없음
260350,없음,없음,없음,없음,없음,없음,없음,없음
253095,없음,없음,없음,['Flutter'],없음,없음,없음,없음
249523,"['Python', 'Java']",없음,없음,없음,없음,없음,없음,"['Docker', 'GCP', 'AWS', 'Git']"
259447,없음,없음,없음,['React'],없음,없음,없음,없음
257702,['TypeScript'],"['Swift', 'Python', 'Java', 'PHP']",없음,['React'],없음,없음,없음,['AWS']
259553,없음,없음,없음,없음,없음,없음,없음,없음
258213,"['Go', 'Rust']",없음,없음,없음,없음,없음,"['Docker', 'Ansible', 'Redis', 'AWS', 'MySQL', 'Kubernetes', 'GCP', 'PostgreSQL']","['GCP', 'AWS']"
241300,없음,없음,없음,없음,없음,없음,['Docker'],없음
261146,없음,['PHP'],['React'],없음,없음,없음,['Git'],없음
234456,없음,"['Kotlin', 'Python']",없음,['Spark'],없음,없음,없음,"['AWS', 'Kubernetes']"
259204,없음,['Python'],없음,없음,없음,없음,없음,없음
205341,"['JavaScript', 'TypeScript']",['TypeScript'],"['Vue.js', 'Angular']","['Vue.js', 'Angular']",없음,없음,"['Jenkins', 'IntelliJ', 'GCP', 'AWS']","['Jenkins', 'GCP', 'AWS']"
260354,없음,없음,없음,없음,없음,없음,없음,없음
261480,['Swift'],없음,없음,없음,없음,없음,없음,['Slack']
248160,없음,"['Go', 'Rust']",없음,없음,없음,없음,['Kubernetes'],['Kubernetes']
