technicalTags,mapped_technicalTags
"ReactJS, Vue.js, CSS, JavaScript, Git, HTML5, AngularJS","('vue.js', 'O')"
"ReactJS, Vue.js, CSS, JavaScript, Git, HTML5, AngularJS","('html5', 'O')"
Node.js,"('node.js', 'O')"
ASP.NET,"('asp.net', 'O')"
"NestJS, TypeORM, AWS S3, AWS RDS, GitLab","('typeorm', 'O')"
"NestJS, TypeORM, AWS S3, AWS RDS, GitLab","('aws s3', 'O')"
"NestJS, TypeORM, AWS S3, AWS RDS, GitLab","('aws rds', 'O')"
"PHP, Python, Java, Go, REST API, Node.js","('rest api', 'O')"
"PHP, Python, Java, Go, REST API, Node.js","('node.js', 'O')"
"C++, C, ROS, Linux, Deep Learning, Tensorflow","('ros', 'O')"
"C++, C, ROS, Linux, Deep Learning, Tensorflow","('linux', 'O')"
"C++, C, ROS, Linux, Deep Learning, Tensorflow","('deep learning', 'O')"
"C++, MSSQL(Microsoft SQL Server), Windows Server","('mssql(microsoft sql server)', 'O')"
"C++, MSSQL(Microsoft SQL Server), Windows Server","('windows server', 'O')"
"Spring, HTML5, mSQL","('html5', 'O')"
"Spring, HTML5, mSQL","('msql', 'O')"
"C, C++, Linux, Linux kernel","('linux', 'O')"
"C, C++, Linux, Linux kernel","('linux kernel', 'O')"
"C++, MSSQL(Microsoft SQL Server)","('mssql(microsoft sql server)', 'O')"
"Vue.js, Node.js, Raspberry Pi, Python","('vue.js', 'O')"
"Vue.js, Node.js, Raspberry Pi, Python","('node.js', 'O')"
"Vue.js, Node.js, Raspberry Pi, Python","('raspberry pi', 'O')"
"C, C++, MFC, Qt","('mfc', 'O')"
"C, C++, MFC, Qt","('qt', 'O')"
Android,"('android', 'O')"
"Linux, Docker","('linux', 'O')"
"ReactJS, JavaScript, HTML, CSS, ES6, Node.js, Bootstrap, Sass(SCSS), JIRA","('es6', 'O')"
"ReactJS, JavaScript, HTML, CSS, ES6, Node.js, Bootstrap, Sass(SCSS), JIRA","('node.js', 'O')"
"ReactJS, JavaScript, HTML, CSS, ES6, Node.js, Bootstrap, Sass(SCSS), JIRA","('bootstrap', 'O')"
"ReactJS, JavaScript, HTML, CSS, ES6, Node.js, Bootstrap, Sass(SCSS), JIRA","('sass(scss)', 'O')"
"Python, PyTorch, Tensorflow, NLP, Docker","('nlp', 'O')"
"Python, MySQL, AWS EC2, Linux, Redis, FastAPI","('aws ec2', 'O')"
"Python, MySQL, AWS EC2, Linux, Redis, FastAPI","('linux', 'O')"
"Spring Boot, Spring Data JPA, Kotlin","('spring data jpa', 'O')"
"C, C++, CNN(Convolutional Neural Network), Caffe(Convolutional Architecture for Fast Feature Embedding), Tensorflow, Torch, MXNET, Keras","('cnn(convolutional neural network)', 'O')"
"C, C++, CNN(Convolutional Neural Network), Caffe(Convolutional Architecture for Fast Feature Embedding), Tensorflow, Torch, MXNET, Keras","('caffe(convolutional architecture for fast feature embedding)', 'O')"
"C, C++, CNN(Convolutional Neural Network), Caffe(Convolutional Architecture for Fast Feature Embedding), Tensorflow, Torch, MXNET, Keras","('mxnet', 'O')"
"CSS, ReactJS, HTML, JavaScript, Webpack","('webpack', 'O')"
"C, C++, C#, ARM","('arm', 'O')"
"C, C++, ARM","('arm', 'O')"
"Swift, iOS, MVVM(Model-View-ViewModel)","('ios', 'O')"
"Swift, iOS, MVVM(Model-View-ViewModel)","('mvvm(model-view-viewmodel)', 'O')"
"Java, REST API, Linux","('rest api', 'O')"
"Java, REST API, Linux","('linux', 'O')"
"JavaScript, jQuery, Node.js, PHP, Vue.js, Spring, ReactJS, Java, HTML","('jquery', 'O')"
"JavaScript, jQuery, Node.js, PHP, Vue.js, Spring, ReactJS, Java, HTML","('node.js', 'O')"
"JavaScript, jQuery, Node.js, PHP, Vue.js, Spring, ReactJS, Java, HTML","('vue.js', 'O')"
"GCP(Google Cloud Platform), JavaScript, Linux","('gcp(google cloud platform)', 'O')"
"GCP(Google Cloud Platform), JavaScript, Linux","('linux', 'O')"
"React Native, JavaScript, TypeScript, MobX, Redux.js, web3.js, Android, ethers.js, Firebase, Realm, REST API, iOS, Kotlin","('redux.js', 'O')"
"React Native, JavaScript, TypeScript, MobX, Redux.js, web3.js, Android, ethers.js, Firebase, Realm, REST API, iOS, Kotlin","('web3.js', 'O')"
"React Native, JavaScript, TypeScript, MobX, Redux.js, web3.js, Android, ethers.js, Firebase, Realm, REST API, iOS, Kotlin","('android', 'O')"
"React Native, JavaScript, TypeScript, MobX, Redux.js, web3.js, Android, ethers.js, Firebase, Realm, REST API, iOS, Kotlin","('ethers.js', 'O')"
"React Native, JavaScript, TypeScript, MobX, Redux.js, web3.js, Android, ethers.js, Firebase, Realm, REST API, iOS, Kotlin","('firebase', 'O')"
"React Native, JavaScript, TypeScript, MobX, Redux.js, web3.js, Android, ethers.js, Firebase, Realm, REST API, iOS, Kotlin","('realm', 'O')"
"React Native, JavaScript, TypeScript, MobX, Redux.js, web3.js, Android, ethers.js, Firebase, Realm, REST API, iOS, Kotlin","('rest api', 'O')"
"React Native, JavaScript, TypeScript, MobX, Redux.js, web3.js, Android, ethers.js, Firebase, Realm, REST API, iOS, Kotlin","('ios', 'O')"
"Apache Spark, Apache Hadoop, Git, jQuery, Java, JavaScript, Spring Boot, NoSQL, AWS Alexa","('apache hadoop', 'O')"
"Apache Spark, Apache Hadoop, Git, jQuery, Java, JavaScript, Spring Boot, NoSQL, AWS Alexa","('jquery', 'O')"
"Apache Spark, Apache Hadoop, Git, jQuery, Java, JavaScript, Spring Boot, NoSQL, AWS Alexa","('nosql', 'O')"
"Apache Spark, Apache Hadoop, Git, jQuery, Java, JavaScript, Spring Boot, NoSQL, AWS Alexa","('aws alexa', 'O')"
"REST API, Android, iOS, React Native, Vue.js, Firebase","('rest api', 'O')"
"REST API, Android, iOS, React Native, Vue.js, Firebase","('android', 'O')"
"REST API, Android, iOS, React Native, Vue.js, Firebase","('ios', 'O')"
"REST API, Android, iOS, React Native, Vue.js, Firebase","('vue.js', 'O')"
"REST API, Android, iOS, React Native, Vue.js, Firebase","('firebase', 'O')"
"Node.js, Python, Appium, Selenium, Cucumber, JIRA, Jenkins, Git, Docker","('node.js', 'O')"
"REST API, Swift, React Native","('rest api', 'O')"
"Python, Docker, AWS EC2, WebSocket, WebRTC","('aws ec2', 'O')"
"Python, Docker, AWS EC2, WebSocket, WebRTC","('websocket', 'O')"
"Python, Docker, AWS EC2, WebSocket, WebRTC","('webrtc', 'O')"
"Go, Ethereum, Klaytn","('ethereum', 'O')"
"Go, Ethereum, Klaytn","('klaytn', 'O')"
"Python, SQL, REST API, Git, AWS EC2, AWS RDS, AWS ElasticBeanstalk","('sql', 'O')"
"Python, SQL, REST API, Git, AWS EC2, AWS RDS, AWS ElasticBeanstalk","('rest api', 'O')"
"Python, SQL, REST API, Git, AWS EC2, AWS RDS, AWS ElasticBeanstalk","('aws ec2', 'O')"
"Python, SQL, REST API, Git, AWS EC2, AWS RDS, AWS ElasticBeanstalk","('aws rds', 'O')"
"Python, SQL, REST API, Git, AWS EC2, AWS RDS, AWS ElasticBeanstalk","('aws elasticbeanstalk', 'O')"
"C#, .NET, TCP/IP, MSSQL(Microsoft SQL Server), Windows Forms","('.net', 'O')"
"C#, .NET, TCP/IP, MSSQL(Microsoft SQL Server), Windows Forms","('tcp/ip', 'O')"
"C#, .NET, TCP/IP, MSSQL(Microsoft SQL Server), Windows Forms","('mssql(microsoft sql server)', 'O')"
"C#, .NET, TCP/IP, MSSQL(Microsoft SQL Server), Windows Forms","('windows forms', 'O')"
"AWS Cloud9, AWS EC2, AWS RDS, AWS S3, CI/CD, CircleCI, Google Container Registry, Jenkins, GitLab, Git","('aws cloud9', 'O')"
"AWS Cloud9, AWS EC2, AWS RDS, AWS S3, CI/CD, CircleCI, Google Container Registry, Jenkins, GitLab, Git","('aws ec2', 'O')"
"AWS Cloud9, AWS EC2, AWS RDS, AWS S3, CI/CD, CircleCI, Google Container Registry, Jenkins, GitLab, Git","('aws rds', 'O')"
"AWS Cloud9, AWS EC2, AWS RDS, AWS S3, CI/CD, CircleCI, Google Container Registry, Jenkins, GitLab, Git","('aws s3', 'O')"
"AWS Cloud9, AWS EC2, AWS RDS, AWS S3, CI/CD, CircleCI, Google Container Registry, Jenkins, GitLab, Git","('ci/cd', 'O')"
"AWS Cloud9, AWS EC2, AWS RDS, AWS S3, CI/CD, CircleCI, Google Container Registry, Jenkins, GitLab, Git","('google container registry', 'O')"
"CSS, Git, HTML, JavaScript, MySQL, Node.js, ReactJS, Webpack, Next.js, NestJS","('node.js', 'O')"
"CSS, Git, HTML, JavaScript, MySQL, Node.js, ReactJS, Webpack, Next.js, NestJS","('webpack', 'O')"
"CSS, Git, HTML, JavaScript, MySQL, Node.js, ReactJS, Webpack, Next.js, NestJS","('next.js', 'O')"
"ReactJS, JavaScript, Vue.js, Go, Kubernetes, Microservice Architecture, MongoDB, MySQL, Node.js, flutter, REST API, Webpack, JWT","('vue.js', 'O')"
"ReactJS, JavaScript, Vue.js, Go, Kubernetes, Microservice Architecture, MongoDB, MySQL, Node.js, flutter, REST API, Webpack, JWT","('microservice architecture', 'O')"
"ReactJS, JavaScript, Vue.js, Go, Kubernetes, Microservice Architecture, MongoDB, MySQL, Node.js, flutter, REST API, Webpack, JWT","('node.js', 'O')"
"ReactJS, JavaScript, Vue.js, Go, Kubernetes, Microservice Architecture, MongoDB, MySQL, Node.js, flutter, REST API, Webpack, JWT","('flutter', 'O')"
"ReactJS, JavaScript, Vue.js, Go, Kubernetes, Microservice Architecture, MongoDB, MySQL, Node.js, flutter, REST API, Webpack, JWT","('rest api', 'O')"
"ReactJS, JavaScript, Vue.js, Go, Kubernetes, Microservice Architecture, MongoDB, MySQL, Node.js, flutter, REST API, Webpack, JWT","('webpack', 'O')"
"ReactJS, JavaScript, Vue.js, Go, Kubernetes, Microservice Architecture, MongoDB, MySQL, Node.js, flutter, REST API, Webpack, JWT","('jwt', 'O')"
"OpenGL, WebGL","('webgl', 'O')"
"HTML, CSS, JavaScript, ReactJS, jQuery, Node.js","('jquery', 'O')"
"HTML, CSS, JavaScript, ReactJS, jQuery, Node.js","('node.js', 'O')"
Linux,"('linux', 'O')"
"JavaScript, ReactJS, Vue.js, CSS3, REST API, Webpack, JWT, Node.js, Microservice Architecture, Kubernetes","('vue.js', 'O')"
"JavaScript, ReactJS, Vue.js, CSS3, REST API, Webpack, JWT, Node.js, Microservice Architecture, Kubernetes","('css3', 'O')"
"JavaScript, ReactJS, Vue.js, CSS3, REST API, Webpack, JWT, Node.js, Microservice Architecture, Kubernetes","('rest api', 'O')"
"JavaScript, ReactJS, Vue.js, CSS3, REST API, Webpack, JWT, Node.js, Microservice Architecture, Kubernetes","('webpack', 'O')"
"JavaScript, ReactJS, Vue.js, CSS3, REST API, Webpack, JWT, Node.js, Microservice Architecture, Kubernetes","('jwt', 'O')"
"JavaScript, ReactJS, Vue.js, CSS3, REST API, Webpack, JWT, Node.js, Microservice Architecture, Kubernetes","('node.js', 'O')"
"JavaScript, ReactJS, Vue.js, CSS3, REST API, Webpack, JWT, Node.js, Microservice Architecture, Kubernetes","('microservice architecture', 'O')"
"React Native, ReactJS, Node.js, MySQL, Vue.js, JavaScript","('node.js', 'O')"
"React Native, ReactJS, Node.js, MySQL, Vue.js, JavaScript","('vue.js', 'O')"
"Ruby on Rails, CSS, HTML, JavaScript, Vue.js, Git, AWS EC2","('vue.js', 'O')"
"Ruby on Rails, CSS, HTML, JavaScript, Vue.js, Git, AWS EC2","('aws ec2', 'O')"
"Java, Android, iOS, REST API, Swift","('android', 'O')"
"Java, Android, iOS, REST API, Swift","('ios', 'O')"
"Java, Android, iOS, REST API, Swift","('rest api', 'O')"
"JavaScript, CSS, ReactJS, Vue.js, AngularJS, HTML","('vue.js', 'O')"
"Git, C / C++, Python, ML","('c / c++', 'O')"
"Git, C / C++, Python, ML","('ml', 'O')"
"React, IoT","('iot', 'O')"
"Git, Python, SQL, AWS","('sql', 'O')"
"Git, C / C++, Python, ML","('c / c++', 'O')"
"Git, C / C++, Python, ML","('ml', 'O')"
"JavaScript, TypeScript, AWS, HTML5, CSS3, React.js, Vue.JS, Angular","('html5', 'O')"
"JavaScript, TypeScript, AWS, HTML5, CSS3, React.js, Vue.JS, Angular","('css3', 'O')"
"JavaScript, TypeScript, AWS, HTML5, CSS3, React.js, Vue.JS, Angular","('react.js', 'O')"
"JavaScript, TypeScript, AWS, HTML5, CSS3, React.js, Vue.JS, Angular","('vue.js', 'O')"
"Python, R, SQL, ?∞Ïù¥??Î∂ÑÏÑù, ?∞Ïù¥??Î∂ÑÏÑù, ?µÍ≥Ñ, ?µÍ≥Ñ ?êÎ£å Î∂ÑÏÑù, ?µÍ≥Ñ ?ÑÎ°úÍ∑∏ÎûòÎ∞? ?µÍ≥Ñ??Ï∂îÎ°†","('sql', 'O')"
"Python, R, SQL, ?∞Ïù¥??Î∂ÑÏÑù, ?∞Ïù¥??Î∂ÑÏÑù, ?µÍ≥Ñ, ?µÍ≥Ñ ?êÎ£å Î∂ÑÏÑù, ?µÍ≥Ñ ?ÑÎ°úÍ∑∏ÎûòÎ∞? ?µÍ≥Ñ??Ï∂îÎ°†","('?∞Ïù¥??Î∂ÑÏÑù', 'O')"
"Python, R, SQL, ?∞Ïù¥??Î∂ÑÏÑù, ?∞Ïù¥??Î∂ÑÏÑù, ?µÍ≥Ñ, ?µÍ≥Ñ ?êÎ£å Î∂ÑÏÑù, ?µÍ≥Ñ ?ÑÎ°úÍ∑∏ÎûòÎ∞? ?µÍ≥Ñ??Ï∂îÎ°†","('?∞Ïù¥??Î∂ÑÏÑù', 'O')"
"Python, R, SQL, ?∞Ïù¥??Î∂ÑÏÑù, ?∞Ïù¥??Î∂ÑÏÑù, ?µÍ≥Ñ, ?µÍ≥Ñ ?êÎ£å Î∂ÑÏÑù, ?µÍ≥Ñ ?ÑÎ°úÍ∑∏ÎûòÎ∞? ?µÍ≥Ñ??Ï∂îÎ°†","('?µÍ≥Ñ', 'O')"
"Python, R, SQL, ?∞Ïù¥??Î∂ÑÏÑù, ?∞Ïù¥??Î∂ÑÏÑù, ?µÍ≥Ñ, ?µÍ≥Ñ ?êÎ£å Î∂ÑÏÑù, ?µÍ≥Ñ ?ÑÎ°úÍ∑∏ÎûòÎ∞? ?µÍ≥Ñ??Ï∂îÎ°†","('?µÍ≥Ñ ?êÎ£å Î∂ÑÏÑù', 'O')"
"Python, R, SQL, ?∞Ïù¥??Î∂ÑÏÑù, ?∞Ïù¥??Î∂ÑÏÑù, ?µÍ≥Ñ, ?µÍ≥Ñ ?êÎ£å Î∂ÑÏÑù, ?µÍ≥Ñ ?ÑÎ°úÍ∑∏ÎûòÎ∞? ?µÍ≥Ñ??Ï∂îÎ°†","('?µÍ≥Ñ ?ÑÎ°úÍ∑∏ÎûòÎ∞?, 'O')"
"Python, R, SQL, ?∞Ïù¥??Î∂ÑÏÑù, ?∞Ïù¥??Î∂ÑÏÑù, ?µÍ≥Ñ, ?µÍ≥Ñ ?êÎ£å Î∂ÑÏÑù, ?µÍ≥Ñ ?ÑÎ°úÍ∑∏ÎûòÎ∞? ?µÍ≥Ñ??Ï∂îÎ°†","('?µÍ≥Ñ??Ï∂îÎ°†', 'O')"
"Java, JPA, IntelliJ IDEA, Spring Boot, Kubernetes","('jpa', 'O')"
"Java, JPA, IntelliJ IDEA, Spring Boot, Kubernetes","('intellij idea', 'O')"
"Git, React, HTML, Python, CSS ?êÎ∞î ?§ÌÅ¨Î¶ΩÌä∏, Qt","('css ?êÎ∞î ?§ÌÅ¨Î¶ΩÌä∏', 'O')"
"Git, React, HTML, Python, CSS ?êÎ∞î ?§ÌÅ¨Î¶ΩÌä∏, Qt","('qt', 'O')"
"Confluence, JIRA, MongoDB, MySQL, JavaScript, Node.js, TypeScript, AWS, Heroku, Visual Studio Code, Nest.js","('node.js', 'O')"
"Confluence, JIRA, MongoDB, MySQL, JavaScript, Node.js, TypeScript, AWS, Heroku, Visual Studio Code, Nest.js","('heroku', 'O')"
"Confluence, JIRA, MongoDB, MySQL, JavaScript, Node.js, TypeScript, AWS, Heroku, Visual Studio Code, Nest.js","('visual studio code', 'O')"
"Confluence, JIRA, MongoDB, MySQL, JavaScript, Node.js, TypeScript, AWS, Heroku, Visual Studio Code, Nest.js","('nest.js', 'O')"
"jQuery, Next.js, Vue.JS","('jquery', 'O')"
"jQuery, Next.js, Vue.JS","('next.js', 'O')"
"jQuery, Next.js, Vue.JS","('vue.js', 'O')"
"Python, TypeScript, AWS, EC2","('ec2', 'O')"
"Java, C, C++, API, API","('api', 'O')"
"Java, C, C++, API, API","('api', 'O')"
"HTTP, RDBMS, ORM, Î¶¨ÎàÖ???úÎ≤Ñ, Restful API","('http', 'O')"
"HTTP, RDBMS, ORM, Î¶¨ÎàÖ???úÎ≤Ñ, Restful API","('rdbms', 'O')"
"HTTP, RDBMS, ORM, Î¶¨ÎàÖ???úÎ≤Ñ, Restful API","('orm', 'O')"
"HTTP, RDBMS, ORM, Î¶¨ÎàÖ???úÎ≤Ñ, Restful API","('Î¶¨ÎàÖ???úÎ≤Ñ', 'O')"
"HTTP, RDBMS, ORM, Î¶¨ÎàÖ???úÎ≤Ñ, Restful API","('restful api', 'O')"
"Node.js, Python","('node.js', 'O')"
"Github, MySQL, Python, REST, FastAPI","('rest', 'O')"
"Git, Github, Linux, React, HTML, JavaScript, Python, AWS, Docker","('linux', 'O')"
Product Management ,"('product management', 'O')"
"Git, React, CSS, JavaScript, Node.js, TypeScript, AWS, Jenkins, UX, JSP, UI ?îÏûê?? React.js, React Native, Redux","('node.js', 'O')"
"Git, React, CSS, JavaScript, Node.js, TypeScript, AWS, Jenkins, UX, JSP, UI ?îÏûê?? React.js, React Native, Redux","('ux', 'O')"
"Git, React, CSS, JavaScript, Node.js, TypeScript, AWS, Jenkins, UX, JSP, UI ?îÏûê?? React.js, React Native, Redux","('jsp', 'O')"
"Git, React, CSS, JavaScript, Node.js, TypeScript, AWS, Jenkins, UX, JSP, UI ?îÏûê?? React.js, React Native, Redux","('ui ?îÏûê??, 'O')"
"Git, React, CSS, JavaScript, Node.js, TypeScript, AWS, Jenkins, UX, JSP, UI ?îÏûê?? React.js, React Native, Redux","('react.js', 'O')"
"Github, React, CSS, TypeScript, ?åÌîÑ?∏Ïõ®??Í∞úÎ∞ú, ??Í∞úÎ∞ú, ?ÑÎ°†?∏Ïóî??Í∞úÎ∞ú?? Next.js","('?åÌîÑ?∏Ïõ®??Í∞úÎ∞ú', 'O')"
"Github, React, CSS, TypeScript, ?åÌîÑ?∏Ïõ®??Í∞úÎ∞ú, ??Í∞úÎ∞ú, ?ÑÎ°†?∏Ïóî??Í∞úÎ∞ú?? Next.js","('??Í∞úÎ∞ú', 'O')"
"Github, React, CSS, TypeScript, ?åÌîÑ?∏Ïõ®??Í∞úÎ∞ú, ??Í∞úÎ∞ú, ?ÑÎ°†?∏Ïóî??Í∞úÎ∞ú?? Next.js","('?ÑÎ°†?∏Ïóî??Í∞úÎ∞ú??, 'O')"
"Github, React, CSS, TypeScript, ?åÌîÑ?∏Ïõ®??Í∞úÎ∞ú, ??Í∞úÎ∞ú, ?ÑÎ°†?∏Ïóî??Í∞úÎ∞ú?? Next.js","('next.js', 'O')"
"Git, Linux, C / C++, Python, SQL, Docker","('linux', 'O')"
"Git, Linux, C / C++, Python, SQL, Docker","('c / c++', 'O')"
"Git, Linux, C / C++, Python, SQL, Docker","('sql', 'O')"
"Azure, Pytorch, Tensorflow, Python, NLP, AWS, GCP","('azure', 'O')"
"Azure, Pytorch, Tensorflow, Python, NLP, AWS, GCP","('nlp', 'O')"
"Git, Github, React, JavaScript, Kotlin, SQL, Docker, Spring Framework, JPA","('sql', 'O')"
"Git, Github, React, JavaScript, Kotlin, SQL, Docker, Spring Framework, JPA","('spring framework', 'O')"
"Git, Github, React, JavaScript, Kotlin, SQL, Docker, Spring Framework, JPA","('jpa', 'O')"
Figma,"('figma', 'O')"
"Github, React, Java, HTML5, JSP, Spring Framework, Kubernetes, Vue.JS","('html5', 'O')"
"Github, React, Java, HTML5, JSP, Spring Framework, Kubernetes, Vue.JS","('jsp', 'O')"
"Github, React, Java, HTML5, JSP, Spring Framework, Kubernetes, Vue.JS","('spring framework', 'O')"
"Github, React, Java, HTML5, JSP, Spring Framework, Kubernetes, Vue.JS","('vue.js', 'O')"
"Linux, Windows ?úÎ≤Ñ, Docker, DLP, Prometheus","('linux', 'O')"
"Linux, Windows ?úÎ≤Ñ, Docker, DLP, Prometheus","('windows ?úÎ≤Ñ', 'O')"
"Linux, Windows ?úÎ≤Ñ, Docker, DLP, Prometheus","('dlp', 'O')"
"Git, Linux, MongoDB, MySQL, HTML, JavaScript, Node.js, PHP, AWS, Docker","('linux', 'O')"
"Git, Linux, MongoDB, MySQL, HTML, JavaScript, Node.js, PHP, AWS, Docker","('node.js', 'O')"
"Django, Python, RDBMS, FastAPI, Restful API","('rdbms', 'O')"
"Django, Python, RDBMS, FastAPI, Restful API","('restful api', 'O')"
"Java, SQL, Spring Boot","('sql', 'O')"
"MongoDB, Node.js, TypeScript, AWS","('node.js', 'O')"
"Github, Linux, C / C++, Python, Docker","('linux', 'O')"
"Github, Linux, C / C++, Python, Docker","('c / c++', 'O')"
"Unreal Engine, C++","('unreal engine', 'O')"
"Azure, Pytorch, Tensorflow, Python, NLP, AWS, GCP","('azure', 'O')"
"Azure, Pytorch, Tensorflow, Python, NLP, AWS, GCP","('nlp', 'O')"
"JIRA, Trello, UX, UI ?îÏûê?? Figma","('ux', 'O')"
"JIRA, Trello, UX, UI ?îÏûê?? Figma","('ui ?îÏûê??, 'O')"
"JIRA, Trello, UX, UI ?îÏûê?? Figma","('figma', 'O')"
"React, Java, JavaScript, TypeScript, AWS, Spring Boot, Next.js, Restful API","('next.js', 'O')"
"React, Java, JavaScript, TypeScript, AWS, Spring Boot, Next.js, Restful API","('restful api', 'O')"
"Git, MySQL, React, CSS, HTML, Java, JavaScript, Node.js, Spring Framework, React Native","('node.js', 'O')"
"Git, MySQL, React, CSS, HTML, Java, JavaScript, Node.js, Spring Framework, React Native","('spring framework', 'O')"
"Git, Linux, MySQL, Java, JavaScript, AWS, Spring Framework","('linux', 'O')"
"Git, Linux, MySQL, Java, JavaScript, AWS, Spring Framework","('spring framework', 'O')"
"Github, Node.js, TypeScript, AWS, API, PostgreSQL, EC2","('node.js', 'O')"
"Github, Node.js, TypeScript, AWS, API, PostgreSQL, EC2","('api', 'O')"
"Github, Node.js, TypeScript, AWS, API, PostgreSQL, EC2","('ec2', 'O')"
"Pytorch, Python, AWS, OpenCV, Next.js, Nest.js","('next.js', 'O')"
"Pytorch, Python, AWS, OpenCV, Next.js, Nest.js","('nest.js', 'O')"
"MySQL, React, HTML, JavaScript, Python, Spring Framework","('spring framework', 'O')"
"Git, Linux, Pytorch, Scikit-Learn, Tensorflow, Python, OpenCV","('linux', 'O')"
"Python, SQL","('sql', 'O')"
"AR, VR, Unity3D","('ar', 'O')"
"AR, VR, Unity3D","('vr', 'O')"
"AR, VR, Unity3D","('unity3d', 'O')"
"Git, Android, iOS, React, JavaScript, React Native","('android', 'O')"
"Git, Android, iOS, React, JavaScript, React Native","('ios', 'O')"
"JavaScript, Python, Spring Framework","('spring framework', 'O')"
"MySQL, C / C++, Í∞úÎ∞ú, IT ?¥ÏòÅ, IT Í¥ÄÎ¶?,('c / c++'"," 'O')"""
"MySQL, C / C++, Í∞úÎ∞ú, IT ?¥ÏòÅ, IT Í¥ÄÎ¶?,('Í∞úÎ∞ú'"," 'O')"""
"MySQL, C / C++, Í∞úÎ∞ú, IT ?¥ÏòÅ, IT Í¥ÄÎ¶?,('it ?¥ÏòÅ'"," 'O')"""
"MySQL, C / C++, Í∞úÎ∞ú, IT ?¥ÏòÅ, IT Í¥ÄÎ¶?,('it Í¥ÄÎ¶?"," 'O')"""
"Git, Linux, MySQL, React, HTML, JavaScript, PHP, SQL","('linux', 'O')"
"Git, Linux, MySQL, React, HTML, JavaScript, PHP, SQL","('sql', 'O')"
"React, Node.js, TypeScript, Next.js","('node.js', 'O')"
"React, Node.js, TypeScript, Next.js","('next.js', 'O')"
Next.js,"('next.js', 'O')"
"AJAX, PHP, jQuery","('ajax', 'O')"
"AJAX, PHP, jQuery","('jquery', 'O')"
"C / C++, Python","('c / c++', 'O')"
"Linux, Java, REST, Tomcat, Spring Framework, Restful API","('linux', 'O')"
"Linux, Java, REST, Tomcat, Spring Framework, Restful API","('rest', 'O')"
"Linux, Java, REST, Tomcat, Spring Framework, Restful API","('tomcat', 'O')"
"Linux, Java, REST, Tomcat, Spring Framework, Restful API","('spring framework', 'O')"
"Linux, Java, REST, Tomcat, Spring Framework, Restful API","('restful api', 'O')"
"Git, Github, Linux, Python, Docker","('linux', 'O')"
"Pytorch, Tensorflow, Python, AWS, Docker, EDA, Kubernetes, ML","('eda', 'O')"
"Pytorch, Tensorflow, Python, AWS, Docker, EDA, Kubernetes, ML","('ml', 'O')"
"JIRA, Slack, Figma, Notion","('figma', 'O')"
"HTML, TypeScript, jQuery, React.js, Vue.JS","('jquery', 'O')"
"HTML, TypeScript, jQuery, React.js, Vue.JS","('react.js', 'O')"
"HTML, TypeScript, jQuery, React.js, Vue.JS","('vue.js', 'O')"
"Git, Java, AWS, Spring Framework","('spring framework', 'O')"
"JIRA, Linux, Java, JavaScript, Python","('linux', 'O')"
"React, Docker, JPA, Spring Boot","('jpa', 'O')"
"Zeplin, Linux, MongoDB, Python, SSIS, MSSQL","('linux', 'O')"
"Zeplin, Linux, MongoDB, Python, SSIS, MSSQL","('ssis', 'O')"
"GraphQL, JavaScript, TypeScript, HTML5, Next.js","('html5', 'O')"
"GraphQL, JavaScript, TypeScript, HTML5, Next.js","('next.js', 'O')"
"Slack, MySQL, React, TypeScript, AWS, MS ?§Ìîº?? SASS, Notion","('ms ?§Ìîº??, 'O')"
"Slack, MySQL, React, TypeScript, AWS, MS ?§Ìîº?? SASS, Notion","('sass', 'O')"
"BitBucket, Confluence, JIRA, Node.js, TypeScript, Jenkins, React.js, Figma, Redux, Next.js","('node.js', 'O')"
"BitBucket, Confluence, JIRA, Node.js, TypeScript, Jenkins, React.js, Figma, Redux, Next.js","('react.js', 'O')"
"BitBucket, Confluence, JIRA, Node.js, TypeScript, Jenkins, React.js, Figma, Redux, Next.js","('figma', 'O')"
"BitBucket, Confluence, JIRA, Node.js, TypeScript, Jenkins, React.js, Figma, Redux, Next.js","('next.js', 'O')"
"Github, Android, iOS, React, HTML, JavaScript, Swift, React Native","('android', 'O')"
"Github, Android, iOS, React, HTML, JavaScript, Swift, React Native","('ios', 'O')"
"Git, Linux, Kotlin, AWS, Spring Framework","('linux', 'O')"
"Git, Linux, Kotlin, AWS, Spring Framework","('spring framework', 'O')"
"Git, Linux, MySQL, HTML, JavaScript, Kotlin, Python, SQL, AWS, Spring Framework, JPA","('linux', 'O')"
"Git, Linux, MySQL, HTML, JavaScript, Kotlin, Python, SQL, AWS, Spring Framework, JPA","('sql', 'O')"
"Git, Linux, MySQL, HTML, JavaScript, Kotlin, Python, SQL, AWS, Spring Framework, JPA","('spring framework', 'O')"
"Git, Linux, MySQL, HTML, JavaScript, Kotlin, Python, SQL, AWS, Spring Framework, JPA","('jpa', 'O')"
"Github, MySQL, React, CSS, JavaScript, Node.js, SQL, TypeScript, AWS, Docker, ORM, API Í∞úÎ∞ú, Nest.js","('node.js', 'O')"
"Github, MySQL, React, CSS, JavaScript, Node.js, SQL, TypeScript, AWS, Docker, ORM, API Í∞úÎ∞ú, Nest.js","('sql', 'O')"
