technicalTags,mapped_technicalTags
"JavaScript, ES6, HTML, CSS, REST API, Bootstrap, AWS S3, AWS CloudFront, AWS CodeCommit","('aws codecommit', 'B-TOOL')"
"Java, Spring Boot, JavaScript, JSP, Git, REST API, Linux, MySQL, NoSQL, Nginx, Redis, ES6","('jsp', 'B-LANG')"
"Java, Spring Boot, JavaScript, JSP, Git, REST API, Linux, MySQL, NoSQL, Nginx, Redis, ES6","('rest api', 'B-FRAME')"
"Java, Spring Boot, JavaScript, JSP, Git, REST API, Linux, MySQL, NoSQL, Nginx, Redis, ES6","('linux', 'B-TOOL')"
"Java, Spring Boot, JavaScript, JSP, Git, REST API, Linux, MySQL, NoSQL, Nginx, Redis, ES6","('nosql', 'B-TOOL')"
"Java, Spring Boot, JavaScript, JSP, Git, REST API, Linux, MySQL, NoSQL, Nginx, Redis, ES6","('nginx', 'B-FRAME')"
"Java, Spring Boot, JavaScript, JSP, Git, REST API, Linux, MySQL, NoSQL, Nginx, Redis, ES6","('es6', 'B-LANG')"
"Python, Vue.js, TypeScript, Next.js, Redux.js, Elasticsearch, Machine Learning, Big Data, ReactJS, JavaScript","('vue.js', 'B-FRAME')"
"Python, Vue.js, TypeScript, Next.js, Redux.js, Elasticsearch, Machine Learning, Big Data, ReactJS, JavaScript","('next.js', 'B-FRAME')"
"Python, Vue.js, TypeScript, Next.js, Redux.js, Elasticsearch, Machine Learning, Big Data, ReactJS, JavaScript","('redux.js', 'B-LIB')"
"Python, Vue.js, TypeScript, Next.js, Redux.js, Elasticsearch, Machine Learning, Big Data, ReactJS, JavaScript","('machine learning', 'B-FRAME')"
"Python, Vue.js, TypeScript, Next.js, Redux.js, Elasticsearch, Machine Learning, Big Data, ReactJS, JavaScript","('big data', 'B-TOOL')"
"Python, Node.js, MySQL","('node.js', 'B-FRAME')"
"Django, Docker, Python, Apache Kafka, PostgreSQL, GraphQL","('apache kafka', 'B-TOOL')"
"ReactJS, Vue.js, Angular, HTML, JavaScript, CSS, MobX, Git","('vue.js', 'B-FRAME')"
"flutter, Dart, JIRA, Git, Android, iOS, React Native","('flutter', 'B-FRAME')"
"flutter, Dart, JIRA, Git, Android, iOS, React Native","('android', 'B-FRAME')"
"flutter, Dart, JIRA, Git, Android, iOS, React Native","('ios', 'B-TOOL')"
"Python, PyTorch, Tensorflow, Caffe(Convolutional Architecture for Fast Feature Embedding)","('caffe(convolutional architecture for fast feature embedding)', 'B-FRAME')"
"Java, JSP, JavaScript, Spring, HTML5, jQuery, Git, REST API","('jsp', 'B-FRAME')"
"Java, JSP, JavaScript, Spring, HTML5, jQuery, Git, REST API","('html5', 'B-LANG')"
"Java, JSP, JavaScript, Spring, HTML5, jQuery, Git, REST API","('jquery', 'B-LIB')"
"Java, JSP, JavaScript, Spring, HTML5, jQuery, Git, REST API","('rest api', 'B-FRAME')"
"AWS CloudFormation, Kubernetes, Docker, Azure Network Watcher, JIRA, Slack API","('aws cloudformation', 'B-TOOL')"
"AWS CloudFormation, Kubernetes, Docker, Azure Network Watcher, JIRA, Slack API","('azure network watcher', 'B-TOOL')"
"AWS CloudFormation, Kubernetes, Docker, Azure Network Watcher, JIRA, Slack API","('slack api', 'B-TOOL')"
"JavaScript, PHP, Vue.js","('vue.js', 'B-FRAME')"
"C#, .NET, DevExpress, MSSQL(Microsoft SQL Server), MySQL, REST API","('.net', 'B-FRAME')"
"C#, .NET, DevExpress, MSSQL(Microsoft SQL Server), MySQL, REST API","('devexpress', 'B-TOOL')"
"C#, .NET, DevExpress, MSSQL(Microsoft SQL Server), MySQL, REST API","('mssql(microsoft sql server)', 'B-TOOL')"
"C#, .NET, DevExpress, MSSQL(Microsoft SQL Server), MySQL, REST API","('rest api', 'B-FRAME')"
"ReactJS, Vue.js, HTML","('vue.js', 'B-FRAME')"
"Node.js, ReactJS, TypeScript, REST API, PHP, React Native","('node.js', 'B-FRAME')"
"Node.js, ReactJS, TypeScript, REST API, PHP, React Native","('rest api', 'B-FRAME')"
"Java, JavaScript, MySQL, MariaDB, Ubuntu","('mariadb', 'B-TOOL')"
"Java, JavaScript, MySQL, MariaDB, Ubuntu","('ubuntu', 'B-TOOL')"
"C++, OOP, Unreal Engine","('oop', 'B-LANG')"
"C++, OOP, Unreal Engine","('unreal engine', 'B-FRAME')"
"Node.js, ReactJS, JavaScript, TypeScript, Redux.js, Git, React Native, PHP, ExpressJS","('node.js', 'B-FRAME')"
"Node.js, ReactJS, JavaScript, TypeScript, Redux.js, Git, React Native, PHP, ExpressJS","('redux.js', 'B-LIB')"
"JavaScript, Node.js, ReactJS","('node.js', 'B-FRAME')"
"Vue.js, Node.js, TypeScript, JavaScript, JIRA, Webpack, React Admin, Sass(SCSS), Axios","('vue.js', 'B-FRAME')"
"Vue.js, Node.js, TypeScript, JavaScript, JIRA, Webpack, React Admin, Sass(SCSS), Axios","('node.js', 'B-FRAME')"
"Vue.js, Node.js, TypeScript, JavaScript, JIRA, Webpack, React Admin, Sass(SCSS), Axios","('webpack', 'B-TOOL')"
"Vue.js, Node.js, TypeScript, JavaScript, JIRA, Webpack, React Admin, Sass(SCSS), Axios","('react admin', 'B-FRAME')"
"Vue.js, Node.js, TypeScript, JavaScript, JIRA, Webpack, React Admin, Sass(SCSS), Axios","('sass(scss)', 'B-LIB')"
"Vue.js, Node.js, TypeScript, JavaScript, JIRA, Webpack, React Admin, Sass(SCSS), Axios","('axios', 'B-LIB')"
"Python, Apache HTTP Server, GitHub, Docker, Jenkins, Kubernetes, Terraform, Packer, Bamboo, Spinnaker","('apache http server', 'B-FRAME')"
"Python, Apache HTTP Server, GitHub, Docker, Jenkins, Kubernetes, Terraform, Packer, Bamboo, Spinnaker","('bamboo', 'B-FRAME')"
"Python, Apache HTTP Server, GitHub, Docker, Jenkins, Kubernetes, Terraform, Packer, Bamboo, Spinnaker","('spinnaker', 'B-FRAME')"
"AWS API Gateway, Python, REST API, AWS Lambda, AWS DynamoDB, MongoDB, JavaScript, C, C++","('aws api gateway', 'B-TOOL')"
"AWS API Gateway, Python, REST API, AWS Lambda, AWS DynamoDB, MongoDB, JavaScript, C, C++","('rest api', 'B-FRAME')"
"AWS API Gateway, Python, REST API, AWS Lambda, AWS DynamoDB, MongoDB, JavaScript, C, C++","('aws lambda', 'B-TOOL')"
"Python, Java, AWS S3, Apache Kafka, AWS DynamoDB, Apache Spark, Apache Airflow, Pandas, AWS EMR, Jupyter, PyTorch, AWS Kinesis, AWS SageMaker, GitHub, Bamboo","('aws s3', 'B-TOOL')"
"Python, Java, AWS S3, Apache Kafka, AWS DynamoDB, Apache Spark, Apache Airflow, Pandas, AWS EMR, Jupyter, PyTorch, AWS Kinesis, AWS SageMaker, GitHub, Bamboo","('apache kafka', 'B-TOOL')"
"Python, Java, AWS S3, Apache Kafka, AWS DynamoDB, Apache Spark, Apache Airflow, Pandas, AWS EMR, Jupyter, PyTorch, AWS Kinesis, AWS SageMaker, GitHub, Bamboo","('apache airflow', 'B-FRAME')"
"Python, Java, AWS S3, Apache Kafka, AWS DynamoDB, Apache Spark, Apache Airflow, Pandas, AWS EMR, Jupyter, PyTorch, AWS Kinesis, AWS SageMaker, GitHub, Bamboo","('aws emr', 'B-TOOL')"
"Python, Java, AWS S3, Apache Kafka, AWS DynamoDB, Apache Spark, Apache Airflow, Pandas, AWS EMR, Jupyter, PyTorch, AWS Kinesis, AWS SageMaker, GitHub, Bamboo","('jupyter', 'B-TOOL')"
"Python, Java, AWS S3, Apache Kafka, AWS DynamoDB, Apache Spark, Apache Airflow, Pandas, AWS EMR, Jupyter, PyTorch, AWS Kinesis, AWS SageMaker, GitHub, Bamboo","('aws sagemaker', 'B-TOOL')"
"Python, Java, AWS S3, Apache Kafka, AWS DynamoDB, Apache Spark, Apache Airflow, Pandas, AWS EMR, Jupyter, PyTorch, AWS Kinesis, AWS SageMaker, GitHub, Bamboo","('bamboo', 'B-FRAME')"
"C, Kubernetes, Apache Spark, Apache Hadoop, Apache Kafka, Big Data, GCP(Google Cloud Platform)","('apache hadoop', 'B-TOOL')"
"C, Kubernetes, Apache Spark, Apache Hadoop, Apache Kafka, Big Data, GCP(Google Cloud Platform)","('apache kafka', 'B-TOOL')"
"C, Kubernetes, Apache Spark, Apache Hadoop, Apache Kafka, Big Data, GCP(Google Cloud Platform)","('big data', 'B-TOOL')"
"C, Kubernetes, Apache Spark, Apache Hadoop, Apache Kafka, Big Data, GCP(Google Cloud Platform)","('gcp(google cloud platform)', 'B-TOOL')"
"Python, Apache HTTP Server, GitHub, Docker, Jenkins, Kubernetes, Terraform, Packer, Bamboo, Spinnaker","('apache http server', 'B-FRAME')"
"Python, Apache HTTP Server, GitHub, Docker, Jenkins, Kubernetes, Terraform, Packer, Bamboo, Spinnaker","('bamboo', 'B-FRAME')"
"Python, Apache HTTP Server, GitHub, Docker, Jenkins, Kubernetes, Terraform, Packer, Bamboo, Spinnaker","('spinnaker', 'B-FRAME')"
"Python, Django, AWS EC2","('aws ec2', 'B-TOOL')"
"Linux, Qt, GitLab, Windows, Android, C, C++","('linux', 'B-TOOL')"
"Linux, Qt, GitLab, Windows, Android, C, C++","('qt', 'B-FRAME')"
"Linux, Qt, GitLab, Windows, Android, C, C++","('windows', 'B-TOOL')"
"Linux, Qt, GitLab, Windows, Android, C, C++","('android', 'B-FRAME')"
"JavaScript, Bootstrap, MySQL, PHP","('bootstrap', 'B-FRAME')"
"Next.js, HTML5, ES6, CSS3, ReactJS, Vue.js","('next.js', 'B-FRAME')"
"Next.js, HTML5, ES6, CSS3, ReactJS, Vue.js","('html5', 'B-LANG')"
"Next.js, HTML5, ES6, CSS3, ReactJS, Vue.js","('es6', 'B-LANG')"
"Next.js, HTML5, ES6, CSS3, ReactJS, Vue.js","('css3', 'B-LIB')"
"Next.js, HTML5, ES6, CSS3, ReactJS, Vue.js","('vue.js', 'B-FRAME')"
"Docker, GitHub, Amazon Web Services(AWS)","('amazon web services(aws)', 'B-TOOL')"
"AngularJS, ReactJS, Vue.js, HTML, CSS","('vue.js', 'B-FRAME')"
"MySQL, Android","('android', 'B-FRAME')"
"ReactJS, TypeScript, Redux.js, ThreeJS, styled-components","('redux.js', 'B-LIB')"
"ReactJS, TypeScript, Redux.js, ThreeJS, styled-components","('threejs', 'B-LIB')"
"ReactJS, TypeScript, JSX, Sass(SCSS), CI/CD, GitHub Actions, Node.js, MySQL, AWS CloudFront, AWS CloudWatch, AWS DynamoDB, AWS EC2","('jsx', 'B-LANG')"
"ReactJS, TypeScript, JSX, Sass(SCSS), CI/CD, GitHub Actions, Node.js, MySQL, AWS CloudFront, AWS CloudWatch, AWS DynamoDB, AWS EC2","('sass(scss)', 'B-LANG')"
"ReactJS, TypeScript, JSX, Sass(SCSS), CI/CD, GitHub Actions, Node.js, MySQL, AWS CloudFront, AWS CloudWatch, AWS DynamoDB, AWS EC2","('ci/cd', 'B-TOOL')"
"ReactJS, TypeScript, JSX, Sass(SCSS), CI/CD, GitHub Actions, Node.js, MySQL, AWS CloudFront, AWS CloudWatch, AWS DynamoDB, AWS EC2","('github actions', 'B-TOOL')"
"ReactJS, TypeScript, JSX, Sass(SCSS), CI/CD, GitHub Actions, Node.js, MySQL, AWS CloudFront, AWS CloudWatch, AWS DynamoDB, AWS EC2","('node.js', 'B-FRAME')"
"ReactJS, TypeScript, JSX, Sass(SCSS), CI/CD, GitHub Actions, Node.js, MySQL, AWS CloudFront, AWS CloudWatch, AWS DynamoDB, AWS EC2","('aws cloudfront', 'B-TOOL')"
"ReactJS, TypeScript, JSX, Sass(SCSS), CI/CD, GitHub Actions, Node.js, MySQL, AWS CloudFront, AWS CloudWatch, AWS DynamoDB, AWS EC2","('aws cloudwatch', 'B-TOOL')"
"ReactJS, TypeScript, JSX, Sass(SCSS), CI/CD, GitHub Actions, Node.js, MySQL, AWS CloudFront, AWS CloudWatch, AWS DynamoDB, AWS EC2","('aws ec2', 'B-TOOL')"
"Vue.js, ExpressJS, Spring Boot, TypeScript, Node.js, AWS EC2, AWS S3, AWS Lambda, AWS RDS, NestJS, Nuxt.js","('vue.js', 'B-FRAME')"
"Vue.js, ExpressJS, Spring Boot, TypeScript, Node.js, AWS EC2, AWS S3, AWS Lambda, AWS RDS, NestJS, Nuxt.js","('node.js', 'B-FRAME')"
"Vue.js, ExpressJS, Spring Boot, TypeScript, Node.js, AWS EC2, AWS S3, AWS Lambda, AWS RDS, NestJS, Nuxt.js","('aws ec2', 'B-TOOL')"
"Vue.js, ExpressJS, Spring Boot, TypeScript, Node.js, AWS EC2, AWS S3, AWS Lambda, AWS RDS, NestJS, Nuxt.js","('aws s3', 'B-TOOL')"
"Vue.js, ExpressJS, Spring Boot, TypeScript, Node.js, AWS EC2, AWS S3, AWS Lambda, AWS RDS, NestJS, Nuxt.js","('aws lambda', 'B-TOOL')"
"Vue.js, ExpressJS, Spring Boot, TypeScript, Node.js, AWS EC2, AWS S3, AWS Lambda, AWS RDS, NestJS, Nuxt.js","('aws rds', 'B-TOOL')"
"Vue.js, ExpressJS, Spring Boot, TypeScript, Node.js, AWS EC2, AWS S3, AWS Lambda, AWS RDS, NestJS, Nuxt.js","('nuxt.js', 'B-FRAME')"
"Docker, Django, Node.js, R, SQL, Vue.js, ReactJS, Python, MySQL, jQuery, JavaScript, HTML, Java","('node.js', 'B-FRAME')"
"Docker, Django, Node.js, R, SQL, Vue.js, ReactJS, Python, MySQL, jQuery, JavaScript, HTML, Java","('sql', 'B-TOOL')"
"Docker, Django, Node.js, R, SQL, Vue.js, ReactJS, Python, MySQL, jQuery, JavaScript, HTML, Java","('vue.js', 'B-FRAME')"
"Docker, Django, Node.js, R, SQL, Vue.js, ReactJS, Python, MySQL, jQuery, JavaScript, HTML, Java","('jquery', 'B-LIB')"
"Django, AWS EC2, AWS RDS, Elasticsearch","('aws ec2', 'B-TOOL')"
"Django, AWS EC2, AWS RDS, Elasticsearch","('aws rds', 'B-TOOL')"
"React Native, Android, iOS, TypeScript, Firebase, Zeplin","('android', 'B-FRAME')"
"React Native, Android, iOS, TypeScript, Firebase, Zeplin","('ios', 'B-TOOL')"
"React Native, Android, iOS, TypeScript, Firebase, Zeplin","('firebase', 'B-TOOL')"
"JavaScript, MySQL, Node.js, PHP, AWS EC2, Linux, flutter","('node.js', 'B-FRAME')"
"JavaScript, MySQL, Node.js, PHP, AWS EC2, Linux, flutter","('aws ec2', 'B-TOOL')"
"JavaScript, MySQL, Node.js, PHP, AWS EC2, Linux, flutter","('linux', 'B-TOOL')"
"JavaScript, MySQL, Node.js, PHP, AWS EC2, Linux, flutter","('flutter', 'B-FRAME')"
"ReactJS, JavaScript, CSS, HTML, Spring Boot, jQuery","('jquery', 'B-LIB')"
"Spring, Java, Google Cloud Platform, Data Analysis, Big Data, Element UI, GCP(Google Cloud Platform), SQL, Python, MySQL, Docker, C#","('google cloud platform', 'B-TOOL')"
"Spring, Java, Google Cloud Platform, Data Analysis, Big Data, Element UI, GCP(Google Cloud Platform), SQL, Python, MySQL, Docker, C#","('data analysis', 'B-TOOL')"
"Spring, Java, Google Cloud Platform, Data Analysis, Big Data, Element UI, GCP(Google Cloud Platform), SQL, Python, MySQL, Docker, C#","('big data', 'B-TOOL')"
"Spring, Java, Google Cloud Platform, Data Analysis, Big Data, Element UI, GCP(Google Cloud Platform), SQL, Python, MySQL, Docker, C#","('element ui', 'B-FRAME')"
"Spring, Java, Google Cloud Platform, Data Analysis, Big Data, Element UI, GCP(Google Cloud Platform), SQL, Python, MySQL, Docker, C#","('gcp(google cloud platform)', 'B-TOOL')"
"Spring, Java, Google Cloud Platform, Data Analysis, Big Data, Element UI, GCP(Google Cloud Platform), SQL, Python, MySQL, Docker, C#","('sql', 'B-TOOL')"
"JavaScript, React Hooks API, TypeScript","('react hooks api', 'B-LIB')"
"Apache Airflow, Apache Spark, Machine Learning, Deep Learning","('apache airflow', 'B-FRAME')"
"Apache Airflow, Apache Spark, Machine Learning, Deep Learning","('machine learning', 'B-FRAME')"
"Apache Airflow, Apache Spark, Machine Learning, Deep Learning","('deep learning', 'B-FRAME')"
"Django, Python, Spring, Docker, JavaScript, TypeScript, Node.js, Flask, GitLab, Zeplin, OOP, AWS EC2","('node.js', 'B-FRAME')"
"Django, Python, Spring, Docker, JavaScript, TypeScript, Node.js, Flask, GitLab, Zeplin, OOP, AWS EC2","('oop', 'B-LANG')"
"Django, Python, Spring, Docker, JavaScript, TypeScript, Node.js, Flask, GitLab, Zeplin, OOP, AWS EC2","('aws ec2', 'B-TOOL')"
"Java, Spring Boot, REST API, Vue.js, Nuxt.js, TypeScript","('rest api', 'B-FRAME')"
"Java, Spring Boot, REST API, Vue.js, Nuxt.js, TypeScript","('vue.js', 'B-FRAME')"
"Java, Spring Boot, REST API, Vue.js, Nuxt.js, TypeScript","('nuxt.js', 'B-FRAME')"
"React Native, Next.js, JavaScript, TypeScript, Redux.js, AWS Cloud9, Docker, Git, Jenkins","('next.js', 'B-FRAME')"
"React Native, Next.js, JavaScript, TypeScript, Redux.js, AWS Cloud9, Docker, Git, Jenkins","('redux.js', 'B-LIB')"
"React Native, Next.js, JavaScript, TypeScript, Redux.js, AWS Cloud9, Docker, Git, Jenkins","('aws cloud9', 'B-TOOL')"
"Python, OpenStack, Linux, C, C#, C++","('linux', 'B-TOOL')"
"OpenStack, Red Hat Ceph Storage, Amazon Web Services(AWS)","('red hat ceph storage', 'B-TOOL')"
"OpenStack, Red Hat Ceph Storage, Amazon Web Services(AWS)","('amazon web services(aws)', 'B-TOOL')"
"Xamarin, Objective-C, Swift","('xamarin', 'B-FRAME')"
"Xamarin, Objective-C, Swift","('objective-c', 'B-LANG')"
"DBA(Database administration), OpenStack, Azure","('dba(database administration)', 'B-TOOL')"
"DBA(Database administration), OpenStack, Azure","('azure', 'B-TOOL')"
"Nexacro, Java, Oracle, Spring, JavaScript","('nexacro', 'B-FRAME')"
"TypeScript, ReactJS, JavaScript, Webpack, Tailwind CSS, Redux.js, AngularJS","('webpack', 'B-TOOL')"
"TypeScript, ReactJS, JavaScript, Webpack, Tailwind CSS, Redux.js, AngularJS","('tailwind css', 'B-FRAME')"
"TypeScript, ReactJS, JavaScript, Webpack, Tailwind CSS, Redux.js, AngularJS","('redux.js', 'B-LIB')"
"Django, DRF(Django REST framework), Pandas, Numpy, Celery, MySQL, MariaDB, Redis, AWS Cloud9, Jenkins, Python","('drf(django rest framework)', 'B-FRAME')"
"Django, DRF(Django REST framework), Pandas, Numpy, Celery, MySQL, MariaDB, Redis, AWS Cloud9, Jenkins, Python","('mariadb', 'B-TOOL')"
"Django, DRF(Django REST framework), Pandas, Numpy, Celery, MySQL, MariaDB, Redis, AWS Cloud9, Jenkins, Python","('aws cloud9', 'B-TOOL')"
"Spring, Vue.js, NoSQL, Java, JavaScript, MySQL, Node.js, Python","('vue.js', 'B-FRAME')"
"Spring, Vue.js, NoSQL, Java, JavaScript, MySQL, Node.js, Python","('nosql', 'B-TOOL')"
"Spring, Vue.js, NoSQL, Java, JavaScript, MySQL, Node.js, Python","('node.js', 'B-FRAME')"
"AWS CloudFront, AWS CloudWatch, REST API, Node.js, AWS DynamoDB, AWS S3, NoSQL, Java, TypeScript, C, C++, Python, R","('aws cloudfront', 'B-TOOL')"
"AWS CloudFront, AWS CloudWatch, REST API, Node.js, AWS DynamoDB, AWS S3, NoSQL, Java, TypeScript, C, C++, Python, R","('aws cloudwatch', 'B-TOOL')"
"AWS CloudFront, AWS CloudWatch, REST API, Node.js, AWS DynamoDB, AWS S3, NoSQL, Java, TypeScript, C, C++, Python, R","('rest api', 'B-FRAME')"
"AWS CloudFront, AWS CloudWatch, REST API, Node.js, AWS DynamoDB, AWS S3, NoSQL, Java, TypeScript, C, C++, Python, R","('node.js', 'B-FRAME')"
"AWS CloudFront, AWS CloudWatch, REST API, Node.js, AWS DynamoDB, AWS S3, NoSQL, Java, TypeScript, C, C++, Python, R","('aws s3', 'B-TOOL')"
"AWS CloudFront, AWS CloudWatch, REST API, Node.js, AWS DynamoDB, AWS S3, NoSQL, Java, TypeScript, C, C++, Python, R","('nosql', 'B-TOOL')"
"TypeScript, ReactJS, Storybook, Node.js, MySQL, TypeORM, REST API, Docker, Python, CI/CD, Selenium, GitHub, AWS CloudFront, AWS S3, AWS EC2, AWS ElasticBeanstalk, AWS Route 53, AWS RDS, AWS Lambda, AWS Certificate Manager, Kubernetes","('node.js', 'B-FRAME')"
"TypeScript, ReactJS, Storybook, Node.js, MySQL, TypeORM, REST API, Docker, Python, CI/CD, Selenium, GitHub, AWS CloudFront, AWS S3, AWS EC2, AWS ElasticBeanstalk, AWS Route 53, AWS RDS, AWS Lambda, AWS Certificate Manager, Kubernetes","('typeorm', 'B-FRAME')"
"TypeScript, ReactJS, Storybook, Node.js, MySQL, TypeORM, REST API, Docker, Python, CI/CD, Selenium, GitHub, AWS CloudFront, AWS S3, AWS EC2, AWS ElasticBeanstalk, AWS Route 53, AWS RDS, AWS Lambda, AWS Certificate Manager, Kubernetes","('rest api', 'B-FRAME')"
"TypeScript, ReactJS, Storybook, Node.js, MySQL, TypeORM, REST API, Docker, Python, CI/CD, Selenium, GitHub, AWS CloudFront, AWS S3, AWS EC2, AWS ElasticBeanstalk, AWS Route 53, AWS RDS, AWS Lambda, AWS Certificate Manager, Kubernetes","('ci/cd', 'B-TOOL')"
"TypeScript, ReactJS, Storybook, Node.js, MySQL, TypeORM, REST API, Docker, Python, CI/CD, Selenium, GitHub, AWS CloudFront, AWS S3, AWS EC2, AWS ElasticBeanstalk, AWS Route 53, AWS RDS, AWS Lambda, AWS Certificate Manager, Kubernetes","('aws cloudfront', 'B-TOOL')"
"TypeScript, ReactJS, Storybook, Node.js, MySQL, TypeORM, REST API, Docker, Python, CI/CD, Selenium, GitHub, AWS CloudFront, AWS S3, AWS EC2, AWS ElasticBeanstalk, AWS Route 53, AWS RDS, AWS Lambda, AWS Certificate Manager, Kubernetes","('aws s3', 'B-TOOL')"
"TypeScript, ReactJS, Storybook, Node.js, MySQL, TypeORM, REST API, Docker, Python, CI/CD, Selenium, GitHub, AWS CloudFront, AWS S3, AWS EC2, AWS ElasticBeanstalk, AWS Route 53, AWS RDS, AWS Lambda, AWS Certificate Manager, Kubernetes","('aws ec2', 'B-TOOL')"
"TypeScript, ReactJS, Storybook, Node.js, MySQL, TypeORM, REST API, Docker, Python, CI/CD, Selenium, GitHub, AWS CloudFront, AWS S3, AWS EC2, AWS ElasticBeanstalk, AWS Route 53, AWS RDS, AWS Lambda, AWS Certificate Manager, Kubernetes","('aws elasticbeanstalk', 'B-TOOL')"
"TypeScript, ReactJS, Storybook, Node.js, MySQL, TypeORM, REST API, Docker, Python, CI/CD, Selenium, GitHub, AWS CloudFront, AWS S3, AWS EC2, AWS ElasticBeanstalk, AWS Route 53, AWS RDS, AWS Lambda, AWS Certificate Manager, Kubernetes","('aws route 53', 'B-TOOL')"
"TypeScript, ReactJS, Storybook, Node.js, MySQL, TypeORM, REST API, Docker, Python, CI/CD, Selenium, GitHub, AWS CloudFront, AWS S3, AWS EC2, AWS ElasticBeanstalk, AWS Route 53, AWS RDS, AWS Lambda, AWS Certificate Manager, Kubernetes","('aws rds', 'B-TOOL')"
"TypeScript, ReactJS, Storybook, Node.js, MySQL, TypeORM, REST API, Docker, Python, CI/CD, Selenium, GitHub, AWS CloudFront, AWS S3, AWS EC2, AWS ElasticBeanstalk, AWS Route 53, AWS RDS, AWS Lambda, AWS Certificate Manager, Kubernetes","('aws lambda', 'B-TOOL')"
"TypeScript, ReactJS, Storybook, Node.js, MySQL, TypeORM, REST API, Docker, Python, CI/CD, Selenium, GitHub, AWS CloudFront, AWS S3, AWS EC2, AWS ElasticBeanstalk, AWS Route 53, AWS RDS, AWS Lambda, AWS Certificate Manager, Kubernetes","('aws certificate manager', 'B-TOOL')"
"Node.js, TypeScript, React Native, flutter","('node.js', 'B-FRAME')"
"Node.js, TypeScript, React Native, flutter","('flutter', 'B-FRAME')"
"AWS ElasticBeanstalk, Aurora DB, AWS S3, Node.js, ExpressJS, Sequelize.js, Git","('aws elasticbeanstalk', 'B-TOOL')"
"AWS ElasticBeanstalk, Aurora DB, AWS S3, Node.js, ExpressJS, Sequelize.js, Git","('aurora db', 'B-TOOL')"
"AWS ElasticBeanstalk, Aurora DB, AWS S3, Node.js, ExpressJS, Sequelize.js, Git","('aws s3', 'B-TOOL')"
"AWS ElasticBeanstalk, Aurora DB, AWS S3, Node.js, ExpressJS, Sequelize.js, Git","('node.js', 'B-FRAME')"
"AWS ElasticBeanstalk, Aurora DB, AWS S3, Node.js, ExpressJS, Sequelize.js, Git","('sequelize.js', 'B-LIB')"
"C, C++, ARM","('arm', 'B-FRAME')"
Verilog,"('verilog', 'B-LANG')"
"Embedded System, C, C++, Linux","('embedded system', 'B-FRAME')"
"Embedded System, C, C++, Linux","('linux', 'B-TOOL')"
"Java, Kotlin, Android, MQTT","('android', 'B-FRAME')"
"Java, Kotlin, Android, MQTT","('mqtt', 'B-TOOL')"
".NET, ASP.NET, Mantis Bug Tracker, Git, Jenkins, CI/CD, Vue.js, ReactJS, MariaDB, PostgreSQL, ExpressJS, Node.js, Flask, Django, Python, Spring Boot, Java","('.net', 'B-FRAME')"
".NET, ASP.NET, Mantis Bug Tracker, Git, Jenkins, CI/CD, Vue.js, ReactJS, MariaDB, PostgreSQL, ExpressJS, Node.js, Flask, Django, Python, Spring Boot, Java","('asp.net', 'B-FRAME')"
".NET, ASP.NET, Mantis Bug Tracker, Git, Jenkins, CI/CD, Vue.js, ReactJS, MariaDB, PostgreSQL, ExpressJS, Node.js, Flask, Django, Python, Spring Boot, Java","('mantis bug tracker', 'B-TOOL')"
".NET, ASP.NET, Mantis Bug Tracker, Git, Jenkins, CI/CD, Vue.js, ReactJS, MariaDB, PostgreSQL, ExpressJS, Node.js, Flask, Django, Python, Spring Boot, Java","('ci/cd', 'B-TOOL')"
".NET, ASP.NET, Mantis Bug Tracker, Git, Jenkins, CI/CD, Vue.js, ReactJS, MariaDB, PostgreSQL, ExpressJS, Node.js, Flask, Django, Python, Spring Boot, Java","('vue.js', 'B-FRAME')"
".NET, ASP.NET, Mantis Bug Tracker, Git, Jenkins, CI/CD, Vue.js, ReactJS, MariaDB, PostgreSQL, ExpressJS, Node.js, Flask, Django, Python, Spring Boot, Java","('mariadb', 'B-TOOL')"
".NET, ASP.NET, Mantis Bug Tracker, Git, Jenkins, CI/CD, Vue.js, ReactJS, MariaDB, PostgreSQL, ExpressJS, Node.js, Flask, Django, Python, Spring Boot, Java","('node.js', 'B-FRAME')"
"Docker, Git, MySQL, Node.js, Redis, AWS CloudFront, AWS EC2, AWS RDS, AWS S3, AWS ElasticBeanstalk, AWS Lambda, AWS CodePipeline","('node.js', 'B-FRAME')"
"Docker, Git, MySQL, Node.js, Redis, AWS CloudFront, AWS EC2, AWS RDS, AWS S3, AWS ElasticBeanstalk, AWS Lambda, AWS CodePipeline","('aws cloudfront', 'B-TOOL')"
"Docker, Git, MySQL, Node.js, Redis, AWS CloudFront, AWS EC2, AWS RDS, AWS S3, AWS ElasticBeanstalk, AWS Lambda, AWS CodePipeline","('aws ec2', 'B-TOOL')"
"Docker, Git, MySQL, Node.js, Redis, AWS CloudFront, AWS EC2, AWS RDS, AWS S3, AWS ElasticBeanstalk, AWS Lambda, AWS CodePipeline","('aws rds', 'B-TOOL')"
"Docker, Git, MySQL, Node.js, Redis, AWS CloudFront, AWS EC2, AWS RDS, AWS S3, AWS ElasticBeanstalk, AWS Lambda, AWS CodePipeline","('aws s3', 'B-TOOL')"
