technicalTags,mapped_technicalTags
"HTML, TypeScript, jQuery, React.js, Vue.JS","('react.js', 'O')"
"HTML, TypeScript, jQuery, React.js, Vue.JS","('vue.js', 'O')"
"Git, Java, AWS, Spring Framework","('git', 'B-TOOL')"
"Git, Java, AWS, Spring Framework","('java', 'B-LANG')"
"Git, Java, AWS, Spring Framework","('aws', 'B-TOOL')"
"Git, Java, AWS, Spring Framework","('spring framework', 'O')"
"JIRA, Linux, Java, JavaScript, Python","('jira', 'B-TOOL')"
"JIRA, Linux, Java, JavaScript, Python","('linux', 'O')"
"JIRA, Linux, Java, JavaScript, Python","('java', 'B-LANG')"
"JIRA, Linux, Java, JavaScript, Python","('javascript', 'B-LANG')"
"JIRA, Linux, Java, JavaScript, Python","('python', 'B-LANG')"
"React, Docker, JPA, Spring Boot","('react', 'B-LIB')"
"React, Docker, JPA, Spring Boot","('docker', 'B-TOOL')"
"React, Docker, JPA, Spring Boot","('jpa', 'O')"
"React, Docker, JPA, Spring Boot","('spring boot', 'B-FRAME')"
"Confluence, Git, JIRA","('confluence', 'B-TOOL')"
"Confluence, Git, JIRA","('git', 'B-TOOL')"
"Confluence, Git, JIRA","('jira', 'B-TOOL')"
"Zeplin, Linux, MongoDB, Python, SSIS, MSSQL","('zeplin', 'B-TOOL')"
"Zeplin, Linux, MongoDB, Python, SSIS, MSSQL","('linux', 'O')"
"Zeplin, Linux, MongoDB, Python, SSIS, MSSQL","('mongodb', 'B-TOOL')"
"Zeplin, Linux, MongoDB, Python, SSIS, MSSQL","('python', 'B-LANG')"
"Zeplin, Linux, MongoDB, Python, SSIS, MSSQL","('ssis', 'O')"
"Zeplin, Linux, MongoDB, Python, SSIS, MSSQL","('mssql', 'B-TOOL')"
"GraphQL, JavaScript, TypeScript, HTML5, Next.js","('graphql', 'B-LIB')"
"GraphQL, JavaScript, TypeScript, HTML5, Next.js","('javascript', 'B-LANG')"
"GraphQL, JavaScript, TypeScript, HTML5, Next.js","('typescript', 'B-LANG')"
"GraphQL, JavaScript, TypeScript, HTML5, Next.js","('html5', 'O')"
"GraphQL, JavaScript, TypeScript, HTML5, Next.js","('next.js', 'O')"
"Slack, MySQL, React, TypeScript, AWS, MS 오피스, SASS, Notion","('slack', 'B-TOOL')"
"Slack, MySQL, React, TypeScript, AWS, MS 오피스, SASS, Notion","('mysql', 'B-TOOL')"
"Slack, MySQL, React, TypeScript, AWS, MS 오피스, SASS, Notion","('react', 'B-LIB')"
"Slack, MySQL, React, TypeScript, AWS, MS 오피스, SASS, Notion","('typescript', 'B-LANG')"
"Slack, MySQL, React, TypeScript, AWS, MS 오피스, SASS, Notion","('aws', 'B-TOOL')"
"Slack, MySQL, React, TypeScript, AWS, MS 오피스, SASS, Notion","('ms 오피스', 'O')"
"Slack, MySQL, React, TypeScript, AWS, MS 오피스, SASS, Notion","('sass', 'O')"
"Slack, MySQL, React, TypeScript, AWS, MS 오피스, SASS, Notion","('notion', 'B-TOOL')"
"BitBucket, Confluence, JIRA, Node.js, TypeScript, Jenkins, React.js, Figma, Redux, Next.js","('bitbucket', 'B-TOOL')"
"BitBucket, Confluence, JIRA, Node.js, TypeScript, Jenkins, React.js, Figma, Redux, Next.js","('confluence', 'B-TOOL')"
"BitBucket, Confluence, JIRA, Node.js, TypeScript, Jenkins, React.js, Figma, Redux, Next.js","('jira', 'B-TOOL')"
"BitBucket, Confluence, JIRA, Node.js, TypeScript, Jenkins, React.js, Figma, Redux, Next.js","('node.js', 'O')"
"BitBucket, Confluence, JIRA, Node.js, TypeScript, Jenkins, React.js, Figma, Redux, Next.js","('typescript', 'B-LANG')"
"BitBucket, Confluence, JIRA, Node.js, TypeScript, Jenkins, React.js, Figma, Redux, Next.js","('jenkins', 'B-TOOL')"
"BitBucket, Confluence, JIRA, Node.js, TypeScript, Jenkins, React.js, Figma, Redux, Next.js","('react.js', 'O')"
"BitBucket, Confluence, JIRA, Node.js, TypeScript, Jenkins, React.js, Figma, Redux, Next.js","('figma', 'O')"
"BitBucket, Confluence, JIRA, Node.js, TypeScript, Jenkins, React.js, Figma, Redux, Next.js","('redux', 'B-LIB')"
"BitBucket, Confluence, JIRA, Node.js, TypeScript, Jenkins, React.js, Figma, Redux, Next.js","('next.js', 'O')"
"Git, Flask, Pytorch, Tensorflow, Python","('git', 'B-TOOL')"
"Git, Flask, Pytorch, Tensorflow, Python","('flask', 'B-FRAME')"
"Git, Flask, Pytorch, Tensorflow, Python","('pytorch', 'B-LIB')"
"Git, Flask, Pytorch, Tensorflow, Python","('tensorflow', 'B-LIB')"
"Git, Flask, Pytorch, Tensorflow, Python","('python', 'B-LANG')"
"Github, Android, iOS, React, HTML, JavaScript, Swift, React Native","('github', 'B-TOOL')"
"Github, Android, iOS, React, HTML, JavaScript, Swift, React Native","('android', 'O')"
"Github, Android, iOS, React, HTML, JavaScript, Swift, React Native","('ios', 'O')"
"Github, Android, iOS, React, HTML, JavaScript, Swift, React Native","('react', 'B-LIB')"
"Github, Android, iOS, React, HTML, JavaScript, Swift, React Native","('html', 'B-LANG')"
"Github, Android, iOS, React, HTML, JavaScript, Swift, React Native","('javascript', 'B-LANG')"
"Github, Android, iOS, React, HTML, JavaScript, Swift, React Native","('swift', 'B-LANG')"
"Github, Android, iOS, React, HTML, JavaScript, Swift, React Native","('react native', 'B-FRAME')"
"Git, Linux, Kotlin, AWS, Spring Framework","('git', 'B-TOOL')"
"Git, Linux, Kotlin, AWS, Spring Framework","('linux', 'O')"
"Git, Linux, Kotlin, AWS, Spring Framework","('kotlin', 'B-LANG')"
"Git, Linux, Kotlin, AWS, Spring Framework","('aws', 'B-TOOL')"
"Git, Linux, Kotlin, AWS, Spring Framework","('spring framework', 'O')"
"Git, Linux, MySQL, HTML, JavaScript, Kotlin, Python, SQL, AWS, Spring Framework, JPA","('git', 'B-TOOL')"
"Git, Linux, MySQL, HTML, JavaScript, Kotlin, Python, SQL, AWS, Spring Framework, JPA","('linux', 'O')"
"Git, Linux, MySQL, HTML, JavaScript, Kotlin, Python, SQL, AWS, Spring Framework, JPA","('mysql', 'B-TOOL')"
"Git, Linux, MySQL, HTML, JavaScript, Kotlin, Python, SQL, AWS, Spring Framework, JPA","('html', 'B-LANG')"
"Git, Linux, MySQL, HTML, JavaScript, Kotlin, Python, SQL, AWS, Spring Framework, JPA","('javascript', 'B-LANG')"
"Git, Linux, MySQL, HTML, JavaScript, Kotlin, Python, SQL, AWS, Spring Framework, JPA","('kotlin', 'B-LANG')"
"Git, Linux, MySQL, HTML, JavaScript, Kotlin, Python, SQL, AWS, Spring Framework, JPA","('python', 'B-LANG')"
"Git, Linux, MySQL, HTML, JavaScript, Kotlin, Python, SQL, AWS, Spring Framework, JPA","('sql', 'O')"
"Git, Linux, MySQL, HTML, JavaScript, Kotlin, Python, SQL, AWS, Spring Framework, JPA","('aws', 'B-TOOL')"
"Git, Linux, MySQL, HTML, JavaScript, Kotlin, Python, SQL, AWS, Spring Framework, JPA","('spring framework', 'O')"
"Git, Linux, MySQL, HTML, JavaScript, Kotlin, Python, SQL, AWS, Spring Framework, JPA","('jpa', 'O')"
"Github, MySQL, React, CSS, JavaScript, Node.js, SQL, TypeScript, AWS, Docker, ORM, API 개발, Nest.js","('github', 'B-TOOL')"
"Github, MySQL, React, CSS, JavaScript, Node.js, SQL, TypeScript, AWS, Docker, ORM, API 개발, Nest.js","('mysql', 'B-TOOL')"
"Github, MySQL, React, CSS, JavaScript, Node.js, SQL, TypeScript, AWS, Docker, ORM, API 개발, Nest.js","('react', 'B-LIB')"
"Github, MySQL, React, CSS, JavaScript, Node.js, SQL, TypeScript, AWS, Docker, ORM, API 개발, Nest.js","('css', 'B-LANG')"
"Github, MySQL, React, CSS, JavaScript, Node.js, SQL, TypeScript, AWS, Docker, ORM, API 개발, Nest.js","('javascript', 'B-LANG')"
"Github, MySQL, React, CSS, JavaScript, Node.js, SQL, TypeScript, AWS, Docker, ORM, API 개발, Nest.js","('node.js', 'O')"
"Github, MySQL, React, CSS, JavaScript, Node.js, SQL, TypeScript, AWS, Docker, ORM, API 개발, Nest.js","('sql', 'O')"
"Github, MySQL, React, CSS, JavaScript, Node.js, SQL, TypeScript, AWS, Docker, ORM, API 개발, Nest.js","('typescript', 'B-LANG')"
"Github, MySQL, React, CSS, JavaScript, Node.js, SQL, TypeScript, AWS, Docker, ORM, API 개발, Nest.js","('aws', 'B-TOOL')"
"Github, MySQL, React, CSS, JavaScript, Node.js, SQL, TypeScript, AWS, Docker, ORM, API 개발, Nest.js","('docker', 'B-TOOL')"
"Github, MySQL, React, CSS, JavaScript, Node.js, SQL, TypeScript, AWS, Docker, ORM, API 개발, Nest.js","('orm', 'O')"
"Github, MySQL, React, CSS, JavaScript, Node.js, SQL, TypeScript, AWS, Docker, ORM, API 개발, Nest.js","('api 개발', 'O')"
"Github, MySQL, React, CSS, JavaScript, Node.js, SQL, TypeScript, AWS, Docker, ORM, API 개발, Nest.js","('nest.js', 'O')"
"C#, Kotlin, Go","('c#', 'B-LANG')"
"C#, Kotlin, Go","('kotlin', 'B-LANG')"
"C#, Kotlin, Go","('go', 'B-LANG')"
"MySQL, C++, RDBMS, MFC","('mysql', 'B-TOOL')"
"MySQL, C++, RDBMS, MFC","('c++', 'B-LANG')"
"MySQL, C++, RDBMS, MFC","('rdbms', 'O')"
"MySQL, C++, RDBMS, MFC","('mfc', 'O')"
"C#, Unity3D","('c#', 'B-LANG')"
"C#, Unity3D","('unity3d', 'O')"
"MySQL, Java, Node.js, TypeScript, AWS, RDBMS, GCP, React Native, Spring Boot, Nest.js","('mysql', 'B-TOOL')"
"MySQL, Java, Node.js, TypeScript, AWS, RDBMS, GCP, React Native, Spring Boot, Nest.js","('java', 'B-LANG')"
"MySQL, Java, Node.js, TypeScript, AWS, RDBMS, GCP, React Native, Spring Boot, Nest.js","('node.js', 'O')"
"MySQL, Java, Node.js, TypeScript, AWS, RDBMS, GCP, React Native, Spring Boot, Nest.js","('typescript', 'B-LANG')"
"MySQL, Java, Node.js, TypeScript, AWS, RDBMS, GCP, React Native, Spring Boot, Nest.js","('aws', 'B-TOOL')"
"MySQL, Java, Node.js, TypeScript, AWS, RDBMS, GCP, React Native, Spring Boot, Nest.js","('rdbms', 'O')"
"MySQL, Java, Node.js, TypeScript, AWS, RDBMS, GCP, React Native, Spring Boot, Nest.js","('gcp', 'B-TOOL')"
"MySQL, Java, Node.js, TypeScript, AWS, RDBMS, GCP, React Native, Spring Boot, Nest.js","('react native', 'B-FRAME')"
"MySQL, Java, Node.js, TypeScript, AWS, RDBMS, GCP, React Native, Spring Boot, Nest.js","('spring boot', 'B-FRAME')"
"MySQL, Java, Node.js, TypeScript, AWS, RDBMS, GCP, React Native, Spring Boot, Nest.js","('nest.js', 'O')"
"Pytorch, Tensorflow, Python","('pytorch', 'B-LIB')"
"Pytorch, Tensorflow, Python","('tensorflow', 'B-LIB')"
"Pytorch, Tensorflow, Python","('python', 'B-LANG')"
"Github, AWS, Docker, Kubernetes","('github', 'B-TOOL')"
"Github, AWS, Docker, Kubernetes","('aws', 'B-TOOL')"
"Github, AWS, Docker, Kubernetes","('docker', 'B-TOOL')"
"Github, AWS, Docker, Kubernetes","('kubernetes', 'B-TOOL')"
"Pytorch, Python, C, 개발, C++, CCTV, 인공 지능","('pytorch', 'B-LIB')"
"Pytorch, Python, C, 개발, C++, CCTV, 인공 지능","('python', 'B-LANG')"
"Pytorch, Python, C, 개발, C++, CCTV, 인공 지능","('c', 'B-LANG')"
"Pytorch, Python, C, 개발, C++, CCTV, 인공 지능","('개발', 'O')"
"Pytorch, Python, C, 개발, C++, CCTV, 인공 지능","('c++', 'B-LANG')"
"Pytorch, Python, C, 개발, C++, CCTV, 인공 지능","('cctv', 'O')"
"Pytorch, Python, C, 개발, C++, CCTV, 인공 지능","('인공 지능', 'O')"
"Git, Node.js, AWS, Restful API","('git', 'B-TOOL')"
"Git, Node.js, AWS, Restful API","('node.js', 'O')"
"Git, Node.js, AWS, Restful API","('aws', 'B-TOOL')"
"Git, Node.js, AWS, Restful API","('restful api', 'O')"
"Node.js, TypeScript, Vue.JS","('node.js', 'O')"
"Node.js, TypeScript, Vue.JS","('typescript', 'B-LANG')"
"Node.js, TypeScript, Vue.JS","('vue.js', 'O')"
"Pytorch, Tensorflow, JavaScript, Python, NoSQL","('pytorch', 'B-LIB')"
"Pytorch, Tensorflow, JavaScript, Python, NoSQL","('tensorflow', 'B-LIB')"
"Pytorch, Tensorflow, JavaScript, Python, NoSQL","('javascript', 'B-LANG')"
"Pytorch, Tensorflow, JavaScript, Python, NoSQL","('python', 'B-LANG')"
"Pytorch, Tensorflow, JavaScript, Python, NoSQL","('nosql', 'O')"
"BitBucket, Confluence, Git, JIRA, Pytorch, Tensorflow, Python, Docker, CUDA, OpenCV, Notion, Kubernetes","('bitbucket', 'B-TOOL')"
"BitBucket, Confluence, Git, JIRA, Pytorch, Tensorflow, Python, Docker, CUDA, OpenCV, Notion, Kubernetes","('confluence', 'B-TOOL')"
"BitBucket, Confluence, Git, JIRA, Pytorch, Tensorflow, Python, Docker, CUDA, OpenCV, Notion, Kubernetes","('git', 'B-TOOL')"
"BitBucket, Confluence, Git, JIRA, Pytorch, Tensorflow, Python, Docker, CUDA, OpenCV, Notion, Kubernetes","('jira', 'B-TOOL')"
"BitBucket, Confluence, Git, JIRA, Pytorch, Tensorflow, Python, Docker, CUDA, OpenCV, Notion, Kubernetes","('pytorch', 'B-LIB')"
"BitBucket, Confluence, Git, JIRA, Pytorch, Tensorflow, Python, Docker, CUDA, OpenCV, Notion, Kubernetes","('tensorflow', 'B-LIB')"
"BitBucket, Confluence, Git, JIRA, Pytorch, Tensorflow, Python, Docker, CUDA, OpenCV, Notion, Kubernetes","('python', 'B-LANG')"
"BitBucket, Confluence, Git, JIRA, Pytorch, Tensorflow, Python, Docker, CUDA, OpenCV, Notion, Kubernetes","('docker', 'B-TOOL')"
"BitBucket, Confluence, Git, JIRA, Pytorch, Tensorflow, Python, Docker, CUDA, OpenCV, Notion, Kubernetes","('cuda', 'O')"
"BitBucket, Confluence, Git, JIRA, Pytorch, Tensorflow, Python, Docker, CUDA, OpenCV, Notion, Kubernetes","('opencv', 'B-LIB')"
"BitBucket, Confluence, Git, JIRA, Pytorch, Tensorflow, Python, Docker, CUDA, OpenCV, Notion, Kubernetes","('notion', 'B-TOOL')"
"BitBucket, Confluence, Git, JIRA, Pytorch, Tensorflow, Python, Docker, CUDA, OpenCV, Notion, Kubernetes","('kubernetes', 'B-TOOL')"
"Node.js, Nest.js","('node.js', 'O')"
"Node.js, Nest.js","('nest.js', 'O')"
"Git, Linux, Java, JavaScript, C, AWS, Go, C++, Docker, Spring Framework, Kernel Programming","('git', 'B-TOOL')"
"Git, Linux, Java, JavaScript, C, AWS, Go, C++, Docker, Spring Framework, Kernel Programming","('linux', 'O')"
"Git, Linux, Java, JavaScript, C, AWS, Go, C++, Docker, Spring Framework, Kernel Programming","('java', 'B-LANG')"
"Git, Linux, Java, JavaScript, C, AWS, Go, C++, Docker, Spring Framework, Kernel Programming","('javascript', 'B-LANG')"
"Git, Linux, Java, JavaScript, C, AWS, Go, C++, Docker, Spring Framework, Kernel Programming","('c', 'B-LANG')"
"Git, Linux, Java, JavaScript, C, AWS, Go, C++, Docker, Spring Framework, Kernel Programming","('aws', 'B-TOOL')"
"Git, Linux, Java, JavaScript, C, AWS, Go, C++, Docker, Spring Framework, Kernel Programming","('go', 'B-LANG')"
"Git, Linux, Java, JavaScript, C, AWS, Go, C++, Docker, Spring Framework, Kernel Programming","('c++', 'B-LANG')"
"Git, Linux, Java, JavaScript, C, AWS, Go, C++, Docker, Spring Framework, Kernel Programming","('docker', 'B-TOOL')"
"Git, Linux, Java, JavaScript, C, AWS, Go, C++, Docker, Spring Framework, Kernel Programming","('spring framework', 'O')"
"Git, Linux, Java, JavaScript, C, AWS, Go, C++, Docker, Spring Framework, Kernel Programming","('kernel programming', 'O')"
"TypeScript, PostgreSQL, Nest.js","('typescript', 'B-LANG')"
"TypeScript, PostgreSQL, Nest.js","('postgresql', 'B-TOOL')"
"TypeScript, PostgreSQL, Nest.js","('nest.js', 'O')"
"Pytorch, Tensorflow, NoSQL, RDBMS, OpenCV","('pytorch', 'B-LIB')"
"Pytorch, Tensorflow, NoSQL, RDBMS, OpenCV","('tensorflow', 'B-LIB')"
"Pytorch, Tensorflow, NoSQL, RDBMS, OpenCV","('nosql', 'O')"
"Pytorch, Tensorflow, NoSQL, RDBMS, OpenCV","('rdbms', 'O')"
"Pytorch, Tensorflow, NoSQL, RDBMS, OpenCV","('opencv', 'B-LIB')"
"Linux, QA 엔지니어링","('linux', 'O')"
"Linux, QA 엔지니어링","('qa 엔지니어링', 'O')"
"Redis, Golang, Nest.js, Terraform","('redis', 'B-TOOL')"
"Redis, Golang, Nest.js, Terraform","('golang', 'B-LANG')"
"Redis, Golang, Nest.js, Terraform","('nest.js', 'O')"
"Redis, Golang, Nest.js, Terraform","('terraform', 'B-TOOL')"
"Django, AWS, Docker, PostgreSQL, Kubernetes, FastAPI","('django', 'B-FRAME')"
"Django, AWS, Docker, PostgreSQL, Kubernetes, FastAPI","('aws', 'B-TOOL')"
"Django, AWS, Docker, PostgreSQL, Kubernetes, FastAPI","('docker', 'B-TOOL')"
"Django, AWS, Docker, PostgreSQL, Kubernetes, FastAPI","('postgresql', 'B-TOOL')"
"Django, AWS, Docker, PostgreSQL, Kubernetes, FastAPI","('kubernetes', 'B-TOOL')"
"Django, AWS, Docker, PostgreSQL, Kubernetes, FastAPI","('fastapi', 'B-FRAME')"
"Python, TypeScript, C++","('python', 'B-LANG')"
"Python, TypeScript, C++","('typescript', 'B-LANG')"
"Python, TypeScript, C++","('c++', 'B-LANG')"
"Git, Pytorch, Python, Docker","('git', 'B-TOOL')"
"Git, Pytorch, Python, Docker","('pytorch', 'B-LIB')"
"Git, Pytorch, Python, Docker","('python', 'B-LANG')"
"Git, Pytorch, Python, Docker","('docker', 'B-TOOL')"
"Github, Linux, React, HTML, JavaScript, SQL","('github', 'B-TOOL')"
"Github, Linux, React, HTML, JavaScript, SQL","('linux', 'O')"
"Github, Linux, React, HTML, JavaScript, SQL","('react', 'B-LIB')"
"Github, Linux, React, HTML, JavaScript, SQL","('html', 'B-LANG')"
"Github, Linux, React, HTML, JavaScript, SQL","('javascript', 'B-LANG')"
"Github, Linux, React, HTML, JavaScript, SQL","('sql', 'O')"
"Java, Kotlin, AWS, Spring Framework, Spring Boot","('java', 'B-LANG')"
"Java, Kotlin, AWS, Spring Framework, Spring Boot","('kotlin', 'B-LANG')"
"Java, Kotlin, AWS, Spring Framework, Spring Boot","('aws', 'B-TOOL')"
"Java, Kotlin, AWS, Spring Framework, Spring Boot","('spring framework', 'O')"
"Java, Kotlin, AWS, Spring Framework, Spring Boot","('spring boot', 'B-FRAME')"
"Kotlin, Spring Framework","('kotlin', 'B-LANG')"
"Kotlin, Spring Framework","('spring framework', 'O')"
"Pytorch, Tensorflow, ML","('pytorch', 'B-LIB')"
"Pytorch, Tensorflow, ML","('tensorflow', 'B-LIB')"
"Pytorch, Tensorflow, ML","('ml', 'O')"
"Azure, Java, Python, AWS, GCP, Terraform","('azure', 'O')"
"Azure, Java, Python, AWS, GCP, Terraform","('java', 'B-LANG')"
"Azure, Java, Python, AWS, GCP, Terraform","('python', 'B-LANG')"
"Azure, Java, Python, AWS, GCP, Terraform","('aws', 'B-TOOL')"
"Azure, Java, Python, AWS, GCP, Terraform","('gcp', 'B-TOOL')"
"Azure, Java, Python, AWS, GCP, Terraform","('terraform', 'B-TOOL')"
"React, CSS, HTML, JavaScript, TypeScript, Next.js","('react', 'B-LIB')"
"React, CSS, HTML, JavaScript, TypeScript, Next.js","('css', 'B-LANG')"
"React, CSS, HTML, JavaScript, TypeScript, Next.js","('html', 'B-LANG')"
"React, CSS, HTML, JavaScript, TypeScript, Next.js","('javascript', 'B-LANG')"
"React, CSS, HTML, JavaScript, TypeScript, Next.js","('typescript', 'B-LANG')"
"React, CSS, HTML, JavaScript, TypeScript, Next.js","('next.js', 'O')"
"Git, Node.js, AWS","('git', 'B-TOOL')"
"Git, Node.js, AWS","('node.js', 'O')"
"Git, Node.js, AWS","('aws', 'B-TOOL')"
"Git, Azure, Pytorch, Tensorflow, AWS, DevOps","('git', 'B-TOOL')"
"Git, Azure, Pytorch, Tensorflow, AWS, DevOps","('azure', 'O')"
"Git, Azure, Pytorch, Tensorflow, AWS, DevOps","('pytorch', 'B-LIB')"
"Git, Azure, Pytorch, Tensorflow, AWS, DevOps","('tensorflow', 'B-LIB')"
"Git, Azure, Pytorch, Tensorflow, AWS, DevOps","('aws', 'B-TOOL')"
"Git, Azure, Pytorch, Tensorflow, AWS, DevOps","('devops', 'O')"
"React, JavaScript, 프론트엔드 개발자, React.js","('react', 'B-LIB')"
"React, JavaScript, 프론트엔드 개발자, React.js","('javascript', 'B-LANG')"
"React, JavaScript, 프론트엔드 개발자, React.js","('프론트엔드 개발자', 'O')"
"React, JavaScript, 프론트엔드 개발자, React.js","('react.js', 'O')"
"C, C++, 펌웨어, 임베디드 시스템, 임베디드 소프트웨어","('c', 'B-LANG')"
"C, C++, 펌웨어, 임베디드 시스템, 임베디드 소프트웨어","('c++', 'B-LANG')"
"C, C++, 펌웨어, 임베디드 시스템, 임베디드 소프트웨어","('펌웨어', 'O')"
"C, C++, 펌웨어, 임베디드 시스템, 임베디드 소프트웨어","('임베디드 시스템', 'O')"
"C, C++, 펌웨어, 임베디드 시스템, 임베디드 소프트웨어","('임베디드 소프트웨어', 'O')"
"React, Next.js, Vue.JS","('react', 'B-LIB')"
"React, Next.js, Vue.JS","('next.js', 'O')"
"React, Next.js, Vue.JS","('vue.js', 'O')"
"Oracle, Java, jQuery, JSP, Spring Framework, Spring Boot","('oracle', 'B-TOOL')"
"Oracle, Java, jQuery, JSP, Spring Framework, Spring Boot","('java', 'B-LANG')"
"Oracle, Java, jQuery, JSP, Spring Framework, Spring Boot","('jquery', 'O')"
"Oracle, Java, jQuery, JSP, Spring Framework, Spring Boot","('jsp', 'O')"
"Oracle, Java, jQuery, JSP, Spring Framework, Spring Boot","('spring framework', 'O')"
"Oracle, Java, jQuery, JSP, Spring Framework, Spring Boot","('spring boot', 'B-FRAME')"
"React, TypeScript, React Native, Next.js","('react', 'B-LIB')"
"React, TypeScript, React Native, Next.js","('typescript', 'B-LANG')"
"React, TypeScript, React Native, Next.js","('react native', 'B-FRAME')"
"React, TypeScript, React Native, Next.js","('next.js', 'O')"
"Python, C, C++","('python', 'B-LANG')"
"Python, C, C++","('c', 'B-LANG')"
"Python, C, C++","('c++', 'B-LANG')"
"AWS, PostgreSQL, Golang","('aws', 'B-TOOL')"
"AWS, PostgreSQL, Golang","('postgresql', 'B-TOOL')"
"AWS, PostgreSQL, Golang","('golang', 'B-LANG')"
"MongoDB, Python, TypeScript, AWS, ORM, Nest.js","('mongodb', 'B-TOOL')"
"MongoDB, Python, TypeScript, AWS, ORM, Nest.js","('python', 'B-LANG')"
"MongoDB, Python, TypeScript, AWS, ORM, Nest.js","('typescript', 'B-LANG')"
"MongoDB, Python, TypeScript, AWS, ORM, Nest.js","('aws', 'B-TOOL')"
"MongoDB, Python, TypeScript, AWS, ORM, Nest.js","('orm', 'O')"
"MongoDB, Python, TypeScript, AWS, ORM, Nest.js","('nest.js', 'O')"
"Firebase, Java, JavaScript, AWS, OAuth, Apache Kafka","('firebase', 'O')"
"Firebase, Java, JavaScript, AWS, OAuth, Apache Kafka","('java', 'B-LANG')"
"Firebase, Java, JavaScript, AWS, OAuth, Apache Kafka","('javascript', 'B-LANG')"
"Firebase, Java, JavaScript, AWS, OAuth, Apache Kafka","('aws', 'B-TOOL')"
"Firebase, Java, JavaScript, AWS, OAuth, Apache Kafka","('oauth', 'O')"
"Firebase, Java, JavaScript, AWS, OAuth, Apache Kafka","('apache kafka', 'O')"
"Python, AWS, Nest.js","('python', 'B-LANG')"
"Python, AWS, Nest.js","('aws', 'B-TOOL')"
"Python, AWS, Nest.js","('nest.js', 'O')"
"Pytorch, Tensorflow, Python, CAD, CAE","('pytorch', 'B-LIB')"
"Pytorch, Tensorflow, Python, CAD, CAE","('tensorflow', 'B-LIB')"
"Pytorch, Tensorflow, Python, CAD, CAE","('python', 'B-LANG')"
"Pytorch, Tensorflow, Python, CAD, CAE","('cad', 'O')"
"Pytorch, Tensorflow, Python, CAD, CAE","('cae', 'O')"
"JavaScript, C, C++, Qt","('javascript', 'B-LANG')"
"JavaScript, C, C++, Qt","('c', 'B-LANG')"
"JavaScript, C, C++, Qt","('c++', 'B-LANG')"
"JavaScript, C, C++, Qt","('qt', 'O')"
"Kotlin, Spring Framework, Kubernetes","('kotlin', 'B-LANG')"
"Kotlin, Spring Framework, Kubernetes","('spring framework', 'O')"
"Kotlin, Spring Framework, Kubernetes","('kubernetes', 'B-TOOL')"
"Git, Linux, C++, Qt, ROS","('git', 'B-TOOL')"
"Git, Linux, C++, Qt, ROS","('linux', 'O')"
"Git, Linux, C++, Qt, ROS","('c++', 'B-LANG')"
"Git, Linux, C++, Qt, ROS","('qt', 'O')"
"Git, Linux, C++, Qt, ROS","('ros', 'O')"
Java,"('java', 'B-LANG')"
"MySQL, JavaScript, PHP","('mysql', 'B-TOOL')"
"MySQL, JavaScript, PHP","('javascript', 'B-LANG')"
"MySQL, JavaScript, PHP","('php', 'B-LANG')"
"CSS, HTML, JavaScript, TypeScript, AWS, React.js, React Native, Flutter","('css', 'B-LANG')"
"CSS, HTML, JavaScript, TypeScript, AWS, React.js, React Native, Flutter","('html', 'B-LANG')"
"CSS, HTML, JavaScript, TypeScript, AWS, React.js, React Native, Flutter","('javascript', 'B-LANG')"
"CSS, HTML, JavaScript, TypeScript, AWS, React.js, React Native, Flutter","('typescript', 'B-LANG')"
"CSS, HTML, JavaScript, TypeScript, AWS, React.js, React Native, Flutter","('aws', 'B-TOOL')"
"CSS, HTML, JavaScript, TypeScript, AWS, React.js, React Native, Flutter","('react.js', 'O')"
"CSS, HTML, JavaScript, TypeScript, AWS, React.js, React Native, Flutter","('react native', 'B-FRAME')"
"CSS, HTML, JavaScript, TypeScript, AWS, React.js, React Native, Flutter","('flutter', 'O')"
"ExpressJS, Node.js, TypeScript, AWS, Kubernetes, Next.js, Nest.js","('expressjs', 'B-FRAME')"
"ExpressJS, Node.js, TypeScript, AWS, Kubernetes, Next.js, Nest.js","('node.js', 'O')"
"ExpressJS, Node.js, TypeScript, AWS, Kubernetes, Next.js, Nest.js","('typescript', 'B-LANG')"
"ExpressJS, Node.js, TypeScript, AWS, Kubernetes, Next.js, Nest.js","('aws', 'B-TOOL')"
"ExpressJS, Node.js, TypeScript, AWS, Kubernetes, Next.js, Nest.js","('kubernetes', 'B-TOOL')"
"ExpressJS, Node.js, TypeScript, AWS, Kubernetes, Next.js, Nest.js","('next.js', 'O')"
"ExpressJS, Node.js, TypeScript, AWS, Kubernetes, Next.js, Nest.js","('nest.js', 'O')"
"Git, Github, MongoDB, MySQL, React, HTML, TypeScript, AWS, React Native","('git', 'B-TOOL')"
"Git, Github, MongoDB, MySQL, React, HTML, TypeScript, AWS, React Native","('github', 'B-TOOL')"
"Git, Github, MongoDB, MySQL, React, HTML, TypeScript, AWS, React Native","('mongodb', 'B-TOOL')"
"Git, Github, MongoDB, MySQL, React, HTML, TypeScript, AWS, React Native","('mysql', 'B-TOOL')"
"Git, Github, MongoDB, MySQL, React, HTML, TypeScript, AWS, React Native","('react', 'B-LIB')"
"Git, Github, MongoDB, MySQL, React, HTML, TypeScript, AWS, React Native","('html', 'B-LANG')"
