채용 링크,회사 이름,채용 직군,경력,관련 직군,학력,근무 지역,근무 형태,채용 내용(이미지),채용 내용(간단 설명),채용 내용(세부 내용)
https://zighang.com/recruitment/9e9270bb-5253-47d5-9ba5-7942451238ca,코웨이,2025년 1월 loCare 백엔드 개발 경력직 채용공고,10년차 이상,"백엔드, 클라우드, 사물인터넷(IoT)",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/fb547b50-e045-42eb-80d6-8428e2858dca,크레이버,네트워크 운영·보안 관리자,경력 무관,"연구원, 보안",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/b8464a17-7bdb-4071-a5d1-8cca240354c6,컴투스,2025 모바일QA 담당자 (계약직),경력 무관,"QA·테스터, QA 엔지니어",학력 무관,서울,계약직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/d070b2f5-35f2-4b13-a7f6-f7222781f880,우아한형제들,운영도구개발팀 서버개발자,2년차 이상,"백엔드, 소프트웨어 엔지니어, 클라우드 외 1개",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/190ba61e-8a1a-432e-abae-95ba97c41f48,우아한형제들,마케팅 플랫폼 서버 개발자 모집,5~6년차,"데이터 엔지니어, 마케팅, 마케팅 전략 외 1개",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/0029adcc-c755-460a-9b8d-3f936a00034f,우아한형제들,데이터 분석 지원 담당자 모집,신입~1년차,"데이터 분석가, 리서치, 기술지원",학력 무관,서울,계약직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/c5404808-c88a-49ff-a457-4b61af5a7318,현대자동차,모바일 개발자 - iOS,4년차 이상,iOS,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/89176e75-1030-45ff-b4f9-49736725ce53,데이터라이즈,Backend 엔지니어,3~5년차,백엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/49ca8c5c-0d66-4a20-9972-80ca3236af93,패스트파이브,백엔드(Node.js) 개발자,3년차 이상,백엔드,학력 무관,서울,계약직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/9b818cf5-dd83-4e87-b66f-b01d3b31d29f,패스트파이브,프론트엔드(Vue.js) 개발자,3년차 이상,프론트엔드,학력 무관,서울,계약직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/82e8e31b-6d0f-4dad-96cb-d523fcfec8ec,패스트파이브,앱(React-Native)개발자,3년차 이상,"크로스 플랫폼, 프론트엔드",학력 무관,서울,계약직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/e702354a-a6d4-4d2b-b3d2-e31034315649,슈프리마,SW Quality Engineer 모집,2년차 이상,"R&D/연구개발, 소프트웨어 엔지니어, QA 엔지니어 외 1개",초대졸,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/d39cbb40-51ec-4b53-b110-01f9c1d2d444,데이터라이즈,Backend Engineer,6~10년차,백엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/aac57d43-18f2-4b72-a684-a786bc99e521,데이터라이즈,프론트엔드 엔지니어,5년차 이상,프론트엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/bb1c8cc7-e150-4f03-9df9-98cc6e7b7206,NHN,Game BI 엔지니어,3년차 이상,데이터 엔지니어,학력 무관,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/6eb0924c-b8cd-459c-bc3c-eb0ac62aa97a,올거나이즈,Customer On-prem Engineer (DevOps),3년차 이상,데브옵스/인프라,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/08e69832-f46a-4cd3-8721-5cb1102e8fd6,올거나이즈,DevOps Engineer,3년차 이상,데브옵스/인프라,학력 무관,기타,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/c5d81724-cda6-4981-b52a-90e3946494aa,라인플러스,Financial System Developer,5년차 이상,"백엔드, 소프트웨어 엔지니어",학력 무관,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/f3879850-9684-4b2b-8ab5-b8602e720b71,라인플러스,Data Platform Kubernetes Engineer,3년차 이상,"소프트웨어 엔지니어, 데브옵스/인프라",학력 무관,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/b4584765-3b0d-428a-b785-cf3b4857211f,올거나이즈,Python Back-end Engineer,3년차 이상,백엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/fa9a2d14-e879-4aff-be39-cf8830095961,NHN KCP,백업 시스템 엔지니어,1년차 이상,"기술지원, 유지보수",초대졸,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/e923dd3e-b27b-467d-a385-8606cc66fc81,투믹스,QA 엔지니어,5년차 이상,QA 엔지니어,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/5b20007e-4ca5-4d30-bf70-a5886176a569,우아한형제들,마케팅 플랫폼 서버 개발자 모집,5~10년차,백엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/38a45a7b-bda5-47c2-903d-3a0f8cea3d15,우아한형제들,System Reliability Engineer (SRE),8년차 이상,"소프트웨어 엔지니어, 데브옵스/인프라",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/eb394a0a-6e9a-46b6-9708-293f0b130791,우아한형제들,[주문] 백엔드 엔지니어,3년차 이상,백엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/bc9459fe-900c-4ecb-8195-ce635e8c1ed7,우아한형제들,[운영도구개발팀] 프론트엔드 엔지니어,5년차 이상,프론트엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/73510fa6-d8c9-4213-900c-3df8b9880f78,우아한형제들,[딜리버리서비스] 백엔드 시스템 개발자,5년차 이상,백엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/a92c1cbd-eb18-40a0-b1e0-8e2d8bd4698d,우아한형제들,프론트엔드 엔지니어,5년차 이상,프론트엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/3fd0e50b-79a0-4f48-a437-76cfd4d5d456,우아한형제들,QA Engineer,4년차 이상,QA 엔지니어,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/c11f10b8-e013-427f-98ed-ec04b0d88609,우아한형제들,보안 시스템 및 솔루션 운영자,3년차 이상,보안,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/c36a46b7-a145-443e-a461-cb037f85a91c,메가존클라우드,IT 지원팀 팀장,5년차 이상,기술지원,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/9b273380-99e5-4b03-a6e9-f88a397ff972,토스페이먼츠,Technical Product Manager,경력 무관,"프로덕트 매니저(PM), 개발PM",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/2161b0dc-9a0f-43c3-a477-2dd1b08e3a45,토스페이먼츠,QA Assistant,경력 무관,QA 엔지니어,학력 무관,서울,계약직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/3ee437ab-5f38-419a-84b4-7d82fd97e46a,토스뱅크,Internal System Engineer,2년차 이상,"데브옵스/인프라, 보안",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/0630cc40-fccc-4153-9cce-54a1915b589f,스트라드비젼,A-SPICE Quality Manager,2년차 이상,"QA 엔지니어, 소프트웨어 엔지니어",학사,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/d1e25137-e9f1-4fa4-ad2b-9d820b074cee,스트라드비젼,Platform Engineer (Optimization),6년차 이상,"머신러닝 엔지니어, 임베디드 소프트웨어, 소프트웨어 엔지니어",학사,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/a80569b5-dc8a-4113-aca3-70fa5813ddf7,네이버웹툰,웹툰 앱 공통 iOS개발(경력),6년차 이상,"iOS, 소프트웨어 엔지니어",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/de0ab6e0-3704-4aeb-bf1d-c7d8360deb2e,구름,IDE 풀스택 개발자,경력 무관,"소프트웨어 엔지니어, 클라우드, 프론트엔드 외 2개",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/ff3f69f0-dcda-4300-8701-4c378e7a8d91,네이버페이,혜택&정산시스템 BE개발,3년차 이상,백엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/a360b35f-8c77-4934-96b8-6cdd78c13702,숨고,Front-end Engineer,4년차 이상,프론트엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/c659b700-729f-45b7-8c6c-e9d21e3cad44,CJ대한통운,[대한통운] SW QA 경력사원 모집,5년차 이상,"QA 엔지니어, 소프트웨어 엔지니어",학사,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/30b934ee-ca05-4577-852c-870381f79454,CJ대한통운,SW 기획/운영 (WMS) 경력사원 모집,5년차 이상,소프트웨어 엔지니어,학사,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/7baa1288-f33c-4367-b68f-f7b23898d440,CJ대한통운,백엔드 개발 경력사원 모집,5년차 이상,백엔드,학사,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/c667be1c-0ca6-4c35-a486-211de2315fa8,쿠팡,"Staff/Senior, iOS Engineer (FinTech Frontend)",5년차 이상,iOS,학사,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/dcf04527-1e42-4213-a045-bde023a19097,메가존클라우드,DevOps Architect,경력 무관,데브옵스/인프라,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/296d7b85-f7d4-4297-877e-343c982b279e,메가존클라우드,빌링시스템 프론트엔드/백엔드 개발,3년차 이상,"백엔드, 프론트엔드",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/e5fd96f6-bea3-4a39-8b56-415a36fc740e,팜한농,웹/앱 서비스 기획자 계약직 채용(신사업부문),3년차 이상,"백엔드, 프론트엔드",학력 무관,서울,계약직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/c3df6db8-eee6-47e6-a599-199cf4e91398,디케이테크인,DBA 영입,1년차 이상,DBA,학력 무관,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/7bd9bc0e-8f7b-4cc7-9427-0bee13c333e4,코빗,데브옵스 엔지니어,3년차 이상,데브옵스/인프라,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/a9776106-0baf-47cb-a117-992930c1be70,당근,"Software Engineer, Backend - Notifications",경력 무관,백엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/2403d432-463e-451f-949d-e5142fbb58b4,마이크로소프트,Senior Technology Specialist _ Azure Infra,10년차 이상,개발PM,학사,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/6c4c4317-805e-4ea8-bd20-e8a63def2a10,카카오페이,프론트엔드개발자-클라이언트개발팀FE파트(디자인시스템),3년차 이상,프론트엔드,학력 무관,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/4b32a3ca-0232-456e-8133-85ccdea01550,카카오페이,DevOps개발자 - DevOps팀(리더급),10년차 이상,데브옵스/인프라,학력 무관,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/9375f763-24d4-41e5-a797-1f122dd187a9,스플랩,Frontend Developer 채용연계형 인턴,경력 무관,소프트웨어 엔지니어,학력 무관,서울,전환형 인턴,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/d24b13f7-0152-4826-96d8-7957f9670975,데이터메이커,서버/인프라 개발자,5년차 이상,"데브옵스/인프라, 백엔드",학력 무관,대전,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/4117b964-7ec0-40c4-808f-b70415fe44bc,코인원,클라우드 보안 담당자,3년차 이상,"보안, 클라우드, 소프트웨어 엔지니어",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/af157f17-0574-4f61-9ec8-ae26756e3f4d,딜라이트룸,Android Engineer (안드로이드개발자),5년차 이상,안드로이드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/05131ac3-1990-4a62-98f0-83dde3ac5075,앤서스랩,QA 엔지니어,3~7년차,QA 엔지니어,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/ccd117f2-c70a-48de-b727-4e99226b34d2,앤서스랩,백엔드 서버 엔지니어,3년차 이상,백엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/55969a4e-54c0-41d1-88c6-d7405440b80a,메가존클라우드,LowCode 개발자,3년차 이상,"백엔드, 프론트엔드",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/8657d10e-f675-46c5-ab54-873d12e354bb,메가존클라우드,서버 개발 (Project Leader),10년차 이상,"백엔드, 소프트웨어 엔지니어",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/e1ac2225-8aa2-4c19-a6df-2db416b21ed4,카카오엔터프라이즈,FPGA Engineer 영입,3년차 이상,"소프트웨어 엔지니어, 임베디드 소프트웨어",학력 무관,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/d5d51b16-91aa-416e-ab2c-5322fdb1fa3d,카카오엔터프라이즈,"커널, 네트워크 드라이버 개발자 영입",경력 무관,"소프트웨어 엔지니어, 임베디드 소프트웨어",학력 무관,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/edb06486-1783-41b4-b78f-45d5bc717748,메가존클라우드,DevOps Architect,경력 무관,데브옵스/인프라,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/a4013a64-6b4b-4b69-b495-b6d82eb38c34,넷마블,DB 엔지니어 모집,2년차 이상,DBA,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/6fe1be7b-0ad7-48c0-bf83-adf1ea734a53,토스페이먼츠,Security Researcher,3년차 이상,"보안, 백엔드, 클라우드 외 1개",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/8cb709b1-06ab-4298-a2a7-08685651c61d,카카오헬스케어,[신입] 데이터플랫폼 프론트엔드 개발자,경력 무관,프론트엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/f91e47f0-6347-40c8-a3c9-d82e16f4ef40,카카오헬스케어,[계약] Back-End 개발자,3년차 이상,백엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/e188c743-6b7f-4fa8-8398-919081b75cda,코인원,Backend 개발자 (Kotlin),8년차 이상,백엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/20f6008e-5624-45ad-ade4-6c672bd3e87c,쿠팡,Staff iOS Engineer,5년차 이상,iOS,학사,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/c21da683-159d-4e12-ab0f-4f660e9645a8,렌딧,Sr. Back-end Engineer,3년차 이상,백엔드,학사,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/71c28a56-e010-4fd8-8045-0d8f8c2d3932,렌딧,Jr.DevOpsEngineer,경력 무관,데브옵스/인프라,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/5449b231-6bf4-4314-9a61-7c282c79effa,앤서스랩,이미지 생성 AI 전문가,5년차 이상,소프트웨어 엔지니어,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/5bc83a1c-bb60-45d2-b2b1-87b75adbbbbe,디케이테크인,[디케이테크] 사내 보안 포털 구축/운영 Back-end 개발,5년차 이상,백엔드,학력 무관,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/76dbb890-bcfd-4de7-8b5f-13975f9802c8,한국선급,2024년도 한국선급 직원[정규직]채용 공고[제2차],신입,"교수설계, 교육운영, 연구원 외 5개",학사,부산,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/16ba8251-2ff3-44e9-8a6a-6c9441153c3b,프리윌린,백엔드 개발자 모집,5년차 이상,백엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/22524c74-d67e-43e9-bf8c-30e2a1703796,앤서스랩,Java Backend 소프트웨어 엔지니어,2년차 이상,백엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/09e965b8-3164-483e-b854-35048d6fc471,CJ대한통운,QA 엔지니어,5년차 이상,QA 엔지니어,학사,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/009d6276-bad7-4cd7-9900-6cde7a33fe1e,메가존클라우드,LMS 개발자,5년차 이상,소프트웨어 엔지니어,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/8b719436-7334-4b6e-b817-58fd0fa85cff,CJ대한통운,"풀스택 엔지니어 (Spring Boot, React)",5년차 이상,"소프트웨어 엔지니어, 프론트엔드, 백엔드",학사,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/66f75745-d47b-441f-bc12-ff5d01cc0f18,CJ대한통운,백엔드 엔지니어,5년차 이상,백엔드,학사,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/ef0adb90-ce8a-48ae-aa65-db953dadce13,아이디스,"소프트웨어 / R&D 엔지니어, 개발, 디자이너 채용",신입~5년차,"기구 개발, 설계, 생산관리 외 10개","학사, 초대졸, 학력 무관",서울,"계약직, 정규직",https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/15b024e4-e364-40d0-a587-137e182ef623,무신사,Backend Engineer (CoreBizPlatform 상품 카탈로그 개발팀),5년차 이상,백엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/052384e6-fae8-4a3a-8c1e-ba6e49951b9d,바로고,PHP 백엔드개발자,2년차 이상,백엔드,학력 무관,부산,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/8a766a22-8879-480d-85fc-b1eccc13e093,인바디,2025 상반기 신입 대규모 채용,신입,"머신러닝 엔지니어, LLM, 구매 외 12개",학사,"서울, 충남",정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/fa771cc7-3aa8-4039-84e9-0dd207e09db4,우아한형제들,[Tech] 배민공통서비스실 배민공통서비스앱개발팀 iOS 개발자,5년차 이상,iOS,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/39178b49-75cb-44a0-b92c-638c06477f07,카카오페이,프론트엔드개발자-마이데이터서비스,3년차 이상,프론트엔드,학력 무관,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/2f01dd88-cc7a-4a80-9d1a-5aaa581ee905,CJ올리브네트웍스,Network Engineer (국제망),2년차 이상,"기술지원, 클라우드",학사,인천,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/41f253e4-bf38-4fba-9654-7a1fd70e6068,네이버클라우드,LLM비용 최적화기술 연구 및 개발(체험형인턴),신입,"LLM, AI 연구, 머신러닝 엔지니어 외 6개",학사,경기,체험형 인턴,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/17833605-459f-42f8-841c-0cea5bbd2653,네이버클라우드,데이터 플랫폼 서비스 Technical Writer (체험형 인턴),신입,"데이터 분석가, 기술지원, QA 엔지니어",학사,경기,체험형 인턴,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/b1e8a17e-2ec8-4d2e-8a28-57fd42d74cff,쿠팡,Senior Software Engineer - Content Delivery Network (Coupang Play),5년차 이상,소프트웨어 엔지니어,학사,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/b1e8a17e-2ec8-4d2e-8a28-57fd42d74cff,쿠팡,Senior Software Engineer - Content Delivery Network (Coupang Play),5년차 이상,소프트웨어 엔지니어,학사,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/67800548-36cb-4e87-aca5-145acf1110bc,네이버클라우드,LLM경량화기술 연구 및 개발(체험형인턴),신입,"AI 연구, 머신러닝 엔지니어, NLP 외 6개",학사,경기,체험형 인턴,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/5af757e9-0ffc-4665-bc4e-837cdbcb0a54,네이버웹툰,Server side Engineer,5년차 이상,"백엔드, 소프트웨어 엔지니어",학력 무관,기타,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/90e2b2bd-d9f1-4f57-ac7e-9d96629eff0d,카카오,카카오톡 macOS 플랫폼 개발자 (경력),5년차 이상,"소프트웨어 엔지니어, iOS",학력 무관,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/8a92c380-a325-48d4-8558-ec16e47b7cf9,야놀자,SAP ERP FI 운영담당자(육아휴직대체/ 1년계약직),4년차 이상,"재무, 회계, ERP",학력 무관,서울,계약직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/c86ef933-7c05-41c5-85b3-6d2d68ac070b,삼성자산운용,IT업무 개발 팀 데이터 및 DB관리(DBA),4년차 이상,DBA,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/7b460198-722e-4c64-8250-2972c66e73c8,두산로보틱스,로보틱스 우수인재 대규모 채용,10년차 이상,"사업기획, 전략기획, UI/UX 외 1개","석사, 학사",경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/4f11cc2a-71cd-4d89-bdac-a947aaafb1b7,여기어때컴퍼니,[여기어때] DBA 직군 개발·데이터 채용,8년차 이상,DBA,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/ee9de9cb-2ceb-45fe-8189-196a9d634070,루닛,Senior Backend Engineer · AI Platform,6년차 이상,백엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/cd776126-5e9e-4770-9266-8f034f84b2c5,컴투스,웹개발 백엔드 서버 개발자 (경력),5년차 이상,백엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/5c90f822-5c2f-4236-8f38-79811ec8573c,신한EZ손해보험,장기보험시스템개발담당자(경력/7년 이상),7년차 이상,"유지보수, 프론트엔드, 백엔드",학사,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/ce3f76a8-5a46-47fe-908b-cabd76cf9c8d,신한EZ손해보험,일반보험시스템개발담당자(경력/7년 이상),7년차 이상,"백엔드, 프론트엔드, 개발PM",학사,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/dab7b721-c48f-472c-a0f5-a04260d92b9c,신한EZ손해보험,KICS 시스템 개발 담당자(경력/7년 이상),7년차 이상,"개발PM, 프론트엔드, 백엔드",학사,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/dec6acb6-c438-4a38-8829-da7eea549d4a,라인플러스,Demaecan Product Manager (Delivery Engine),5년차 이상,개발PM,학력 무관,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/5b89d19c-0652-42b2-a604-54fb5f8d2596,포티투닷,Backend Engineer (TMS),5년차 이상,백엔드,학력 무관,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/d36162cf-51d2-4a73-86a6-e2fb98b22a54,컴투스,웹개발 프론트엔드 개발자 (경력),3년차 이상,"프론트엔드, 웹 퍼블리싱",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/9334e335-ee21-4671-b53a-3ad7168a21e5,라인플러스,Database DevOps Engineer,경력 무관,"데브옵스/인프라, DBA",학력 무관,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/63f5c6be-3108-4839-a822-92629aeaa6f0,마이크로소프트,Support Engineer (Azure DevOps and Developer Support),3년차 이상,"기술지원, 클라우드",학사,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/571b0985-684b-4b47-b833-2ed324963c9c,버킷플레이스,"Software Engineer, Ads",3년차 이상,"소프트웨어 엔지니어, 백엔드, 프론트엔드",학사,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/75d6233b-62cc-4472-9a4d-8b71eb4a8d2a,빗썸,AWS Cloud DBA,7년차 이상,DBA,학사,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/0244ef61-0810-4e95-aa65-9423b40cffa3,토스뱅크,Node.js Developer,2년차 이상,"백엔드, 프론트엔드, 소프트웨어 엔지니어",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/001bee4d-f927-4ddd-81c1-61bf6b61b184,펄어비스,[신입] 웹 개발자모집 - 프론트엔드,신입~2년차,프론트엔드,학력 무관,경기,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/c41eb946-cab8-4765-bbf7-32e9513f96a7,하이퍼커넥트,Head of Engineering,5년차 이상,"기술지원, 클라우드, 소프트웨어 엔지니어 외 3개",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/a60538ad-6f66-47f3-94cd-b09a77e7a269,크몽,Android Developer,3~4년차,안드로이드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/45136df7-50cc-4f2d-a540-1f4ad0432e41,숨고,Sr. Front-end Engineer,7년차 이상,프론트엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/7d6fc7c9-abd7-412d-806b-0d6e95870794,넥슨,백엔드 개발자,3년차 이상,백엔드,학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/f87556d1-bcb4-4508-b9c0-412ec1e8aa52,네오플,"벡엔드 엔지니어 (Spring Boot, Java)",1년차 이상,백엔드,학력 무관,제주,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/452e4034-7018-45d9-a991-f1a2c8475b1b,넥슨,[마영전] 개발 PM,경력 무관,"게임기획, 개발PM",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
https://zighang.com/recruitment/49d56da2-f790-4a62-9288-135133be3dd2,데브시스터즈,[쿠키런클래식] 서버 백엔드 엔지니어,5년차 이상,"게임서버, 소프트웨어 엔지니어, 백엔드",학력 무관,서울,정규직,https://zighang.com/header_logo.svg,logo,
